;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
181;An OCT-controlled system for precise and reproducible subretinal drug injection in mice;RDF20-21;Engineering and technology;0.36181050539016724;RDF202;Industrial, systems and processes engineering;0.8598109483718872;RDF207;Medical and biomedical engineering;0.718298077583313;RDF210;Industrial biotechnology;0.7071014046669006
182;Bioenergetic role of astrocytes in neuronal plasticity and behaviour (Genes, Cells and Molecules);RDF10;Natural sciences;0.8529226183891296;RDF106;Biological sciences;0.9990872144699097;RDF107;Other natural sciences;0.529628336429596;RDF103;Physical sciences;0.4827948808670044
183;In Democracy we trust, do we? (Sociology, demography and related fields);RDF50;Social sciences;0.9761515855789185;RDF504;Sociology and related studies;0.9986461997032166;RDF509;Other social sciences;0.28212201595306396;RDF506;Political science and policy administration;0.061593156307935715
184;Minimally-invasive monitoring of renal health in reptiles (Biological Systems and Functions);RDF10;Natural sciences;0.5620521903038025;RDF106;Biological sciences;0.9960965514183044;RDF107;Other natural sciences;0.326945960521698;RDF105;Earth and related environmental sciences;0.031693607568740845
185;Le réenchantement à contretemps ? Irrationalité et postmodernité littéraire;RDF30;Medical, health and life sciences;0.44400426745414734;RDF304;Medical biotechnology;0.07336363941431046;RDF305;Other medical sciences;0.024214550852775574;RDF303;Health sciences;0.016979992389678955
186;Structure-functional property-device performance relationships in electronic and energy materials and devices;RDF20-21;Engineering and technology;0.6160392761230469;RDF203;Electrical engineering, computer engineering, and information engineering;0.9652405977249146;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9515603184700012;RDF211;Nano-technology;0.7023259401321411
187;AI augmented pilot;RDF20-21;Engineering and technology;0.34192904829978943;RDF212;Other engineering and technologies;0.6814486384391785;RDF202;Industrial, systems and processes engineering;0.6785932183265686;RDF207;Medical and biomedical engineering;0.6178585290908813
188;Transfert, appropriation et rétention des pratiques associées à l'approvisionnement valorisant l'innovation dans le réseau québécois de la santé : le cas de l'approche fonctionnelle;RDF20-21;Engineering and technology;0.3414686620235443;RDF207;Medical and biomedical engineering;0.4030968248844147;RDF211;Nano-technology;0.29421496391296387;RDF209;Environmental biotechnology;0.24274376034736633
189;Le patrimoine des groupes ethnoculturels de Montréal: le cas de Montréal-Nord;RDF50;Social sciences;0.640172004699707;RDF507;Social and economic geography;0.4942019283771515;RDF504;Sociology and related studies;0.12463857233524323;RDF509;Other social sciences;0.05332932621240616
190;Documenting forager adaptations to dramatic climate change at the Pleistocene-Holocene transition in Liguria (Italy) (Anthropology and archaeology);RDF50;Social sciences;0.8868697285652161;RDF508;Media and communications;0.13483285903930664;RDF509;Other social sciences;0.018851183354854584;RDF504;Sociology and related studies;0.00620502233505249
191;Abordabilité intégrée: état des connaissances sur les interactions entre coûts d'habitation et de transport;RDF20-21;Engineering and technology;0.3617318570613861;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7789016962051392;RDF203;Electrical engineering, computer engineering, and information engineering;0.36868980526924133;RDF202;Industrial, systems and processes engineering;0.2572515904903412
192;High definition digital microscope for accelerating Québec entomological research (Environmental Sciences);RDF10;Natural sciences;0.35045763850212097;RDF105;Earth and related environmental sciences;0.491089791059494;RDF107;Other natural sciences;0.002217013156041503;RDF103;Physical sciences;0.0007962780073285103
193;Envisioning and Enacting UX Evaluation of Augmented Reality: A Multimethod Approach (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9772130846977234;RDF202;Industrial, systems and processes engineering;0.38144993782043457;RDF212;Other engineering and technologies;0.22862978279590607;RDF211;Nano-technology;0.13300646841526031
194;Kinematic-specific proprioceptive stimulations to better understand sensory control of gait movements (Mechanical Engineering);RDF20-21;Engineering and technology;0.8490365147590637;RDF204;Mechanical engineering;0.9980732798576355;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.6123096942901611;RDF202;Industrial, systems and processes engineering;0.46478012204170227
195;Attentional processes in the human insula (Biological Systems and Functions);RDF10;Natural sciences;0.826704204082489;RDF106;Biological sciences;0.9792947173118591;RDF107;Other natural sciences;0.11476477980613708;RDF105;Earth and related environmental sciences;0.08407820761203766
196;Towards More Autonomous and Safer Unmanned Aerial Vehicle Systems (Mechanical Engineering);RDF20-21;Engineering and technology;0.9640643000602722;RDF204;Mechanical engineering;0.9981324076652527;RDF211;Nano-technology;0.48121002316474915;RDF202;Industrial, systems and processes engineering;0.24757790565490723
197;Subsea and terrestrial permafrost of the central and eastern Canadian Arctic Archipelago (Geosciences);RDF10;Natural sciences;0.320557564496994;RDF105;Earth and related environmental sciences;0.996851921081543;RDF107;Other natural sciences;0.007460643071681261;RDF103;Physical sciences;0.0006070755771361291
198;Global Centers Track 2: Heat Adaptation;RDF20-21;Engineering and technology;0.4013587236404419;RDF208;Environmental engineering and related engineering;0.9500877857208252;RDF202;Industrial, systems and processes engineering;0.8770561814308167;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.780202329158783
199;Immunovirological determinants of breakthrough COVID-19 disease in vaccinated or previously infected individuals (Virology & Viral Pathogenesis);RDF30;Medical, health and life sciences;0.628488302230835;RDF303;Health sciences;0.9455252885818481;RDF304;Medical biotechnology;0.6415627598762512;RDF305;Other medical sciences;0.06554500758647919
200;Hormonal control of stamen filament growth;RDF10;Natural sciences;0.5531066656112671;RDF106;Biological sciences;0.9390527606010437;RDF107;Other natural sciences;0.6268097758293152;RDF105;Earth and related environmental sciences;0.35967332124710083
201;Investigate features and dynamics of intron RNP biology and its role in modulating RNA metabolism (Biochemistry & Molecular Biology);RDF10;Natural sciences;0.4463805556297302;RDF106;Biological sciences;0.982624351978302;RDF107;Other natural sciences;0.26001349091529846;RDF103;Physical sciences;0.004472730681300163
202;CircRNAome in childhood TCF3-PBX1 ALL: Biomaker potential and mechanisms of circRNA dysregulation and function;RDF10;Natural sciences;0.6039264798164368;RDF106;Biological sciences;0.9522199630737305;RDF107;Other natural sciences;0.15921740233898163;RDF102;Computer and information sciences;0.13432104885578156
203;Additive manufacturing technologies for high-performance and high-productivity of multifunctional composite structures and their sustainability for aerospace applications;RDF20-21;Engineering and technology;0.789117157459259;RDF208;Environmental engineering and related engineering;0.9125920534133911;RDF202;Industrial, systems and processes engineering;0.8169911503791809;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7108290791511536
204;Computational methods and frameworks for unsupervised machine learning;RDF20-21;Engineering and technology;0.3972504138946533;RDF204;Mechanical engineering;0.8593689799308777;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.6759785413742065;RDF203;Electrical engineering, computer engineering, and information engineering;0.6179738640785217
205;Au coeur du cosmos TRYSPACES: Colloque, exposition et bibliothèque numérique;RDF20-21;Engineering and technology;0.31609994173049927;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7335472702980042;RDF203;Electrical engineering, computer engineering, and information engineering;0.6295851469039917;RDF212;Other engineering and technologies;0.5205420255661011
206;Understanding Attitudes toward Artists with a Physical Disability;RDF60;Humanities and the arts;0.6530312299728394;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9714829325675964;RDF605;Other humanities;0.6422080993652344;RDF601;History, archaeology and related studies;0.037221759557724
207;Non-target analysis of radicals in sonochemical and advanced oxidation processes (AOPs) (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8826401233673096;RDF205;Chemical engineering;0.9865846633911133;RDF202;Industrial, systems and processes engineering;0.49655160307884216;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.23022675514221191
208;La cyberviolence dans les relations amoureuses des jeunes : identifier les facteurs de risque et de protection ainsi que leurs impacts différenciés selon le genre;RDF50;Social sciences;0.5059563517570496;RDF501;Psychology and cognitive sciences;0.5852197408676147;RDF508;Media and communications;0.3383503258228302;RDF505;Law and legal practice;0.14817041158676147
209;"""Sentometrics"": Econometrics of textual sentiment with applications in economics and finance";RDF50;Social sciences;0.3631487488746643;RDF507;Social and economic geography;0.007504157721996307;RDF502;Economics and business administration;0.006903838366270065;RDF509;Other social sciences;0.0050751036033034325
210;Clean Energy transition, Market Design and Industry Dynamics;RDF20-21;Engineering and technology;0.6668840646743774;RDF208;Environmental engineering and related engineering;0.9950945973396301;RDF202;Industrial, systems and processes engineering;0.9560635089874268;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9145104885101318
211;Conférence de l'International Society for the Study of Drug Policy;RDF30;Medical, health and life sciences;0.6119552254676819;RDF304;Medical biotechnology;0.4454089105129242;RDF301;Basic medicine and life sciences;0.3447604775428772;RDF303;Health sciences;0.33214789628982544
212;Methods development for the measurement of single-cell molecular state (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.4285323917865753;RDF210;Industrial biotechnology;0.8286616802215576;RDF211;Nano-technology;0.7884203195571899;RDF207;Medical and biomedical engineering;0.7671669721603394
213;Multifunctional Engineering Structures via Embodied Intelligence;RDF20-21;Engineering and technology;0.8857240676879883;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9210031628608704;RDF212;Other engineering and technologies;0.8942365646362305;RDF202;Industrial, systems and processes engineering;0.8652241230010986
214;Spin waves in ferromagnetic metallic wires (Physics);RDF20-21;Engineering and technology;0.4696280062198639;RDF203;Electrical engineering, computer engineering, and information engineering;0.8507788181304932;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8416304588317871;RDF202;Industrial, systems and processes engineering;0.8109285235404968
215;Molecular Chronobiology and regulation of gene expression in dinoflagellates (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.5885154008865356;RDF301;Basic medicine and life sciences;0.30030933022499084;RDF303;Health sciences;0.05127241462469101;RDF305;Other medical sciences;0.04616273194551468
216;Combiner l’hypnose, la réalité virtuelle, la neurophysiologie et l’intelligence artificielle dans la gestion non-pharmacologique et personnalisée de la douleur chronique;RDF30;Medical, health and life sciences;0.5131189227104187;RDF305;Other medical sciences;0.912980854511261;RDF303;Health sciences;0.2626999318599701;RDF301;Basic medicine and life sciences;0.06804042309522629
217;Les théories inédites de la foi des penseurs dominicains des années 1250-1350 (Philosophy);RDF30;Medical, health and life sciences;0.3231641352176666;RDF301;Basic medicine and life sciences;0.004297938663512468;RDF304;Medical biotechnology;0.0014607495395466685;RDF305;Other medical sciences;0.0010880650952458382
218;Computationally efficient multiphysics and multiscale modeling approaches applied to porous materials engineering;RDF20-21;Engineering and technology;0.6554888486862183;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8333245515823364;RDF211;Nano-technology;0.7793218493461609;RDF206;Materials engineering and resources engineering;0.59408038854599
219;Marriage, Sorting, and Segregation Across U.S. Cities (Economics);RDF50;Social sciences;0.3247452974319458;RDF507;Social and economic geography;0.8337649703025818;RDF508;Media and communications;0.046638041734695435;RDF505;Law and legal practice;0.011072160676121712
220;Highly versatile benchtop Flow Cytometry Analyzer (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9186086654663086;RDF205;Chemical engineering;0.9020932912826538;RDF210;Industrial biotechnology;0.7616714835166931;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.4368622899055481
221;Analysis of Extreme Values;RDF30;Medical, health and life sciences;0.3150172531604767;RDF304;Medical biotechnology;0.30600833892822266;RDF305;Other medical sciences;0.1517806202173233;RDF303;Health sciences;0.13860748708248138
222;Frontlines to Headlines: The Politics of Memory, War and the Press in interwar Germany (History);RDF50;Social sciences;0.22560164332389832;RDF508;Media and communications;0.9964273571968079;RDF503;Education;0.0029752335976809263;RDF509;Other social sciences;0.0008934456272982061
223;Mechanistic Investigations of Nickel-Promoted C-Heteroatom Bond Making Reactions (Chemistry);RDF30;Medical, health and life sciences;0.39010360836982727;RDF301;Basic medicine and life sciences;0.044973574578762054;RDF305;Other medical sciences;0.027611488476395607;RDF304;Medical biotechnology;0.016721142455935478
224;Manipulated Procurement;RDF30;Medical, health and life sciences;0.460227906703949;RDF304;Medical biotechnology;0.43014734983444214;RDF301;Basic medicine and life sciences;0.2434062957763672;RDF303;Health sciences;0.17883038520812988
225;Functionalized Bilayer Graphene Devices: Achieving Selectivity and Sensitivity;RDF20-21;Engineering and technology;0.8581182360649109;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7917405366897583;RDF211;Nano-technology;0.7784177660942078;RDF202;Industrial, systems and processes engineering;0.7516481280326843
226;Le rôle de la résilience sur la santé et le bien-être des équipes interprofessionnelles: validation d'une démarche managériale participative;RDF30;Medical, health and life sciences;0.5899226665496826;RDF303;Health sciences;0.906673789024353;RDF304;Medical biotechnology;0.4949953258037567;RDF301;Basic medicine and life sciences;0.3360586166381836
227;Les jeunes en difficulté et faisant l'objet d'une double prise en charge judiciaire : parcours de vie, trajectoires dans les services et pratiques professionnelles (Law and criminology);RDF30;Medical, health and life sciences;0.3720630705356598;RDF305;Other medical sciences;0.0005152656813152134;RDF301;Basic medicine and life sciences;0.0003012038941960782;RDF302;Clinical medicine;0.00025613975594751537
228;"Before the ""Great Divide"": The Shared Language(s) of Art and Science in the Early Modern Period (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9777758717536926;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9977872967720032;RDF602;Languages and literature;0.5254905819892883;RDF601;History, archaeology and related studies;0.4287117123603821
229;MID-INFRARED QUANTUM TECHNOLOGY FOR SENSING (MIRAQLS);RDF20-21;Engineering and technology;0.5973517894744873;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.6057990789413452;RDF212;Other engineering and technologies;0.24674317240715027;RDF202;Industrial, systems and processes engineering;0.08748584240674973
230;Exploiting minor histocompatibility antigens for personalized cancer immunotherapy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.5369802117347717;RDF304;Medical biotechnology;0.9502265453338623;RDF303;Health sciences;0.5641584992408752;RDF305;Other medical sciences;0.14217233657836914
231;Investment incentives in matching markets: on the foundations of competitive models (Economics);RDF20-21;Engineering and technology;0.2782910466194153;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8265018463134766;RDF202;Industrial, systems and processes engineering;0.7633956074714661;RDF206;Materials engineering and resources engineering;0.6413100361824036
232;Advancing Machine Learning with Causal Models (Computer Science);RDF20-21;Engineering and technology;0.33321234583854675;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8153060078620911;RDF204;Mechanical engineering;0.5182414054870605;RDF203;Electrical engineering, computer engineering, and information engineering;0.4735355079174042
233;The Brahma Kumari Tradition in Canada and the United States (Medieval, classics, religious studies);RDF30;Medical, health and life sciences;0.753899335861206;RDF301;Basic medicine and life sciences;0.3763938546180725;RDF305;Other medical sciences;0.018211819231510162;RDF303;Health sciences;0.012100386433303356
234;Social polarization in high schools during COVID-19: A mixed-method Positive Youth Development research to inform how to promote well-being and reduce violence among adolescents (Education and social work);RDF50;Social sciences;0.7945249676704407;RDF503;Education;0.9875443577766418;RDF509;Other social sciences;0.026355352252721786;RDF508;Media and communications;0.019606182351708412
235;Assessing the community needs of Canadians with limb loss: Building the foundation for community action;RDF50;Social sciences;0.8050135374069214;RDF507;Social and economic geography;0.9328214526176453;RDF504;Sociology and related studies;0.6879445910453796;RDF501;Psychology and cognitive sciences;0.398640513420105
236;Addition of high dose Stimulant and engagement-focused Contingency management, alone and in combination, to treatment as usual for the management of MEthamphetamine use disorder (ASCME): a pan-Canadian multisite randomized controlled trial;RDF30;Medical, health and life sciences;0.43978720903396606;RDF303;Health sciences;0.46593421697616577;RDF304;Medical biotechnology;0.397967666387558;RDF301;Basic medicine and life sciences;0.13307687640190125
237;Écrire / Traduire / Visualiser les humanités numériques;RDF60;Humanities and the arts;0.2817672789096832;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9947442412376404;RDF602;Languages and literature;0.5962861776351929;RDF601;History, archaeology and related studies;0.44613274931907654
238;Smart Electrolytes for a New Perspective on Electrochemical Energy Storage (Chemistry);RDF20-21;Engineering and technology;0.7099260091781616;RDF205;Chemical engineering;0.9969066381454468;RDF211;Nano-technology;0.7328428626060486;RDF202;Industrial, systems and processes engineering;0.7177481651306152
239;Femmes et pouvoirs dans le bailliage de Montréal (1644-1693) (History);RDF50;Social sciences;0.32507142424583435;RDF509;Other social sciences;0.10347652435302734;RDF505;Law and legal practice;0.019400762394070625;RDF506;Political science and policy administration;0.013146585784852505
240;Entre pressions socioculturelles et insatisfaction à l'égard de l'image corporelle : le rôle médiateur de caractéristiques personnelles chez les adolescents et jeunes hommes. (Psychology);RDF50;Social sciences;0.6771207451820374;RDF501;Psychology and cognitive sciences;0.896975576877594;RDF508;Media and communications;0.2104010432958603;RDF509;Other social sciences;0.03374836966395378
241;Multi-Precision Optimization and Methods with Inaccurate Functions and Derivatives (Computer Science);RDF20-21;Engineering and technology;0.40165409445762634;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7996770739555359;RDF203;Electrical engineering, computer engineering, and information engineering;0.6773672699928284;RDF202;Industrial, systems and processes engineering;0.14915919303894043
242;Adaptive FEM for Analysis, Design, and Control of Complex Flows (Mechanical Engineering);RDF20-21;Engineering and technology;0.9497829675674438;RDF204;Mechanical engineering;0.999417245388031;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7051762938499451;RDF202;Industrial, systems and processes engineering;0.5987814664840698
243;Diagnosis of Aggressive Prostate Cancer Using Key Features of Raman Spectroscopy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.7878075838088989;RDF304;Medical biotechnology;0.9881309270858765;RDF303;Health sciences;0.9860173463821411;RDF305;Other medical sciences;0.21280404925346375
244;Maintaining balance in an unstable environment: A central role for the vestibular system (Biological Systems and Functions);RDF10;Natural sciences;0.8917185664176941;RDF106;Biological sciences;0.9955315589904785;RDF105;Earth and related environmental sciences;0.9610432386398315;RDF103;Physical sciences;0.5897754430770874
245;Multifarious roles of the smallest Arabidopsis thaliana MAPKKKs clade (MAPKKK19, 20 and 21) as an integrative hub for plant pathogen interactions, growth, development and reproduction (Biological Systems and Functions);RDF10;Natural sciences;0.7078012824058533;RDF106;Biological sciences;0.9808759689331055;RDF107;Other natural sciences;0.1349468231201172;RDF105;Earth and related environmental sciences;0.08997298032045364
246;Occurrence et contrôle des bactéries opportunistes et bioaérosols issus des systèmes de traitement des eaux usées (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9494684934616089;RDF210;Industrial biotechnology;0.9433475732803345;RDF209;Environmental biotechnology;0.918699324131012;RDF208;Environmental engineering and related engineering;0.7596713900566101
247;Le confinement : étude comparée du choix d'un instrument de politique publique extrême (Political science and public administration);RDF30;Medical, health and life sciences;0.2516179382801056;RDF304;Medical biotechnology;0.003572682850062847;RDF305;Other medical sciences;0.0004793605476152152;RDF302;Clinical medicine;0.0004637128731701523
248;Valorisation des noirs de carbone recyclés de pneus usagés;RDF20-21;Engineering and technology;0.32631680369377136;RDF208;Environmental engineering and related engineering;0.992061972618103;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7927451729774475;RDF212;Other engineering and technologies;0.780975878238678
249;"""Managing AI in Health Ecosystems"" Masterclass";RDF20-21;Engineering and technology;0.39357295632362366;RDF211;Nano-technology;0.6490643620491028;RDF207;Medical and biomedical engineering;0.6382154822349548;RDF208;Environmental engineering and related engineering;0.6349625587463379
250;Novel regulatory mechanisms of the mammalian nuclear proteasome through liquid-liquid phase separation (Cell Biology – Molecular/Fundamental);RDF10;Natural sciences;0.4741208851337433;RDF106;Biological sciences;0.9963214993476868;RDF107;Other natural sciences;0.07017629593610764;RDF103;Physical sciences;0.0012594986474141479
251;Integrating early neuromonitoring biomarkers to better define eligibility for therapeutic hypothermia after perinatal hypoxia-ischemia;RDF30;Medical, health and life sciences;0.5409839749336243;RDF304;Medical biotechnology;0.8920934200286865;RDF303;Health sciences;0.6553911566734314;RDF301;Basic medicine and life sciences;0.4279494881629944
252;Metasurface and Metamaterial-Inspired Devices for 5G, IoT, Sensing and Space Applications;RDF20-21;Engineering and technology;0.953586220741272;RDF203;Electrical engineering, computer engineering, and information engineering;0.8911970853805542;RDF212;Other engineering and technologies;0.836421012878418;RDF211;Nano-technology;0.783491849899292
253;Cross-frequency coupling and machine learning for electrophysiological signal analysis;RDF20-21;Engineering and technology;0.31727275252342224;RDF203;Electrical engineering, computer engineering, and information engineering;0.9196966290473938;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8472740054130554;RDF202;Industrial, systems and processes engineering;0.6862648725509644
254;Uncovering a New Cytotoxic Mechanism of Natural Killer Cells (Genes, Cells and Molecules);RDF10;Natural sciences;0.9373433589935303;RDF106;Biological sciences;0.9984840750694275;RDF105;Earth and related environmental sciences;0.6156584620475769;RDF107;Other natural sciences;0.3470943570137024
255;Actualisation de la formation sur les pratiques d'affiliation dans les Auberges du coeur du Québec;RDF50;Social sciences;0.3224790096282959;RDF503;Education;0.8972910046577454;RDF505;Law and legal practice;0.37972334027290344;RDF508;Media and communications;0.35211822390556335
256;Evidence for Impact: The Quebec Experience of Designing Evidence-Based Public Policy Solutions to Reform Home Care;RDF50;Social sciences;0.4451634883880615;RDF505;Law and legal practice;0.38729920983314514;RDF506;Political science and policy administration;0.29617053270339966;RDF508;Media and communications;0.12299646437168121
257;Replicative stress as a primary determinant of chemotherapeutic outcome in ovarian cancer;RDF30;Medical, health and life sciences;0.5029901266098022;RDF304;Medical biotechnology;0.9109422564506531;RDF303;Health sciences;0.7004339694976807;RDF301;Basic medicine and life sciences;0.39896246790885925
258;Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.7471097707748413;RDF208;Environmental engineering and related engineering;0.984605073928833;RDF202;Industrial, systems and processes engineering;0.8632115721702576;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.49755859375
259;Le travail ensemble comme stratégie de réponse aux besoins complexes des jeunes en difficulté : comprendre les processus d'émergence de la collaboration (Education and social work);RDF50;Social sciences;0.5894414186477661;RDF503;Education;0.869714617729187;RDF501;Psychology and cognitive sciences;0.6547567844390869;RDF504;Sociology and related studies;0.5306317806243896
260;Interneuronopathies and neurodevelopmental disorders (Genetics);RDF30;Medical, health and life sciences;0.7781210541725159;RDF305;Other medical sciences;0.27860015630722046;RDF304;Medical biotechnology;0.05518322065472603;RDF303;Health sciences;0.026594465598464012
261;Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists (Pharmacology & Toxicology);RDF30;Medical, health and life sciences;0.9543529152870178;RDF304;Medical biotechnology;0.8223319053649902;RDF305;Other medical sciences;0.7113807797431946;RDF301;Basic medicine and life sciences;0.285421758890152
262;Entre vie et mort: images de médiation (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.6914265155792236;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9907588362693787;RDF605;Other humanities;0.05257028713822365;RDF601;History, archaeology and related studies;0.026989132165908813
263;Identification of microbial factors to modulate immune dysregulation and treat post-COVID-19 syndrome;RDF30;Medical, health and life sciences;0.37325844168663025;RDF304;Medical biotechnology;0.7806625366210938;RDF303;Health sciences;0.7356119751930237;RDF301;Basic medicine and life sciences;0.3912169337272644
264;Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée? (Business, management and related fields);RDF50;Social sciences;0.5982950925827026;RDF507;Social and economic geography;0.43641185760498047;RDF502;Economics and business administration;0.11095189303159714;RDF509;Other social sciences;0.032040078192949295
265;Data-driven Optimization of Transport Systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9584077000617981;RDF203;Electrical engineering, computer engineering, and information engineering;0.5229331254959106;RDF211;Nano-technology;0.08651623874902725;RDF202;Industrial, systems and processes engineering;0.0783245638012886
266;Le tournant éclectique en architecture à travers les procès-verbaux du Conseil des Bâtiments civils (projet pilote) (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.39396485686302185;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9935743808746338;RDF605;Other humanities;0.01323557086288929;RDF602;Languages and literature;0.0008642926695756614
267;Évolution de l'organisation du travail des directions d'établissements d'enseignement du Québec dans le contexte de la transformation des commissions scolaires en centres de services;RDF60;Humanities and the arts;0.31478139758110046;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8888070583343506;RDF602;Languages and literature;0.02286800928413868;RDF605;Other humanities;0.0199278537184
268;Integrating interdisciplinary perspectives on circular economy;RDF30;Medical, health and life sciences;0.4334118962287903;RDF304;Medical biotechnology;0.07913912087678909;RDF305;Other medical sciences;0.028328312560915947;RDF301;Basic medicine and life sciences;0.019271139055490494
269;Homeostasis of the respiratory epithelial tissue: regulatory mechanisms by ion channels (Genes, Cells and Molecules);RDF10;Natural sciences;0.9166710376739502;RDF106;Biological sciences;0.9936487078666687;RDF107;Other natural sciences;0.42907047271728516;RDF103;Physical sciences;0.05241244286298752
270;Vascular events in patients undergoing same-day noncardiac surgery (VALIANCE) - a prospective cohort and nested biobank study (Clinical Investigation – Cardiovascular Systems);RDF30;Medical, health and life sciences;0.8850440979003906;RDF303;Health sciences;0.8151543140411377;RDF304;Medical biotechnology;0.6250662803649902;RDF301;Basic medicine and life sciences;0.5810059309005737
271;Mental health Recovery from Youth Right-based Perspectives (Education and social work);RDF50;Social sciences;0.7965752482414246;RDF503;Education;0.9541800618171692;RDF501;Psychology and cognitive sciences;0.8460060954093933;RDF504;Sociology and related studies;0.30678659677505493
272;Ecosystem functioning in the landscape: a meta-ecosystem perspective (Evolution and Ecology);RDF10;Natural sciences;0.3277031481266022;RDF105;Earth and related environmental sciences;0.998217761516571;RDF107;Other natural sciences;0.41099265217781067;RDF106;Biological sciences;0.012042155489325523
273;Multi-Fidelity Zonal Approaches to Multi-Disciplinary Aerodynamic Analysis of Transonic Aircraft;RDF20-21;Engineering and technology;0.3366777300834656;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.3757064640522003;RDF202;Industrial, systems and processes engineering;0.317902535200119;RDF212;Other engineering and technologies;0.23528404533863068
274;Defining the functions and mechanisms of centrosomal RNA localization;RDF10;Natural sciences;0.24395841360092163;RDF106;Biological sciences;0.9808759689331055;RDF102;Computer and information sciences;0.7285552024841309;RDF105;Earth and related environmental sciences;0.6520198583602905
275;Collaborative improvement of moral deliberation methods: An exercise in living ethics (Mutidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9947410821914673;RDF504;Sociology and related studies;0.8751481771469116;RDF505;Law and legal practice;0.2622745931148529;RDF508;Media and communications;0.06139589846134186
276;The role of GABA signaling in nervous system formation and homeostasis (Genes, Cells and Molecules);RDF10;Natural sciences;0.8898448944091797;RDF106;Biological sciences;0.9975513815879822;RDF107;Other natural sciences;0.641534686088562;RDF105;Earth and related environmental sciences;0.5925487279891968
277;Elimination of senescent endothelial cells to prevent vascular dementia in aging atherosclerotic mice (Biological and Clinical Aspects of Aging);RDF30;Medical, health and life sciences;0.7402719259262085;RDF304;Medical biotechnology;0.9870545864105225;RDF301;Basic medicine and life sciences;0.7589128613471985;RDF303;Health sciences;0.561455249786377
278;Understanding and treating osteoarthritic pain in pet animals: An approach based on neurogenomics and neuropeptidomics manipulation (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.46866682171821594;RDF305;Other medical sciences;0.4093056619167328;RDF301;Basic medicine and life sciences;0.0843040943145752;RDF304;Medical biotechnology;0.07766618579626083
