;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
281;Fundamental drivers of plant spectral diversity (Evolution and Ecology);RDF10;Natural sciences;0.9947751760482788;RDF106;Biological sciences;0.984811007976532;RDF107;Other natural sciences;0.7972412705421448;RDF105;Earth and related environmental sciences;0.40321430563926697
282;Systematics, biogeography and evolution of northern floras (Evolution and Ecology);RDF10;Natural sciences;0.993919312953949;RDF106;Biological sciences;0.9899864196777344;RDF105;Earth and related environmental sciences;0.8489722609519958;RDF107;Other natural sciences;0.21568094193935394
283;Development of Additive Manufacturing Superalloys with high ?' volume fraction (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9977948069572449;RDF205;Chemical engineering;0.399635910987854;RDF206;Materials engineering and resources engineering;0.11920292675495148;RDF211;Nano-technology;0.029986506327986717
284;Judiciarisation des personnes souffrant de troubles mentaux : une recherche en théorisation ancrée sur la perception des patients judiciarisés et le personnel soignant (Psychosocial, Sociocultural & Behavioural Determinants of Health);RDF30;Medical, health and life sciences;0.9459072351455688;RDF303;Health sciences;0.9322068095207214;RDF302;Clinical medicine;0.1672186702489853;RDF305;Other medical sciences;0.07585818320512772
285;Methods of initiation and mitigation of thermal runaway in lithium-ion batteries;RDF20-21;Engineering and technology;0.9401901960372925;RDF203;Electrical engineering, computer engineering, and information engineering;0.44046926498413086;RDF202;Industrial, systems and processes engineering;0.3048688769340515;RDF204;Mechanical engineering;0.28736767172813416
286;Automated AI-supported methane plume detection from satellite and aircraft images;RDF20-21;Engineering and technology;0.5830326676368713;RDF208;Environmental engineering and related engineering;0.9877587556838989;RDF205;Chemical engineering;0.7426084280014038;RDF209;Environmental biotechnology;0.4040370583534241
287;From domain-specific languages to domain-specific environments (Computer Science);RDF20-21;Engineering and technology;0.9957530498504639;RDF203;Electrical engineering, computer engineering, and information engineering;0.5440142154693604;RDF212;Other engineering and technologies;0.009125636890530586;RDF211;Nano-technology;0.00012339458044152707
288;Magnetic Field Characterization and Mapping for Artifact Mitigation in MRI;RDF20-21;Engineering and technology;0.4905531406402588;RDF207;Medical and biomedical engineering;0.9890130162239075;RDF206;Materials engineering and resources engineering;0.07290026545524597;RDF203;Electrical engineering, computer engineering, and information engineering;0.026556573808193207
289;La médiatisation de l'opinion publique au Canada (Political science and public administration);RDF50;Social sciences;0.771109938621521;RDF508;Media and communications;0.9099070429801941;RDF506;Political science and policy administration;0.4466153681278229;RDF509;Other social sciences;0.001524786464869976
290;Entrepreneuring as Relational Process: Tracing the Trajectories of Entrepreneurial Projects (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.9112606644630432;RDF509;Other social sciences;0.30280324816703796;RDF508;Media and communications;0.26817411184310913;RDF503;Education;0.2278127521276474
291;Physiotherapy care in Emergency Departments for Patients with Musculoskeletal Disorders: A Pragmatic Cluster Randomized Controlled Trial and Cost Analysis (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.9947312474250793;RDF303;Health sciences;0.9921841025352478;RDF302;Clinical medicine;0.9840936064720154;RDF305;Other medical sciences;0.13892842829227448
292;Le numérique et les études médiévales : enjeux pédagogiques et formation par la recherche;RDF20-21;Engineering and technology;0.6992901563644409;RDF203;Electrical engineering, computer engineering, and information engineering;0.6971967220306396;RDF212;Other engineering and technologies;0.0832919180393219;RDF206;Materials engineering and resources engineering;0.038756195455789566
293;High power density motors for aeronautics manufactured by cold spraying;RDF20-21;Engineering and technology;0.9926871061325073;RDF204;Mechanical engineering;0.887984037399292;RDF206;Materials engineering and resources engineering;0.5985468626022339;RDF203;Electrical engineering, computer engineering, and information engineering;0.06278920918703079
294;Cholesterol metabolism and regulation of the senescence-associated secretory phenotype in retinopathy (Systems & Circuits Neurosciences);RDF30;Medical, health and life sciences;0.9730766415596008;RDF304;Medical biotechnology;0.8762112855911255;RDF303;Health sciences;0.15713684260845184;RDF301;Basic medicine and life sciences;0.02178117074072361
295;Second-order Hessian-free methods for statistical learning and stochastic optimization (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9956828355789185;RDF202;Industrial, systems and processes engineering;0.0290907584130764;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02822098694741726;RDF212;Other engineering and technologies;0.0036499870475381613
296;Ecosystemic thinking: integrating ecosystem assessment to the strategic thinking process;RDF10;Natural sciences;0.8866502642631531;RDF107;Other natural sciences;0.6771004796028137;RDF105;Earth and related environmental sciences;0.3073580265045166;RDF106;Biological sciences;0.22000710666179657
297;Brain-body interactions during bipedalism (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.657378613948822;RDF303;Health sciences;0.08151976019144058;RDF301;Basic medicine and life sciences;0.07864238321781158;RDF304;Medical biotechnology;0.06656919419765472
298;Multiaxial electro-mechanical tensile tester for stretchable electronics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9975144863128662;RDF205;Chemical engineering;0.05070536211133003;RDF206;Materials engineering and resources engineering;0.02280263788998127;RDF204;Mechanical engineering;0.005641908384859562
299;Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.9111931920051575;RDF303;Health sciences;0.8994751572608948;RDF301;Basic medicine and life sciences;0.06052939221262932;RDF305;Other medical sciences;0.011244559660553932
300;Frontières vécues dans les institutions éducatives québécoises. Discours des cégépiennes musulmanes issues de l'immigration à Montréal (Education and social work);RDF50;Social sciences;0.5844227075576782;RDF503;Education;0.9738443493843079;RDF507;Social and economic geography;0.9086179137229919;RDF502;Economics and business administration;0.2183358520269394
301;Non-invasive 4D thoracic imaging infrastructure to support decision-making in the management of lung diseases in intensive care units (ICU) (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.6354935765266418;RDF203;Electrical engineering, computer engineering, and information engineering;0.07423137873411179;RDF207;Medical and biomedical engineering;0.0302145853638649;RDF212;Other engineering and technologies;0.00864417850971222
302;La participation à la société québécoise : exploration de la perception des jeunes issus de l'immigration, de première et de deuxième génération (JIPDG), élèves et étudiants au secondaire et au cegep francophones (Education and social work);RDF50;Social sciences;0.7838008403778076;RDF504;Sociology and related studies;0.8629302382469177;RDF507;Social and economic geography;0.39694446325302124;RDF503;Education;0.28497380018234253
303;Reshaping the urban water management paradigm: towards a new decision-support framework for the sustainable design of hybrid systems;RDF20-21;Engineering and technology;0.8092658519744873;RDF208;Environmental engineering and related engineering;0.9822877049446106;RDF212;Other engineering and technologies;0.8652240633964539;RDF202;Industrial, systems and processes engineering;0.17384852468967438
304;L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale (Multidisciplinary or interdisciplinary humanities);RDF60;Humanities and the arts;0.9910720586776733;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8643104434013367;RDF605;Other humanities;0.2617081105709076;RDF602;Languages and literature;0.0008693673880770802
305;Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques;RDF10;Natural sciences;0.6122952103614807;RDF103;Physical sciences;0.9761291742324829;RDF104;Chemical sciences;0.9582261443138123;RDF105;Earth and related environmental sciences;0.9362850189208984
306;Mon genou pourrait aller mieux;RDF60;Humanities and the arts;0.5727097988128662;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9257686138153076;RDF603;Philosophy;0.13341522216796875;RDF605;Other humanities;0.10017222166061401
307;Learning sensorimotor maps through curiosity (Biological Systems and Functions);RDF10;Natural sciences;0.9149506688117981;RDF106;Biological sciences;0.9569571614265442;RDF107;Other natural sciences;0.019124038517475128;RDF103;Physical sciences;0.002082970691844821
308;Improving the Quality Assurance of Machine-Learning Software Applications (Computer Science);RDF20-21;Engineering and technology;0.9966485500335693;RDF203;Electrical engineering, computer engineering, and information engineering;0.875361442565918;RDF212;Other engineering and technologies;0.00806199200451374;RDF206;Materials engineering and resources engineering;0.00011061159602832049
309;Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study;RDF30;Medical, health and life sciences;0.7137759327888489;RDF303;Health sciences;0.8615381717681885;RDF302;Clinical medicine;0.6550120115280151;RDF301;Basic medicine and life sciences;0.08509904891252518
310;Simulation of large scale MaaS;RDF20-21;Engineering and technology;0.9840165376663208;RDF202;Industrial, systems and processes engineering;0.2883686423301697;RDF212;Other engineering and technologies;0.10669058561325073;RDF203;Electrical engineering, computer engineering, and information engineering;0.02909075655043125
311;PRevention of COVID-19 with high dose Oral Vitamin D supplemental Therapy in Essential healthCare Teams (PROTECT);RDF30;Medical, health and life sciences;0.9580522775650024;RDF303;Health sciences;0.9839708805084229;RDF302;Clinical medicine;0.914290726184845;RDF304;Medical biotechnology;0.41655927896499634
312;Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.5852311253547668;RDF301;Basic medicine and life sciences;0.926835298538208;RDF304;Medical biotechnology;0.4392662048339844;RDF303;Health sciences;0.02048855647444725
313;Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive (Law and criminology);RDF50;Social sciences;0.8134109377861023;RDF505;Law and legal practice;0.08210662007331848;RDF506;Political science and policy administration;0.013121271505951881;RDF509;Other social sciences;0.005819960031658411
314;Dissection of non-canonical DNA damage response mechanisms controlling the senescence program (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.778803825378418;RDF207;Medical and biomedical engineering;0.07369627058506012;RDF210;Industrial biotechnology;0.027169231325387955;RDF212;Other engineering and technologies;0.008315779268741608
315;Comment habiter le territoire québécois de façon sobre et résiliente dans un contexte de transition écologique?;RDF50;Social sciences;0.4944095313549042;RDF502;Economics and business administration;0.9473810195922852;RDF506;Political science and policy administration;0.8966140151023865;RDF507;Social and economic geography;0.891433596611023
316;Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation (Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition);RDF30;Medical, health and life sciences;0.9887661933898926;RDF303;Health sciences;0.1063188686966896;RDF301;Basic medicine and life sciences;0.017309095710515976;RDF304;Medical biotechnology;0.00701179588213563
317;Multiscale modeling of multiphase flows in chemical engineering processes (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9922462105751038;RDF205;Chemical engineering;0.9778833985328674;RDF202;Industrial, systems and processes engineering;0.2782568037509918;RDF206;Materials engineering and resources engineering;0.008985428139567375
318;Soutien à la mobilisation des milieux scolaires pour la mise en oeuvre de mesures intégrées et structurées favorisant la socialisation des élèves, leur bien-être psychologique, ainsi que la prévention de la violence;RDF50;Social sciences;0.5764150023460388;RDF503;Education;0.9704646468162537;RDF504;Sociology and related studies;0.1155608668923378;RDF501;Psychology and cognitive sciences;0.058345843106508255
319;La Trajectoire du mouvement debussyste (1895-1923) : Style, réception, implantation institutionnelle (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.993141233921051;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9302051067352295;RDF605;Other humanities;0.007121428847312927;RDF601;History, archaeology and related studies;0.006903838366270065
320;High-order Geometry, Mesh and Adaptivity for Fluid-Structure Interaction Simulations (Mechanical Engineering);RDF20-21;Engineering and technology;0.9963258504867554;RDF204;Mechanical engineering;0.998351514339447;RDF202;Industrial, systems and processes engineering;0.0008830458391457796;RDF212;Other engineering and technologies;0.0003199982165824622
321;Computational analysis and modeling of ribonucleic acid structure, function, and dynamics (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.9539421796798706;RDF211;Nano-technology;0.8688268065452576;RDF210;Industrial biotechnology;0.06233103573322296;RDF207;Medical and biomedical engineering;0.008577484637498856
322;Stratégies d'épargne transfusionnelle et de prévention de la pénurie de produits sanguins labiles : de l'utilisation clinique appropriée à l'élargissement du pool de donneurs;RDF20-21;Engineering and technology;0.5416821241378784;RDF207;Medical and biomedical engineering;0.9532750844955444;RDF210;Industrial biotechnology;0.873214840888977;RDF202;Industrial, systems and processes engineering;0.47536176443099976
323;Relaxation, friction interne et ondes gravitationnelles (Physics);RDF10;Natural sciences;0.9898900985717773;RDF103;Physical sciences;0.996570348739624;RDF107;Other natural sciences;0.010328153148293495;RDF101;Mathematics and statistics;0.0002959571429528296
324;Penser la citoyenneté vécue des femmes dans les pratiques participatives du care au quotidien en Amérique latine : Le cas des cuisines communautaires de la ville de Mexico (Political science and public administration);RDF50;Social sciences;0.45814087986946106;RDF506;Political science and policy administration;0.907967209815979;RDF507;Social and economic geography;0.06233103573322296;RDF503;Education;0.026759285479784012
325;Statistical analysis of microbiome longitudinal data with multiplex networks (Evolution and Ecology);RDF10;Natural sciences;0.6058986186981201;RDF106;Biological sciences;0.9926542043685913;RDF101;Mathematics and statistics;0.8158200979232788;RDF107;Other natural sciences;0.16995622217655182
326;Reaction mechanisms of catalytic reactions using earth-abundant metals (Chemistry);RDF10;Natural sciences;0.5166842937469482;RDF104;Chemical sciences;0.9983255863189697;RDF107;Other natural sciences;0.0015247863484546542;RDF101;Mathematics and statistics;0.0005976693937554955
327;Investigation of a novel tumor suppressor mechanism in medulloblastoma;RDF30;Medical, health and life sciences;0.9702973365783691;RDF304;Medical biotechnology;0.9849274158477783;RDF303;Health sciences;0.9839708209037781;RDF302;Clinical medicine;0.9637799263000488
328;Autonomous security for complex systems (Computer Science);RDF20-21;Engineering and technology;0.9977949261665344;RDF203;Electrical engineering, computer engineering, and information engineering;0.8474634885787964;RDF212;Other engineering and technologies;0.003824483370408416;RDF202;Industrial, systems and processes engineering;0.0003406293399166316
329;Résonance et altération audiovisuelles: pour une pensée sonore de la vidéo et du cinéma expérimental (Fine arts, research-creation);RDF60;Humanities and the arts;0.9384709596633911;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.30673468112945557;RDF605;Other humanities;0.02280263788998127;RDF603;Philosophy;0.0012448432389646769
330;Concentration of measure on quantum states (Computer Science);RDF20-21;Engineering and technology;0.9965812563896179;RDF203;Electrical engineering, computer engineering, and information engineering;0.3319854736328125;RDF212;Other engineering and technologies;0.0031726830638945103;RDF211;Nano-technology;0.0009697520290501416
331;The use of facial information from developmental prosopagnosics to super-recognizers (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.5678877830505371;RDF304;Medical biotechnology;0.19744445383548737;RDF301;Basic medicine and life sciences;0.12210386991500854;RDF303;Health sciences;0.09739039093255997
332;Raman spectroscopy platform integrating highly sensitive photonic devices, nanostructured surfaces and machine learning for on-site detection of multiple diseases;RDF20-21;Engineering and technology;0.5894378423690796;RDF207;Medical and biomedical engineering;0.9252299070358276;RDF210;Industrial biotechnology;0.5236639380455017;RDF212;Other engineering and technologies;0.43434134125709534
333;Capillary stalling and hypoxic micropockets: two sides of the same phenomena? (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.7822195291519165;RDF303;Health sciences;0.997368335723877;RDF301;Basic medicine and life sciences;0.902609646320343;RDF302;Clinical medicine;0.6941990256309509
334;Crime sans châtiment : compétences et réussite criminelle (Law and criminology);RDF50;Social sciences;0.9739657640457153;RDF505;Law and legal practice;0.029535340145230293;RDF509;Other social sciences;0.00857748556882143;RDF504;Sociology and related studies;0.007460643537342548
335;Crop rhizosphere response to environmental stress (Biological Systems and Functions);RDF10;Natural sciences;0.7324560880661011;RDF106;Biological sciences;0.9968273043632507;RDF107;Other natural sciences;0.08210663497447968;RDF105;Earth and related environmental sciences;0.057918086647987366
336;Towards remission and full recovery from obsessive-compulsive disorder: Investigating the efficacy of Inference-Based Cognitive-Behavioral Therapy when standard treatment has failed;RDF30;Medical, health and life sciences;0.9914928674697876;RDF303;Health sciences;0.9920620322227478;RDF302;Clinical medicine;0.9693242311477661;RDF305;Other medical sciences;0.9155072569847107
337;Soft coral flexibility: its impact on hydrodynamic loads, feeding and a way to measure flow velocity;RDF10;Natural sciences;0.5631860494613647;RDF106;Biological sciences;0.991938054561615;RDF107;Other natural sciences;0.949669361114502;RDF103;Physical sciences;0.9043130874633789
338;Sexual selection and the evolution of cognition (Evolution and Ecology);RDF10;Natural sciences;0.9903597831726074;RDF106;Biological sciences;0.9369805455207825;RDF107;Other natural sciences;0.13432104885578156;RDF105;Earth and related environmental sciences;0.004399413242936134
339;Characterization of lincRNA-miRNA networks (Genes, Cells and Molecules);RDF10;Natural sciences;0.3663950264453888;RDF106;Biological sciences;0.9962345957756042;RDF104;Chemical sciences;0.10970577597618103;RDF107;Other natural sciences;0.05582313984632492
340;Rétroaction corrective écrite : à quel moment et pour qui? (Education and social work);RDF50;Social sciences;0.5814944505691528;RDF503;Education;0.9462003707885742;RDF504;Sociology and related studies;0.034100424498319626;RDF508;Media and communications;0.023509453982114792
341;EDITH: Efficient Design for Intelligent devices exploiting emerging TecHnologies (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.9974873661994934;RDF203;Electrical engineering, computer engineering, and information engineering;0.1865392029285431;RDF212;Other engineering and technologies;0.0035380860790610313;RDF211;Nano-technology;0.002396730938926339
342;When Pain Drives you N. U. T. S.: A mixed methods approach to investigating triggers of the stress response and multidimensional pain outcomes in a sample of individuals suffering from chronic low back pain (Psychosocial, Sociocultural & Behavioural Determinants of Health);RDF30;Medical, health and life sciences;0.9775152206420898;RDF303;Health sciences;0.9821512699127197;RDF302;Clinical medicine;0.6071974635124207;RDF305;Other medical sciences;0.4990234673023224
343;Preclinical development of highly potent and orally bioavailable PCSK9 inhibitors for patients at high cardiovascular risk;RDF30;Medical, health and life sciences;0.9491901993751526;RDF304;Medical biotechnology;0.9900635480880737;RDF303;Health sciences;0.9867771863937378;RDF301;Basic medicine and life sciences;0.9462003707885742
344;Targeting 14-3-3zeta to promote human pancreatic beta-cell proliferation (Diabetes, Obesity, Lipid & Lipoprotein Disorders);RDF30;Medical, health and life sciences;0.7766077518463135;RDF304;Medical biotechnology;0.9948603510856628;RDF303;Health sciences;0.984811007976532;RDF301;Basic medicine and life sciences;0.8962514400482178
345;Colloque scientifique annuel de l'Équipe de recherche interdisciplinaire sur les familles réfugiées et demandeuses d'asile;RDF50;Social sciences;0.6331055760383606;RDF507;Social and economic geography;0.19072401523590088;RDF504;Sociology and related studies;0.04603390395641327;RDF503;Education;0.043691057711839676
346;Machine Learning in the Presence of Model-Dependent Data (Computer Science);RDF20-21;Engineering and technology;0.9961755871772766;RDF203;Electrical engineering, computer engineering, and information engineering;0.6637234687805176;RDF212;Other engineering and technologies;0.005911068990826607;RDF206;Materials engineering and resources engineering;0.00010229985491605476
347;Sustainable mobility in Canadian cities: Towards an integrated measurement and understanding of the performance of land use and transport systems and their impacts on travel behavior (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9837027788162231;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.023689473047852516;RDF212;Other engineering and technologies;0.0017546144081279635;RDF208;Environmental engineering and related engineering;0.0017274587880820036
348;L'enseignement de l'écriture par les enseignants de littérature et de philosophie du collégial (Education and social work);RDF60;Humanities and the arts;0.45180732011795044;RDF602;Languages and literature;0.9049869775772095;RDF605;Other humanities;0.0333368219435215;RDF603;Philosophy;0.022977370768785477
349;Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.9812936186790466;RDF303;Health sciences;0.9815950989723206;RDF304;Medical biotechnology;0.9597620964050293;RDF302;Clinical medicine;0.8050197958946228
350;Modélisation et mesure des risques financiers (Mathematics and Statistics);RDF20-21;Engineering and technology;0.42928552627563477;RDF212;Other engineering and technologies;0.0009399438858963549;RDF206;Materials engineering and resources engineering;0.000552778597921133;RDF205;Chemical engineering;0.00015118200099095702
351;Ecological and evolutionary drivers of host-symbiont associations in the phyllosphere (Evolution and Ecology);RDF10;Natural sciences;0.9820248484611511;RDF106;Biological sciences;0.9839708209037781;RDF105;Earth and related environmental sciences;0.9289262890815735;RDF107;Other natural sciences;0.11757213622331619
352;Comment nourrir en santé toujours plus d'humains sans épuiser les ressources terrestres dans un contexte de changements climatiques ?;RDF30;Medical, health and life sciences;0.5991158485412598;RDF303;Health sciences;0.9648551344871521;RDF301;Basic medicine and life sciences;0.7187918424606323;RDF305;Other medical sciences;0.1139734610915184
353;Applications of machine learning in finance and economics;RDF20-21;Engineering and technology;0.834473192691803;RDF212;Other engineering and technologies;0.11516223102807999;RDF203;Electrical engineering, computer engineering, and information engineering;0.01374232117086649;RDF202;Industrial, systems and processes engineering;0.00015356238873209804
354;Dynamic Games: Theory, Algorithms and Applications (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9876258969306946;RDF202;Industrial, systems and processes engineering;0.12852513790130615;RDF212;Other engineering and technologies;0.041773878037929535;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.010489091277122498
355;In-vitro Oral, Inhalation, and Dermal Bioaccessibility and Bioavailability of Metal(loid)s from Polluted Soils and Mine Tailings;RDF30;Medical, health and life sciences;0.4492865204811096;RDF304;Medical biotechnology;0.9717790484428406;RDF301;Basic medicine and life sciences;0.9139840602874756;RDF303;Health sciences;0.8381505608558655
356;Electrochemical biosensors for point-of-care diagnostics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.6885932683944702;RDF210;Industrial biotechnology;0.9427180886268616;RDF205;Chemical engineering;0.4324228763580322;RDF207;Medical and biomedical engineering;0.05964694172143936
357;Look Up!: The Media Logics of Aerial Communication (Communications, media studies, gender studies, library and information science, related fields);RDF20-21;Engineering and technology;0.5184945464134216;RDF212;Other engineering and technologies;0.0032224843744188547;RDF206;Materials engineering and resources engineering;0.0023596608079969883;RDF203;Electrical engineering, computer engineering, and information engineering;0.0005193048273213208
358;Expectation Formation, Excess Currency Returns, and Foreign Exchange Interventions;RDF50;Social sciences;0.7775574922561646;RDF502;Economics and business administration;0.9840936064720154;RDF501;Psychology and cognitive sciences;0.015424552373588085;RDF509;Other social sciences;0.004331502132117748
359;Études génétiques et moléculaires de la fonction des Polycomb dans la formation et le maintien de la stabilité de l'hétérochromatine (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.7531876564025879;RDF205;Chemical engineering;0.8615381717681885;RDF206;Materials engineering and resources engineering;0.40650853514671326;RDF207;Medical and biomedical engineering;0.12168575078248978
360;Bringing the quantum revolution to fruition (Computer Science);RDF20-21;Engineering and technology;0.9986410737037659;RDF203;Electrical engineering, computer engineering, and information engineering;0.6686639189720154;RDF212;Other engineering and technologies;0.0060035958886146545;RDF211;Nano-technology;0.00243438221514225
361;Apprentissage automatique et optimisation pour les graphes et réseaux (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9984652400016785;RDF202;Industrial, systems and processes engineering;0.06656918674707413;RDF212;Other engineering and technologies;0.014172366820275784;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.002800926798954606
362;Thanatographies: (re)penser la mort en littérature;RDF60;Humanities and the arts;0.7023836970329285;RDF602;Languages and literature;0.9808759093284607;RDF601;History, archaeology and related studies;0.9746286869049072;RDF603;Philosophy;0.9549844264984131
363;Mechanisms of assembly and function of the septin cytoskeleton in Drosophila (Genes, Cells and Molecules);RDF10;Natural sciences;0.7309203147888184;RDF106;Biological sciences;0.990731954574585;RDF107;Other natural sciences;0.034358687698841095;RDF104;Chemical sciences;0.03283695504069328
364;Propagating Marginal Probability Mass Functions in Constraint Programming Solvers: Challenges and Opportunities;RDF20-21;Engineering and technology;0.9893616437911987;RDF212;Other engineering and technologies;0.30858078598976135;RDF203;Electrical engineering, computer engineering, and information engineering;0.1139734536409378;RDF206;Materials engineering and resources engineering;0.013636835850775242
365;Magnetic resonance navigation of drug eluting beads for liver cancer therapy: in-vitro optimization and preclinical safety efficacy study (Medical Physics & Imaging);RDF30;Medical, health and life sciences;0.6958463788032532;RDF303;Health sciences;0.9429286122322083;RDF301;Basic medicine and life sciences;0.20339089632034302;RDF304;Medical biotechnology;0.02280263602733612
366;Robotic Perception in Extreme Environments (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.998280942440033;RDF203;Electrical engineering, computer engineering, and information engineering;0.2005576640367508;RDF212;Other engineering and technologies;0.0013458604225888848;RDF208;Environmental engineering and related engineering;0.0005274784052744508
367;Modular and Lifelong Learning for Developing General Purpose Robotic Agents (Computer Science);RDF20-21;Engineering and technology;0.9983211755752563;RDF203;Electrical engineering, computer engineering, and information engineering;0.58486407995224;RDF212;Other engineering and technologies;0.004982269834727049;RDF202;Industrial, systems and processes engineering;0.00029137005913071334
368;Algorithmic Fairness in Black-box Machine Learning Models (Computer Science);RDF20-21;Engineering and technology;0.9975098967552185;RDF203;Electrical engineering, computer engineering, and information engineering;0.5377696752548218;RDF212;Other engineering and technologies;0.005301895085722208;RDF206;Materials engineering and resources engineering;0.00016865275392774493
369;Sex- and hormone-dependent recruitment of inhibitory neurons in rodent sensory cortex (Genes, Cells and Molecules);RDF10;Natural sciences;0.9005529880523682;RDF106;Biological sciences;0.9907320141792297;RDF104;Chemical sciences;0.2628418207168579;RDF107;Other natural sciences;0.029986504465341568
370;Investigating the Adamts19-dependent mechanisms that regulate valve maturation (Developmental Biology);RDF10;Natural sciences;0.7192478179931641;RDF106;Biological sciences;0.9941346645355225;RDF107;Other natural sciences;0.00985985528677702;RDF103;Physical sciences;0.0002098830882459879
371;Social Innovation Processes in and around Multinational Companies: The Role of Social Activists and their Transnational Networks (Social Innovation);RDF50;Social sciences;0.9746281504631042;RDF502;Economics and business administration;0.8864203691482544;RDF504;Sociology and related studies;0.7459539771080017;RDF508;Media and communications;0.031618766486644745
372;Regulation of collective cell migration by the kinase Misshapen (Cell and Developmental Physiology);RDF30;Medical, health and life sciences;0.8821725249290466;RDF304;Medical biotechnology;0.6936805248260498;RDF301;Basic medicine and life sciences;0.6853706240653992;RDF303;Health sciences;0.14080816507339478
373;COHESION Study 2.0: COvid-19, HEalth and Social InteractiOn in Neighbourhoods;RDF30;Medical, health and life sciences;0.6651065945625305;RDF303;Health sciences;0.06656918674707413;RDF305;Other medical sciences;0.021948253735899925;RDF302;Clinical medicine;0.017712300643324852
374;Breaking silos: Integrating software development and operations activities in organizations;RDF20-21;Engineering and technology;0.9972339868545532;RDF212;Other engineering and technologies;0.9108630418777466;RDF203;Electrical engineering, computer engineering, and information engineering;0.13568954169750214;RDF202;Industrial, systems and processes engineering;0.016657039523124695
375;Differential impact of stress on risk-taking behaviour in individuals using hippocampus versus caudate nucleus-dependent virtual navigation strategies (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.897765040397644;RDF303;Health sciences;0.40621405839920044;RDF304;Medical biotechnology;0.15817436575889587;RDF305;Other medical sciences;0.06560484319925308
376;Gas phase activation of monosaccharides and 5-hydroxymethylfurfural to 2,5 diformylfuran a PEF monomer (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9709793329238892;RDF205;Chemical engineering;0.9750121831893921;RDF206;Materials engineering and resources engineering;0.029535338282585144;RDF212;Other engineering and technologies;0.0016484829830005765
377;Critical Edition, Translation and Study of Isaac ibn Latif's Commentary on Ecclesiastes (ca. 1240) (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.8170414566993713;RDF602;Languages and literature;0.9890130758285522;RDF603;Philosophy;0.9888419508934021;RDF605;Other humanities;0.015663648024201393
378;Sound Art Documentation : Spatial Audio and Significant Knowledge (Communications, media studies, gender studies, library and information science, related fields);RDF20-21;Engineering and technology;0.5399863719940186;RDF212;Other engineering and technologies;0.01009131595492363;RDF206;Materials engineering and resources engineering;0.00985985528677702;RDF203;Electrical engineering, computer engineering, and information engineering;0.0030753700993955135
