;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
277;Elimination of senescent endothelial cells to prevent vascular dementia in aging atherosclerotic mice (Biological and Clinical Aspects of Aging);RDF30;Medical, health and life sciences;0.8561496734619141;RDF10;Natural sciences;0.11110248416662216;RDF20-21;Engineering and technology;0.027954278513789177;RDF106;Biological sciences;0.9951702356338501;RDF304;Medical biotechnology;0.9764905571937561;RDF207;Medical and biomedical engineering;0.9334308505058289;RDF301;Basic medicine and life sciences;0.9164093136787415;RDF303;Health sciences;0.9036349058151245
278;Understanding and treating osteoarthritic pain in pet animals: An approach based on neurogenomics and neuropeptidomics manipulation (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.957177460193634;RDF10;Natural sciences;0.015838224440813065;RDF40;Agricultural and veterinary sciences;0.013494336046278477;RDF303;Health sciences;0.9892647862434387;RDF106;Biological sciences;0.9853843450546265;RDF207;Medical and biomedical engineering;0.9807288646697998;RDF304;Medical biotechnology;0.958537757396698;RDF301;Basic medicine and life sciences;0.8210440874099731
279;Optimizing risk averse decisions in data-driven problems;RDF20-21;Engineering and technology;0.9057459831237793;RDF50;Social sciences;0.036234401166439056;RDF30;Medical, health and life sciences;0.03430603817105293;RDF212;Other engineering and technologies;0.9322068691253662;RDF102;Computer and information sciences;0.8929365873336792;RDF502;Economics and business administration;0.7809967398643494;RDF501;Psychology and cognitive sciences;0.4399879574775696;RDF202;Industrial, systems and processes engineering;0.19651761651039124
280;Understanding the genesis of the spliced immunopeptidome (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.5878505706787109;RDF20-21;Engineering and technology;0.35934585332870483;RDF10;Natural sciences;0.0486321747303009;RDF106;Biological sciences;0.9849273562431335;RDF304;Medical biotechnology;0.9782188534736633;RDF207;Medical and biomedical engineering;0.9207896590232849;RDF303;Health sciences;0.7479842901229858;RDF305;Other medical sciences;0.39152222871780396
281;Fundamental drivers of plant spectral diversity (Evolution and Ecology);RDF10;Natural sciences;0.9947751760482788;RDF20-21;Engineering and technology;0.0025046318769454956;RDF40;Agricultural and veterinary sciences;0.0013406327925622463;RDF106;Biological sciences;0.984811007976532;RDF107;Other natural sciences;0.7972412705421448;RDF105;Earth and related environmental sciences;0.40321430563926697;RDF209;Environmental biotechnology;0.31111282110214233;RDF301;Basic medicine and life sciences;0.14608724415302277
282;Systematics, biogeography and evolution of northern floras (Evolution and Ecology);RDF10;Natural sciences;0.993919312953949;RDF40;Agricultural and veterinary sciences;0.0038158216048032045;RDF30;Medical, health and life sciences;0.0007632123888470232;RDF106;Biological sciences;0.9899864196777344;RDF105;Earth and related environmental sciences;0.8489722609519958;RDF107;Other natural sciences;0.21568094193935394;RDF301;Basic medicine and life sciences;0.09773431718349457;RDF208;Environmental engineering and related engineering;0.018124720081686974
283;Development of Additive Manufacturing Superalloys with high ?' volume fraction (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9977948069572449;RDF10;Natural sciences;0.0008682050975039601;RDF30;Medical, health and life sciences;0.00045751192374154925;RDF104;Chemical sciences;0.8539127707481384;RDF205;Chemical engineering;0.399635910987854;RDF206;Materials engineering and resources engineering;0.11920292675495148;RDF211;Nano-technology;0.029986506327986717;RDF103;Physical sciences;0.02822098881006241
284;Judiciarisation des personnes souffrant de troubles mentaux : une recherche en théorisation ancrée sur la perception des patients judiciarisés et le personnel soignant (Psychosocial, Sociocultural & Behavioural Determinants of Health);RDF30;Medical, health and life sciences;0.9459072351455688;RDF50;Social sciences;0.0438963882625103;RDF60;Humanities and the arts;0.0041798255406320095;RDF505;Law and legal practice;0.9645892381668091;RDF303;Health sciences;0.9322068095207214;RDF501;Psychology and cognitive sciences;0.8868130445480347;RDF207;Medical and biomedical engineering;0.2568320035934448;RDF302;Clinical medicine;0.1672186702489853
285;Methods of initiation and mitigation of thermal runaway in lithium-ion batteries;RDF20-21;Engineering and technology;0.9401901960372925;RDF10;Natural sciences;0.05269341543316841;RDF30;Medical, health and life sciences;0.004634750075638294;RDF103;Physical sciences;0.9331876635551453;RDF104;Chemical sciences;0.755636990070343;RDF203;Electrical engineering, computer engineering, and information engineering;0.44046926498413086;RDF202;Industrial, systems and processes engineering;0.3048688769340515;RDF204;Mechanical engineering;0.28736767172813416
286;Automated AI-supported methane plume detection from satellite and aircraft images;RDF20-21;Engineering and technology;0.5830326676368713;RDF10;Natural sciences;0.4070224165916443;RDF30;Medical, health and life sciences;0.005805863067507744;RDF105;Earth and related environmental sciences;0.9922444224357605;RDF208;Environmental engineering and related engineering;0.9877587556838989;RDF104;Chemical sciences;0.9582261443138123;RDF205;Chemical engineering;0.7426084280014038;RDF107;Other natural sciences;0.5518152713775635
287;From domain-specific languages to domain-specific environments (Computer Science);RDF20-21;Engineering and technology;0.9957530498504639;RDF60;Humanities and the arts;0.001384548842906952;RDF10;Natural sciences;0.0008939318940974772;RDF102;Computer and information sciences;0.9977481961250305;RDF203;Electrical engineering, computer engineering, and information engineering;0.5440142154693604;RDF212;Other engineering and technologies;0.009125636890530586;RDF602;Languages and literature;0.0022170129232108593;RDF503;Education;0.0022170129232108593
288;Magnetic Field Characterization and Mapping for Artifact Mitigation in MRI;RDF20-21;Engineering and technology;0.4905531406402588;RDF30;Medical, health and life sciences;0.45368748903274536;RDF10;Natural sciences;0.054610226303339005;RDF207;Medical and biomedical engineering;0.9890130162239075;RDF103;Physical sciences;0.9669139981269836;RDF301;Basic medicine and life sciences;0.8247444033622742;RDF303;Health sciences;0.7585105895996094;RDF302;Clinical medicine;0.3503102660179138
289;La médiatisation de l'opinion publique au Canada (Political science and public administration);RDF50;Social sciences;0.771109938621521;RDF60;Humanities and the arts;0.0722869411110878;RDF10;Natural sciences;0.07116623222827911;RDF508;Media and communications;0.9099070429801941;RDF506;Political science and policy administration;0.4466153681278229;RDF509;Other social sciences;0.001524786464869976;RDF605;Other humanities;0.0005112579092383385;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.00042388474685139954
290;Entrepreneuring as Relational Process: Tracing the Trajectories of Entrepreneurial Projects (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.9112606644630432;RDF60;Humanities and the arts;0.07026886940002441;RDF10;Natural sciences;0.005997792351990938;RDF509;Other social sciences;0.30280324816703796;RDF508;Media and communications;0.26817411184310913;RDF503;Education;0.2278127521276474;RDF605;Other humanities;0.05541279539465904;RDF507;Social and economic geography;0.005384937860071659
291;Physiotherapy care in Emergency Departments for Patients with Musculoskeletal Disorders: A Pragmatic Cluster Randomized Controlled Trial and Cost Analysis (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.9947312474250793;RDF10;Natural sciences;0.0027939951978623867;RDF50;Social sciences;0.0011288761161267757;RDF303;Health sciences;0.9921841025352478;RDF302;Clinical medicine;0.9840936064720154;RDF207;Medical and biomedical engineering;0.4303867220878601;RDF305;Other medical sciences;0.13892842829227448;RDF301;Basic medicine and life sciences;0.051082734018564224
292;Le numérique et les études médiévales : enjeux pédagogiques et formation par la recherche;RDF20-21;Engineering and technology;0.6992901563644409;RDF30;Medical, health and life sciences;0.1324232518672943;RDF50;Social sciences;0.09101308137178421;RDF503;Education;0.9914225339889526;RDF102;Computer and information sciences;0.9734434485435486;RDF203;Electrical engineering, computer engineering, and information engineering;0.6971967220306396;RDF508;Media and communications;0.4539879560470581;RDF501;Psychology and cognitive sciences;0.21933750808238983
293;High power density motors for aeronautics manufactured by cold spraying;RDF20-21;Engineering and technology;0.9926871061325073;RDF10;Natural sciences;0.005128383636474609;RDF50;Social sciences;0.0006520008319057524;RDF204;Mechanical engineering;0.887984037399292;RDF206;Materials engineering and resources engineering;0.5985468626022339;RDF103;Physical sciences;0.5954925417900085;RDF203;Electrical engineering, computer engineering, and information engineering;0.06278920918703079;RDF202;Industrial, systems and processes engineering;0.04922211170196533
294;Cholesterol metabolism and regulation of the senescence-associated secretory phenotype in retinopathy (Systems & Circuits Neurosciences);RDF30;Medical, health and life sciences;0.9730766415596008;RDF20-21;Engineering and technology;0.022884568199515343;RDF10;Natural sciences;0.002527770819142461;RDF207;Medical and biomedical engineering;0.9606574773788452;RDF304;Medical biotechnology;0.8762112855911255;RDF303;Health sciences;0.15713684260845184;RDF106;Biological sciences;0.13341522216796875;RDF301;Basic medicine and life sciences;0.02178117074072361
295;Second-order Hessian-free methods for statistical learning and stochastic optimization (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9956828355789185;RDF50;Social sciences;0.0018629826372489333;RDF10;Natural sciences;0.0015687886625528336;RDF101;Mathematics and statistics;0.9539660811424255;RDF202;Industrial, systems and processes engineering;0.0290907584130764;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02822098694741726;RDF212;Other engineering and technologies;0.0036499870475381613;RDF107;Other natural sciences;0.0015978454612195492
296;Ecosystemic thinking: integrating ecosystem assessment to the strategic thinking process;RDF10;Natural sciences;0.8866502642631531;RDF20-21;Engineering and technology;0.04924587532877922;RDF50;Social sciences;0.04082626476883888;RDF208;Environmental engineering and related engineering;0.8856315016746521;RDF107;Other natural sciences;0.6771004796028137;RDF502;Economics and business administration;0.45665204524993896;RDF105;Earth and related environmental sciences;0.3073580265045166;RDF106;Biological sciences;0.22000710666179657
297;Brain-body interactions during bipedalism (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.657378613948822;RDF10;Natural sciences;0.32289353013038635;RDF20-21;Engineering and technology;0.01684742234647274;RDF106;Biological sciences;0.9962345957756042;RDF207;Medical and biomedical engineering;0.7481683492660522;RDF501;Psychology and cognitive sciences;0.09301680326461792;RDF303;Health sciences;0.08151976019144058;RDF301;Basic medicine and life sciences;0.07864238321781158
298;Multiaxial electro-mechanical tensile tester for stretchable electronics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9975144863128662;RDF10;Natural sciences;0.0011498617241159081;RDF30;Medical, health and life sciences;0.000391220732126385;RDF205;Chemical engineering;0.05070536211133003;RDF103;Physical sciences;0.041152890771627426;RDF104;Chemical sciences;0.03622005507349968;RDF206;Materials engineering and resources engineering;0.02280263788998127;RDF204;Mechanical engineering;0.005641908384859562
299;Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.9111931920051575;RDF20-21;Engineering and technology;0.07095320522785187;RDF10;Natural sciences;0.014386891387403011;RDF101;Mathematics and statistics;0.985496461391449;RDF303;Health sciences;0.8994751572608948;RDF104;Chemical sciences;0.6677979230880737;RDF301;Basic medicine and life sciences;0.06052939221262932;RDF207;Medical and biomedical engineering;0.041152890771627426
300;Frontières vécues dans les institutions éducatives québécoises. Discours des cégépiennes musulmanes issues de l'immigration à Montréal (Education and social work);RDF50;Social sciences;0.5844227075576782;RDF60;Humanities and the arts;0.2870588004589081;RDF10;Natural sciences;0.04910997301340103;RDF503;Education;0.9738443493843079;RDF507;Social and economic geography;0.9086179137229919;RDF502;Economics and business administration;0.2183358520269394;RDF103;Physical sciences;0.037892427295446396;RDF605;Other humanities;0.02145073004066944
301;Non-invasive 4D thoracic imaging infrastructure to support decision-making in the management of lung diseases in intensive care units (ICU) (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.6354935765266418;RDF30;Medical, health and life sciences;0.36209332942962646;RDF10;Natural sciences;0.0014797926414757967;RDF303;Health sciences;0.9522199034690857;RDF302;Clinical medicine;0.9102267026901245;RDF301;Basic medicine and life sciences;0.17469169199466705;RDF203;Electrical engineering, computer engineering, and information engineering;0.07423137873411179;RDF305;Other medical sciences;0.03567855432629585
302;La participation à la société québécoise : exploration de la perception des jeunes issus de l'immigration, de première et de deuxième génération (JIPDG), élèves et étudiants au secondaire et au cegep francophones (Education and social work);RDF50;Social sciences;0.7838008403778076;RDF60;Humanities and the arts;0.17083829641342163;RDF10;Natural sciences;0.014927683398127556;RDF504;Sociology and related studies;0.8629302382469177;RDF507;Social and economic geography;0.39694446325302124;RDF503;Education;0.28497380018234253;RDF502;Economics and business administration;0.04054074361920357;RDF601;History, archaeology and related studies;0.02655656822025776
303;Reshaping the urban water management paradigm: towards a new decision-support framework for the sustainable design of hybrid systems;RDF20-21;Engineering and technology;0.8092658519744873;RDF10;Natural sciences;0.15384894609451294;RDF50;Social sciences;0.026423465460538864;RDF208;Environmental engineering and related engineering;0.9822877049446106;RDF212;Other engineering and technologies;0.8652240633964539;RDF103;Physical sciences;0.38294878602027893;RDF107;Other natural sciences;0.3366580903530121;RDF502;Economics and business administration;0.332852303981781
304;L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale (Multidisciplinary or interdisciplinary humanities);RDF60;Humanities and the arts;0.9910720586776733;RDF20-21;Engineering and technology;0.004962512757629156;RDF50;Social sciences;0.001235267031006515;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8643104434013367;RDF605;Other humanities;0.2617081105709076;RDF508;Media and communications;0.10266401618719101;RDF503;Education;0.07504072785377502;RDF212;Other engineering and technologies;0.005220125894993544
305;Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques;RDF10;Natural sciences;0.6122952103614807;RDF20-21;Engineering and technology;0.3772241175174713;RDF40;Agricultural and veterinary sciences;0.0050154696218669415;RDF206;Materials engineering and resources engineering;0.9775429368019104;RDF103;Physical sciences;0.9761291742324829;RDF104;Chemical sciences;0.9582261443138123;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9549844861030579;RDF105;Earth and related environmental sciences;0.9362850189208984
306;Mon genou pourrait aller mieux;RDF60;Humanities and the arts;0.5727097988128662;RDF30;Medical, health and life sciences;0.13139541447162628;RDF50;Social sciences;0.10978497564792633;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9257686138153076;RDF603;Philosophy;0.13341522216796875;RDF605;Other humanities;0.10017222166061401;RDF507;Social and economic geography;0.08570927381515503;RDF202;Industrial, systems and processes engineering;0.06465349346399307
307;Learning sensorimotor maps through curiosity (Biological Systems and Functions);RDF10;Natural sciences;0.9149506688117981;RDF30;Medical, health and life sciences;0.06177864223718643;RDF20-21;Engineering and technology;0.014111572876572609;RDF503;Education;0.9843363761901855;RDF106;Biological sciences;0.9569571614265442;RDF501;Psychology and cognitive sciences;0.688258945941925;RDF303;Health sciences;0.12252321094274521;RDF301;Basic medicine and life sciences;0.03384403511881828
308;Improving the Quality Assurance of Machine-Learning Software Applications (Computer Science);RDF20-21;Engineering and technology;0.9966485500335693;RDF60;Humanities and the arts;0.0009088258375413716;RDF30;Medical, health and life sciences;0.0006860177381895483;RDF102;Computer and information sciences;0.9973270297050476;RDF203;Electrical engineering, computer engineering, and information engineering;0.875361442565918;RDF212;Other engineering and technologies;0.00806199200451374;RDF501;Psychology and cognitive sciences;0.00044421839993447065;RDF605;Other humanities;0.0001823546044761315
309;Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study;RDF30;Medical, health and life sciences;0.7137759327888489;RDF50;Social sciences;0.21557384729385376;RDF20-21;Engineering and technology;0.05170575529336929;RDF303;Health sciences;0.8615381717681885;RDF505;Law and legal practice;0.8346765637397766;RDF302;Clinical medicine;0.6550120115280151;RDF501;Psychology and cognitive sciences;0.6260384321212769;RDF301;Basic medicine and life sciences;0.08509904891252518
310;Simulation of large scale MaaS;RDF20-21;Engineering and technology;0.9840165376663208;RDF30;Medical, health and life sciences;0.010846367105841637;RDF50;Social sciences;0.0018411542987450957;RDF102;Computer and information sciences;0.9161096215248108;RDF202;Industrial, systems and processes engineering;0.2883686423301697;RDF212;Other engineering and technologies;0.10669058561325073;RDF203;Electrical engineering, computer engineering, and information engineering;0.02909075655043125;RDF508;Media and communications;0.028870906680822372
311;PRevention of COVID-19 with high dose Oral Vitamin D supplemental Therapy in Essential healthCare Teams (PROTECT);RDF30;Medical, health and life sciences;0.9580522775650024;RDF10;Natural sciences;0.0340055376291275;RDF20-21;Engineering and technology;0.003854638896882534;RDF303;Health sciences;0.9839708805084229;RDF106;Biological sciences;0.9441768527030945;RDF302;Clinical medicine;0.914290726184845;RDF207;Medical and biomedical engineering;0.8539127707481384;RDF304;Medical biotechnology;0.41655927896499634
312;Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.5852311253547668;RDF20-21;Engineering and technology;0.228732630610466;RDF10;Natural sciences;0.1590585708618164;RDF106;Biological sciences;0.9955316185951233;RDF301;Basic medicine and life sciences;0.926835298538208;RDF304;Medical biotechnology;0.4392662048339844;RDF207;Medical and biomedical engineering;0.07237401604652405;RDF211;Nano-technology;0.028652667999267578
313;Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive (Law and criminology);RDF50;Social sciences;0.8134109377861023;RDF10;Natural sciences;0.0632154643535614;RDF60;Humanities and the arts;0.04277372360229492;RDF505;Law and legal practice;0.08210662007331848;RDF506;Political science and policy administration;0.013121271505951881;RDF509;Other social sciences;0.005819960031658411;RDF504;Sociology and related studies;0.0025114635936915874;RDF507;Social and economic geography;0.0023596605751663446
314;Dissection of non-canonical DNA damage response mechanisms controlling the senescence program (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.778803825378418;RDF30;Medical, health and life sciences;0.15729920566082;RDF10;Natural sciences;0.05554170534014702;RDF106;Biological sciences;0.9900636076927185;RDF301;Basic medicine and life sciences;0.3858373761177063;RDF304;Medical biotechnology;0.2952299118041992;RDF207;Medical and biomedical engineering;0.07369627058506012;RDF305;Other medical sciences;0.038178276270627975
315;Comment habiter le territoire québécois de façon sobre et résiliente dans un contexte de transition écologique?;RDF50;Social sciences;0.4944095313549042;RDF20-21;Engineering and technology;0.3465043902397156;RDF10;Natural sciences;0.12330886721611023;RDF502;Economics and business administration;0.9473810195922852;RDF506;Political science and policy administration;0.8966140151023865;RDF507;Social and economic geography;0.891433596611023;RDF208;Environmental engineering and related engineering;0.8807970881462097;RDF105;Earth and related environmental sciences;0.6645402908325195
316;Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation (Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition);RDF30;Medical, health and life sciences;0.9887661933898926;RDF10;Natural sciences;0.0052702771499753;RDF20-21;Engineering and technology;0.002777240937575698;RDF501;Psychology and cognitive sciences;0.4079228937625885;RDF303;Health sciences;0.1063188686966896;RDF106;Biological sciences;0.04054073989391327;RDF301;Basic medicine and life sciences;0.017309095710515976;RDF503;Education;0.01542455144226551
317;Multiscale modeling of multiphase flows in chemical engineering processes (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9922462105751038;RDF10;Natural sciences;0.004667371977120638;RDF30;Medical, health and life sciences;0.0008907835581339896;RDF205;Chemical engineering;0.9778833985328674;RDF104;Chemical sciences;0.968856155872345;RDF202;Industrial, systems and processes engineering;0.2782568037509918;RDF101;Mathematics and statistics;0.027376489713788033;RDF206;Materials engineering and resources engineering;0.008985428139567375
318;Soutien à la mobilisation des milieux scolaires pour la mise en oeuvre de mesures intégrées et structurées favorisant la socialisation des élèves, leur bien-être psychologique, ainsi que la prévention de la violence;RDF50;Social sciences;0.5764150023460388;RDF60;Humanities and the arts;0.17105482518672943;RDF20-21;Engineering and technology;0.12320616841316223;RDF503;Education;0.9704646468162537;RDF211;Nano-technology;0.13753245770931244;RDF504;Sociology and related studies;0.1155608668923378;RDF103;Physical sciences;0.08694165199995041;RDF501;Psychology and cognitive sciences;0.058345843106508255
319;La Trajectoire du mouvement debussyste (1895-1923) : Style, réception, implantation institutionnelle (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.993141233921051;RDF50;Social sciences;0.0031119449995458126;RDF20-21;Engineering and technology;0.0013809171505272388;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9302051067352295;RDF508;Media and communications;0.04501552879810333;RDF503;Education;0.016029147431254387;RDF507;Social and economic geography;0.008445627056062222;RDF605;Other humanities;0.007121428847312927
320;High-order Geometry, Mesh and Adaptivity for Fluid-Structure Interaction Simulations (Mechanical Engineering);RDF20-21;Engineering and technology;0.9963258504867554;RDF10;Natural sciences;0.002179454080760479;RDF30;Medical, health and life sciences;0.0004095072508789599;RDF204;Mechanical engineering;0.998351514339447;RDF101;Mathematics and statistics;0.012147169560194016;RDF103;Physical sciences;0.010489092208445072;RDF202;Industrial, systems and processes engineering;0.0008830458391457796;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0007672924548387527
321;Computational analysis and modeling of ribonucleic acid structure, function, and dynamics (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.9539421796798706;RDF30;Medical, health and life sciences;0.030425788834691048;RDF10;Natural sciences;0.012584652751684189;RDF106;Biological sciences;0.9553191065788269;RDF211;Nano-technology;0.8688268065452576;RDF104;Chemical sciences;0.34764784574508667;RDF304;Medical biotechnology;0.2940122187137604;RDF210;Industrial biotechnology;0.06233103573322296
322;Stratégies d'épargne transfusionnelle et de prévention de la pénurie de produits sanguins labiles : de l'utilisation clinique appropriée à l'élargissement du pool de donneurs;RDF20-21;Engineering and technology;0.5416821241378784;RDF30;Medical, health and life sciences;0.30385616421699524;RDF40;Agricultural and veterinary sciences;0.1096203625202179;RDF207;Medical and biomedical engineering;0.9532750844955444;RDF210;Industrial biotechnology;0.873214840888977;RDF303;Health sciences;0.8688267469406128;RDF304;Medical biotechnology;0.8137570023536682;RDF106;Biological sciences;0.7911763787269592
323;Relaxation, friction interne et ondes gravitationnelles (Physics);RDF10;Natural sciences;0.9898900985717773;RDF20-21;Engineering and technology;0.006989918649196625;RDF30;Medical, health and life sciences;0.0009913812391459942;RDF103;Physical sciences;0.996570348739624;RDF603;Philosophy;0.12940272688865662;RDF107;Other natural sciences;0.010328153148293495;RDF204;Mechanical engineering;0.004133968148380518;RDF212;Other engineering and technologies;0.00130450667347759
324;Penser la citoyenneté vécue des femmes dans les pratiques participatives du care au quotidien en Amérique latine : Le cas des cuisines communautaires de la ville de Mexico (Political science and public administration);RDF50;Social sciences;0.45814087986946106;RDF30;Medical, health and life sciences;0.2376803308725357;RDF60;Humanities and the arts;0.13755883276462555;RDF506;Political science and policy administration;0.907967209815979;RDF507;Social and economic geography;0.06233103573322296;RDF503;Education;0.026759285479784012;RDF605;Other humanities;0.012336100451648235;RDF509;Other social sciences;0.0037654137704521418
325;Statistical analysis of microbiome longitudinal data with multiplex networks (Evolution and Ecology);RDF10;Natural sciences;0.6058986186981201;RDF30;Medical, health and life sciences;0.3732832968235016;RDF20-21;Engineering and technology;0.015834344550967216;RDF106;Biological sciences;0.9926542043685913;RDF303;Health sciences;0.9645892381668091;RDF301;Basic medicine and life sciences;0.826151430606842;RDF209;Environmental biotechnology;0.8210441470146179;RDF101;Mathematics and statistics;0.8158200979232788
326;Reaction mechanisms of catalytic reactions using earth-abundant metals (Chemistry);RDF10;Natural sciences;0.5166842937469482;RDF20-21;Engineering and technology;0.38097909092903137;RDF30;Medical, health and life sciences;0.02847408875823021;RDF104;Chemical sciences;0.9983255863189697;RDF205;Chemical engineering;0.00955939944833517;RDF107;Other natural sciences;0.0015247863484546542;RDF206;Materials engineering and resources engineering;0.0014103584690019488;RDF101;Mathematics and statistics;0.0005976693937554955
327;Investigation of a novel tumor suppressor mechanism in medulloblastoma;RDF30;Medical, health and life sciences;0.9702973365783691;RDF20-21;Engineering and technology;0.016825828701257706;RDF10;Natural sciences;0.010779029689729214;RDF106;Biological sciences;0.9956005811691284;RDF304;Medical biotechnology;0.9849274158477783;RDF303;Health sciences;0.9839708209037781;RDF207;Medical and biomedical engineering;0.9807288646697998;RDF302;Clinical medicine;0.9637799263000488
328;Autonomous security for complex systems (Computer Science);RDF20-21;Engineering and technology;0.9977949261665344;RDF60;Humanities and the arts;0.0006451952503994107;RDF10;Natural sciences;0.0005184289766475558;RDF102;Computer and information sciences;0.9968763589859009;RDF203;Electrical engineering, computer engineering, and information engineering;0.8474634885787964;RDF212;Other engineering and technologies;0.003824483370408416;RDF202;Industrial, systems and processes engineering;0.0003406293399166316;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.00021654405281879008
329;Résonance et altération audiovisuelles: pour une pensée sonore de la vidéo et du cinéma expérimental (Fine arts, research-creation);RDF60;Humanities and the arts;0.9384709596633911;RDF20-21;Engineering and technology;0.04973714053630829;RDF10;Natural sciences;0.004345982801169157;RDF508;Media and communications;0.9821512699127197;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.30673468112945557;RDF103;Physical sciences;0.19436781108379364;RDF212;Other engineering and technologies;0.023153411224484444;RDF605;Other humanities;0.02280263788998127
330;Concentration of measure on quantum states (Computer Science);RDF20-21;Engineering and technology;0.9965812563896179;RDF10;Natural sciences;0.001545860432088375;RDF60;Humanities and the arts;0.000614900782238692;RDF102;Computer and information sciences;0.9959927201271057;RDF101;Mathematics and statistics;0.9507779479026794;RDF203;Electrical engineering, computer engineering, and information engineering;0.3319854736328125;RDF212;Other engineering and technologies;0.0031726830638945103;RDF211;Nano-technology;0.0009697520290501416
331;The use of facial information from developmental prosopagnosics to super-recognizers (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.5678877830505371;RDF20-21;Engineering and technology;0.38425213098526;RDF10;Natural sciences;0.03687555715441704;RDF106;Biological sciences;0.9875683188438416;RDF501;Psychology and cognitive sciences;0.9319595694541931;RDF207;Medical and biomedical engineering;0.8250265717506409;RDF304;Medical biotechnology;0.19744445383548737;RDF301;Basic medicine and life sciences;0.12210386991500854
332;Raman spectroscopy platform integrating highly sensitive photonic devices, nanostructured surfaces and machine learning for on-site detection of multiple diseases;RDF20-21;Engineering and technology;0.5894378423690796;RDF30;Medical, health and life sciences;0.2850334942340851;RDF10;Natural sciences;0.11975155770778656;RDF301;Basic medicine and life sciences;0.9304583072662354;RDF207;Medical and biomedical engineering;0.9252299070358276;RDF303;Health sciences;0.9202179908752441;RDF106;Biological sciences;0.8856315016746521;RDF103;Physical sciences;0.8507168889045715
333;Capillary stalling and hypoxic micropockets: two sides of the same phenomena? (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.7822195291519165;RDF20-21;Engineering and technology;0.16268615424633026;RDF10;Natural sciences;0.05406896770000458;RDF303;Health sciences;0.997368335723877;RDF207;Medical and biomedical engineering;0.9891815185546875;RDF106;Biological sciences;0.9782188534736633;RDF301;Basic medicine and life sciences;0.902609646320343;RDF302;Clinical medicine;0.6941990256309509
334;Crime sans châtiment : compétences et réussite criminelle (Law and criminology);RDF50;Social sciences;0.9739657640457153;RDF60;Humanities and the arts;0.007040566764771938;RDF20-21;Engineering and technology;0.007040566764771938;RDF505;Law and legal practice;0.029535340145230293;RDF509;Other social sciences;0.00857748556882143;RDF504;Sociology and related studies;0.007460643537342548;RDF605;Other humanities;0.003884476376697421;RDF503;Education;0.0015247863484546542
335;Crop rhizosphere response to environmental stress (Biological Systems and Functions);RDF10;Natural sciences;0.7324560880661011;RDF40;Agricultural and veterinary sciences;0.23410703241825104;RDF30;Medical, health and life sciences;0.028509387746453285;RDF106;Biological sciences;0.9968273043632507;RDF404;Agricultural biotechnology and food sciences;0.9893474578857422;RDF401;Agriculture, forestry, and fisheries;0.9362850189208984;RDF301;Basic medicine and life sciences;0.8973360061645508;RDF209;Environmental biotechnology;0.7704647779464722
