;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
147;Regime Change and Resilience of Maya peoples at the end of the Classic period (ca. 800-1000 CE);RDF50;Social sciences;0.297491788864136;RDF60;Humanities and the arts;0.183503195643425;RDF30;Medical, health and life sciences;0.147349268198013;RDF10;Natural sciences;0.145270824432373;RDF20-21;Engineering and technology;0.124157339334488;RDF40;Agricultural and veterinary sciences;0.102227583527565
148;La nouvelle politique de la redistribution;RDF50;Social sciences;0.297955334186554;RDF30;Medical, health and life sciences;0.20727476477623;RDF60;Humanities and the arts;0.150900587439537;RDF10;Natural sciences;0.129189163446426;RDF40;Agricultural and veterinary sciences;0.122190773487091;RDF20-21;Engineering and technology;0.0924894437193871
149;La diversité dans les équipes de travail: le rôle des perceptions des membres;RDF20-21;Engineering and technology;0.299704849720001;RDF50;Social sciences;0.171205163002014;RDF30;Medical, health and life sciences;0.157313197851181;RDF60;Humanities and the arts;0.148986473679543;RDF40;Agricultural and veterinary sciences;0.128527611494064;RDF10;Natural sciences;0.0942627489566803
150;The neglected place of financial information and accountants in Canadian tech startups;RDF20-21;Engineering and technology;0.300913661718369;RDF50;Social sciences;0.203660726547241;RDF10;Natural sciences;0.166973978281021;RDF60;Humanities and the arts;0.141410768032074;RDF40;Agricultural and veterinary sciences;0.105879165232182;RDF30;Medical, health and life sciences;0.0811617225408554
151;Actualisation de la formation sur les pratiques d'affiliation dans les Auberges du coeur du Québec;RDF60;Humanities and the arts;0.301023840904236;RDF40;Agricultural and veterinary sciences;0.200367599725723;RDF50;Social sciences;0.17879892885685;RDF10;Natural sciences;0.164191290736198;RDF20-21;Engineering and technology;0.0886358246207237;RDF30;Medical, health and life sciences;0.0669824555516243
152;Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study;RDF50;Social sciences;0.301388204097748;RDF20-21;Engineering and technology;0.231709599494934;RDF30;Medical, health and life sciences;0.161943674087524;RDF10;Natural sciences;0.146867290139198;RDF40;Agricultural and veterinary sciences;0.0825687497854233;RDF60;Humanities and the arts;0.0755224376916885
153;Climate Change and Human Rights: Responsibility and Reparation;RDF50;Social sciences;0.301500499248505;RDF10;Natural sciences;0.196924895048141;RDF30;Medical, health and life sciences;0.142627894878387;RDF40;Agricultural and veterinary sciences;0.130617067217827;RDF60;Humanities and the arts;0.119555972516537;RDF20-21;Engineering and technology;0.108773693442345
154;Towards a multi-trajectory understanding of intimate partner homicide;RDF50;Social sciences;0.301717519760132;RDF10;Natural sciences;0.199788346886635;RDF60;Humanities and the arts;0.133162766695023;RDF30;Medical, health and life sciences;0.129493907094002;RDF40;Agricultural and veterinary sciences;0.121335372328758;RDF20-21;Engineering and technology;0.114502094686031
155;Factors that control translational fidelity in mammalian cells;RDF30;Medical, health and life sciences;0.301865130662918;RDF20-21;Engineering and technology;0.248844534158707;RDF10;Natural sciences;0.185369402170181;RDF50;Social sciences;0.119342237710953;RDF60;Humanities and the arts;0.0874494388699532;RDF40;Agricultural and veterinary sciences;0.057129267603159
156;The Brahma Kumari Tradition in Canada and the United States;RDF60;Humanities and the arts;0.301867306232452;RDF30;Medical, health and life sciences;0.184865489602089;RDF50;Social sciences;0.150838300585747;RDF10;Natural sciences;0.142452612519264;RDF40;Agricultural and veterinary sciences;0.125651895999908;RDF20-21;Engineering and technology;0.0943243876099587
157;Perceptions de justice dans les services : les cas des travailleurs de la restauration et des enseignants universitaires au Québec et en France;RDF20-21;Engineering and technology;0.302369475364685;RDF60;Humanities and the arts;0.256175637245178;RDF50;Social sciences;0.136222079396248;RDF30;Medical, health and life sciences;0.125702112913132;RDF40;Agricultural and veterinary sciences;0.116002798080444;RDF10;Natural sciences;0.0635278970003128
158;Characterization of the antibacterial activity of some antimicrobial-derived metabolites and their involvement in the development of antimicrobial resistance in bacteria of animal origin;RDF10;Natural sciences;0.302789121866226;RDF40;Agricultural and veterinary sciences;0.274431347846985;RDF30;Medical, health and life sciences;0.146754801273346;RDF50;Social sciences;0.115434721112251;RDF20-21;Engineering and technology;0.104676030576229;RDF60;Humanities and the arts;0.0559139661490917
159;Regulation of collective cell migration by the kinase Misshapen;RDF10;Natural sciences;0.303318411111832;RDF30;Medical, health and life sciences;0.277143120765686;RDF20-21;Engineering and technology;0.155975729227066;RDF50;Social sciences;0.122625038027763;RDF60;Humanities and the arts;0.0731146708130837;RDF40;Agricultural and veterinary sciences;0.0678230747580528
160;The emergence of problem clarity in teams and its influence innovation project success;RDF20-21;Engineering and technology;0.304358571767807;RDF30;Medical, health and life sciences;0.19501405954361;RDF50;Social sciences;0.171360433101654;RDF10;Natural sciences;0.125558242201805;RDF40;Agricultural and veterinary sciences;0.103704638779163;RDF60;Humanities and the arts;0.100003980100155
161;Integrating interdisciplinary perspectives on circular economy;RDF20-21;Engineering and technology;0.304436326026917;RDF50;Social sciences;0.209065765142441;RDF60;Humanities and the arts;0.142670094966888;RDF10;Natural sciences;0.142085686326027;RDF40;Agricultural and veterinary sciences;0.104189120233059;RDF30;Medical, health and life sciences;0.097552977502346
162;Improving vulnerable preschoolers' mental health: A superiority trial assessing the How-to Parenting Program;RDF50;Social sciences;0.304733902215958;RDF30;Medical, health and life sciences;0.298861980438232;RDF60;Humanities and the arts;0.122600756585598;RDF10;Natural sciences;0.116818338632584;RDF20-21;Engineering and technology;0.10298765450716;RDF40;Agricultural and veterinary sciences;0.0539974234998226
163;Digital Leigh Hunt;RDF20-21;Engineering and technology;0.304968893527985;RDF60;Humanities and the arts;0.205667242407799;RDF30;Medical, health and life sciences;0.164595037698746;RDF50;Social sciences;0.130289703607559;RDF10;Natural sciences;0.110564514994621;RDF40;Agricultural and veterinary sciences;0.0839145854115486
164;Collaborative improvement of moral deliberation methods: An exercise in living ethics;RDF50;Social sciences;0.305431336164475;RDF30;Medical, health and life sciences;0.295162439346314;RDF60;Humanities and the arts;0.153361707925797;RDF10;Natural sciences;0.101475656032562;RDF20-21;Engineering and technology;0.0836339369416237;RDF40;Agricultural and veterinary sciences;0.060934916138649
165;Random walks on random graphs in high dimensions;RDF10;Natural sciences;0.305900126695633;RDF60;Humanities and the arts;0.163106933236122;RDF20-21;Engineering and technology;0.15262097120285;RDF30;Medical, health and life sciences;0.149015411734581;RDF50;Social sciences;0.139106541872025;RDF40;Agricultural and veterinary sciences;0.0902500227093697
166;Towards a Transcultural History and Theory of Heterophony;RDF60;Humanities and the arts;0.306415975093842;RDF50;Social sciences;0.268934577703476;RDF10;Natural sciences;0.126170009374619;RDF30;Medical, health and life sciences;0.113284751772881;RDF20-21;Engineering and technology;0.0949882194399834;RDF40;Agricultural and veterinary sciences;0.0902065336704254
167;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development;RDF60;Humanities and the arts;0.306530028581619;RDF50;Social sciences;0.275591909885407;RDF30;Medical, health and life sciences;0.115523889660835;RDF20-21;Engineering and technology;0.11154567450285;RDF10;Natural sciences;0.10073871165514;RDF40;Agricultural and veterinary sciences;0.0900698229670525
168;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada;RDF50;Social sciences;0.307742536067963;RDF60;Humanities and the arts;0.155244737863541;RDF30;Medical, health and life sciences;0.149840325117111;RDF40;Agricultural and veterinary sciences;0.13904082775116;RDF10;Natural sciences;0.128232046961784;RDF20-21;Engineering and technology;0.119899474084377
169;Characterization of lincRNA-miRNA networks;RDF10;Natural sciences;0.308251261711121;RDF20-21;Engineering and technology;0.276549011468887;RDF30;Medical, health and life sciences;0.223856806755066;RDF50;Social sciences;0.0794293805956841;RDF40;Agricultural and veterinary sciences;0.0576641000807285;RDF60;Humanities and the arts;0.0542494021356106
170;Regulation of glycolysis in T cell metabolic reprogramming;RDF30;Medical, health and life sciences;0.309328526258469;RDF20-21;Engineering and technology;0.272513657808304;RDF10;Natural sciences;0.248558670282364;RDF50;Social sciences;0.0857376158237457;RDF60;Humanities and the arts;0.051863145083189;RDF40;Agricultural and veterinary sciences;0.0319983512163162
171;Structural and functional changes in the brain of early and late blind individuals;RDF30;Medical, health and life sciences;0.309834003448486;RDF10;Natural sciences;0.213477596640587;RDF50;Social sciences;0.149567022919655;RDF20-21;Engineering and technology;0.140965640544891;RDF60;Humanities and the arts;0.100571654736996;RDF40;Agricultural and veterinary sciences;0.0855840966105461
172;Facing pain is effortful: a multidisciplinary approach to investigate the effects of pain on perception of effort and performance;RDF30;Medical, health and life sciences;0.310661107301712;RDF50;Social sciences;0.171812236309052;RDF60;Humanities and the arts;0.156207486987114;RDF20-21;Engineering and technology;0.144784852862358;RDF10;Natural sciences;0.138741865754128;RDF40;Agricultural and veterinary sciences;0.0777924805879593
173;From amusia to dyslexia: the role of feedback;RDF60;Humanities and the arts;0.31073784828186;RDF50;Social sciences;0.173015803098679;RDF30;Medical, health and life sciences;0.171924754977226;RDF10;Natural sciences;0.121999032795429;RDF40;Agricultural and veterinary sciences;0.118605680763721;RDF20-21;Engineering and technology;0.103716880083084
174;Mental health Recovery from Youth Right-based Perspectives;RDF30;Medical, health and life sciences;0.310765743255615;RDF50;Social sciences;0.241112217307091;RDF60;Humanities and the arts;0.186988562345505;RDF10;Natural sciences;0.116791747510433;RDF40;Agricultural and veterinary sciences;0.0785510763525963;RDF20-21;Engineering and technology;0.065790630877018
175;« Une bonne relation avec mon chef ! » : anatomie des relations entre gestionnaires et employés en contexte de travail à distance;RDF20-21;Engineering and technology;0.310841739177704;RDF50;Social sciences;0.239530876278877;RDF30;Medical, health and life sciences;0.189963236451149;RDF60;Humanities and the arts;0.113334879279137;RDF40;Agricultural and veterinary sciences;0.0773466974496841;RDF10;Natural sciences;0.0689825862646103
176;Dynamic scene processing in humans;RDF30;Medical, health and life sciences;0.311528563499451;RDF20-21;Engineering and technology;0.272220611572266;RDF60;Humanities and the arts;0.179006040096283;RDF50;Social sciences;0.0951041206717491;RDF10;Natural sciences;0.0830713510513306;RDF40;Agricultural and veterinary sciences;0.0590693354606628
177;Measuring and modeling large-scale electrophysiological brain dynamics: From neural mechanisms to cognitive processes;RDF20-21;Engineering and technology;0.312599867582321;RDF10;Natural sciences;0.216478854417801;RDF30;Medical, health and life sciences;0.162174955010414;RDF50;Social sciences;0.140498802065849;RDF60;Humanities and the arts;0.11479564011097;RDF40;Agricultural and veterinary sciences;0.0534519217908382
178;Frontlines to Headlines: The Politics of Memory, War and the Press in interwar Germany;RDF50;Social sciences;0.312932074069977;RDF60;Humanities and the arts;0.158776447176933;RDF10;Natural sciences;0.14778245985508;RDF30;Medical, health and life sciences;0.134862318634987;RDF40;Agricultural and veterinary sciences;0.134640768170357;RDF20-21;Engineering and technology;0.111005939543247
179;Du politique dans l'usage des archives filmiques : enjeux contemporains de la production documentaire;RDF50;Social sciences;0.317755401134491;RDF60;Humanities and the arts;0.201269194483757;RDF30;Medical, health and life sciences;0.136961907148361;RDF10;Natural sciences;0.123106360435486;RDF20-21;Engineering and technology;0.121292218565941;RDF40;Agricultural and veterinary sciences;0.0996148884296417
180;Stratégies d'actions de communication innovantes visant une sensibilisation résiliente de la population face aux risques liés aux inondations;RDF20-21;Engineering and technology;0.317768692970276;RDF60;Humanities and the arts;0.196308165788651;RDF50;Social sciences;0.172714501619339;RDF30;Medical, health and life sciences;0.140904545783997;RDF10;Natural sciences;0.0969967544078827;RDF40;Agricultural and veterinary sciences;0.0753073543310165
181;A multi-country comparison of COVID-19 response: Planning, implementation, and health system resilience;RDF30;Medical, health and life sciences;0.318329423666;RDF50;Social sciences;0.191524371504784;RDF20-21;Engineering and technology;0.146120697259903;RDF10;Natural sciences;0.139772593975067;RDF60;Humanities and the arts;0.106579214334488;RDF40;Agricultural and veterinary sciences;0.097673699259758
182;Estimating the Effects of Government Spending Along the Supply Chain;RDF50;Social sciences;0.318821609020233;RDF30;Medical, health and life sciences;0.196165576577187;RDF20-21;Engineering and technology;0.154320642352104;RDF10;Natural sciences;0.131308615207672;RDF40;Agricultural and veterinary sciences;0.122825339436531;RDF60;Humanities and the arts;0.0765582993626595
183;Femmes, genre, (im)mobilités et vies précaires : projet de développement partenarial dans une perspective féministe transnationale et décoloniale;RDF20-21;Engineering and technology;0.320100516080856;RDF60;Humanities and the arts;0.208624377846718;RDF30;Medical, health and life sciences;0.141324296593666;RDF40;Agricultural and veterinary sciences;0.131666034460068;RDF50;Social sciences;0.131653010845184;RDF10;Natural sciences;0.0666318237781525
184;Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics;RDF20-21;Engineering and technology;0.320628434419632;RDF10;Natural sciences;0.285028368234634;RDF30;Medical, health and life sciences;0.212424978613853;RDF50;Social sciences;0.0895490422844887;RDF60;Humanities and the arts;0.0495987124741077;RDF40;Agricultural and veterinary sciences;0.0427705161273479
185;Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée?;RDF20-21;Engineering and technology;0.321810871362686;RDF50;Social sciences;0.266756117343903;RDF30;Medical, health and life sciences;0.127386912703514;RDF10;Natural sciences;0.107107780873775;RDF60;Humanities and the arts;0.0980745330452919;RDF40;Agricultural and veterinary sciences;0.078863762319088
186;Concentration of measure on quantum states;RDF20-21;Engineering and technology;0.324002742767334;RDF10;Natural sciences;0.318325877189636;RDF30;Medical, health and life sciences;0.121660627424717;RDF50;Social sciences;0.0977108776569367;RDF60;Humanities and the arts;0.0716515555977821;RDF40;Agricultural and veterinary sciences;0.0666483640670776
187;Histone protein supply and demand: life on a knife's edge;RDF30;Medical, health and life sciences;0.325132369995117;RDF10;Natural sciences;0.256775349378586;RDF40;Agricultural and veterinary sciences;0.146256327629089;RDF50;Social sciences;0.129023790359497;RDF60;Humanities and the arts;0.0740988850593567;RDF20-21;Engineering and technology;0.0687132775783539
188;The neural mechanisms underlying the promotion of motor learning by acute exercise;RDF30;Medical, health and life sciences;0.325580954551697;RDF10;Natural sciences;0.204914852976799;RDF50;Social sciences;0.14942279458046;RDF20-21;Engineering and technology;0.13685767352581;RDF60;Humanities and the arts;0.105907082557678;RDF40;Agricultural and veterinary sciences;0.0773166343569756
189;La transformation sémantique et syntaxique des données de situations professionnelles pour l'apprentissage du raisonnement clinique;RDF30;Medical, health and life sciences;0.325937837362289;RDF20-21;Engineering and technology;0.252240657806397;RDF50;Social sciences;0.146562054753304;RDF10;Natural sciences;0.131789699196816;RDF60;Humanities and the arts;0.0825237259268761;RDF40;Agricultural and veterinary sciences;0.0609459839761257
190;Maturation of microRNAs targeting alpha-synuclein;RDF20-21;Engineering and technology;0.326612502336502;RDF10;Natural sciences;0.226803332567215;RDF30;Medical, health and life sciences;0.2155392318964;RDF50;Social sciences;0.0930186882615089;RDF40;Agricultural and veterinary sciences;0.0748336613178253;RDF60;Humanities and the arts;0.06319260597229
191;Improving hedging effectiveness in actuarial and financial applications;RDF20-21;Engineering and technology;0.326845079660416;RDF50;Social sciences;0.182760864496231;RDF10;Natural sciences;0.161492064595222;RDF40;Agricultural and veterinary sciences;0.12527534365654;RDF60;Humanities and the arts;0.106351941823959;RDF30;Medical, health and life sciences;0.0972747579216957
192;Medium Chain Triglycerides and Ketogenesis;RDF20-21;Engineering and technology;0.327476620674133;RDF30;Medical, health and life sciences;0.322432160377502;RDF10;Natural sciences;0.143104061484337;RDF50;Social sciences;0.0826044455170631;RDF60;Humanities and the arts;0.063570648431778;RDF40;Agricultural and veterinary sciences;0.0608121491968632
193;Tracking the beat of music: Mechanisms underpinning inter-individual differences and effects on rhythm learning;RDF10;Natural sciences;0.327826350927353;RDF50;Social sciences;0.175483718514442;RDF60;Humanities and the arts;0.174300596117973;RDF20-21;Engineering and technology;0.14703044295311;RDF30;Medical, health and life sciences;0.0931053534150124;RDF40;Agricultural and veterinary sciences;0.082253485918045
194;Documentary Activism by Migrant Filmmakers from Cuba and Venezuela (2013-2023);RDF60;Humanities and the arts;0.327975928783417;RDF50;Social sciences;0.242909118533134;RDF20-21;Engineering and technology;0.123212188482285;RDF10;Natural sciences;0.112950295209885;RDF30;Medical, health and life sciences;0.112152732908726;RDF40;Agricultural and veterinary sciences;0.0807998031377792
195;Evidence for Impact: The Quebec Experience of Designing Evidence-Based Public Policy Solutions to Reform Home Care;RDF50;Social sciences;0.328123420476913;RDF10;Natural sciences;0.182828843593597;RDF30;Medical, health and life sciences;0.153332531452179;RDF20-21;Engineering and technology;0.120090454816818;RDF60;Humanities and the arts;0.109888814389706;RDF40;Agricultural and veterinary sciences;0.105735868215561
196;Questions in number theory;RDF10;Natural sciences;0.328360080718994;RDF50;Social sciences;0.182266056537628;RDF60;Humanities and the arts;0.133592143654823;RDF20-21;Engineering and technology;0.121514528989792;RDF40;Agricultural and veterinary sciences;0.117373459041119;RDF30;Medical, health and life sciences;0.116893820464611
197;Planning for mercury-related vision rehabilitation services for Grassy Narrows First Nation community;RDF30;Medical, health and life sciences;0.328611612319946;RDF20-21;Engineering and technology;0.201611787080765;RDF50;Social sciences;0.178388327360153;RDF10;Natural sciences;0.120532877743244;RDF60;Humanities and the arts;0.0909973233938217;RDF40;Agricultural and veterinary sciences;0.0798580795526505
198;Personnalisation en temps réel d'interface en fonction de la charge cognitive des utilisateurs;RDF20-21;Engineering and technology;0.329722821712494;RDF50;Social sciences;0.221402332186699;RDF30;Medical, health and life sciences;0.14338144659996;RDF60;Humanities and the arts;0.132827013731003;RDF10;Natural sciences;0.0946840196847916;RDF40;Agricultural and veterinary sciences;0.0779823511838913
199;Can journalism's `real utopias' address the crisis of the news media? Exploring journalism cooperatives from an international and comparative perspective;RDF50;Social sciences;0.329934775829315;RDF60;Humanities and the arts;0.172855064272881;RDF10;Natural sciences;0.164991691708565;RDF20-21;Engineering and technology;0.138755828142166;RDF30;Medical, health and life sciences;0.10098547488451;RDF40;Agricultural and veterinary sciences;0.0924771353602409
200;Gas phase activation of monosaccharides and 5-hydroxymethylfurfural to 2,5 diformylfuran a PEF monomer;RDF10;Natural sciences;0.330446839332581;RDF20-21;Engineering and technology;0.293398410081863;RDF60;Humanities and the arts;0.109388761222363;RDF30;Medical, health and life sciences;0.105263695120811;RDF50;Social sciences;0.101800158619881;RDF40;Agricultural and veterinary sciences;0.0597021393477917
201;Critical Edition, Translation and Study of Isaac ibn Latif's Commentary on Ecclesiastes (ca. 1240);RDF60;Humanities and the arts;0.330670475959778;RDF50;Social sciences;0.170224562287331;RDF10;Natural sciences;0.150529712438583;RDF30;Medical, health and life sciences;0.141839995980263;RDF20-21;Engineering and technology;0.109099119901657;RDF40;Agricultural and veterinary sciences;0.0976361632347107
202;Homeostasis of the respiratory epithelial tissue: regulatory mechanisms by ion channels;RDF30;Medical, health and life sciences;0.330837070941925;RDF10;Natural sciences;0.313848346471787;RDF20-21;Engineering and technology;0.13000425696373;RDF50;Social sciences;0.105842761695385;RDF60;Humanities and the arts;0.0706814527511597;RDF40;Agricultural and veterinary sciences;0.0487860627472401
203;Using prospective and observational designs to study support processes and sexual well-being in long-term couples;RDF50;Social sciences;0.330850273370743;RDF30;Medical, health and life sciences;0.228338301181793;RDF10;Natural sciences;0.205928072333336;RDF20-21;Engineering and technology;0.129777237772942;RDF60;Humanities and the arts;0.05384661257267;RDF40;Agricultural and veterinary sciences;0.0512594915926456
204;Transformer des espaces conventionnels et dysfonctionnels de participation : scénarios pour accroître la participation des citoyens aux comités consultatifs;RDF20-21;Engineering and technology;0.330909788608551;RDF30;Medical, health and life sciences;0.213990718126297;RDF50;Social sciences;0.161191120743752;RDF60;Humanities and the arts;0.142789274454117;RDF10;Natural sciences;0.0779444128274918;RDF40;Agricultural and veterinary sciences;0.0731747150421143
205;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945;RDF30;Medical, health and life sciences;0.331126421689987;RDF60;Humanities and the arts;0.199806734919548;RDF20-21;Engineering and technology;0.156537115573883;RDF40;Agricultural and veterinary sciences;0.118238873779774;RDF50;Social sciences;0.114122316241264;RDF10;Natural sciences;0.0801685228943825
206;Les cybryontes et l'anthropocène: Des conditions de possibilité de nouvelles symbioses;RDF10;Natural sciences;0.331361532211304;RDF20-21;Engineering and technology;0.317954182624817;RDF60;Humanities and the arts;0.154779106378555;RDF30;Medical, health and life sciences;0.0818340554833412;RDF40;Agricultural and veterinary sciences;0.0572033822536469;RDF50;Social sciences;0.0568678453564644
207;Long non-coding RNAs in growth factor signaling;RDF10;Natural sciences;0.331969261169434;RDF30;Medical, health and life sciences;0.299431264400482;RDF20-21;Engineering and technology;0.13897317647934;RDF40;Agricultural and veterinary sciences;0.0885567963123322;RDF50;Social sciences;0.0810883194208145;RDF60;Humanities and the arts;0.0599811747670174
208;Recommendations for culturally sensitive and intersectional practice in suicide prevention intervention for public safety personnel : a qualitative approach;RDF50;Social sciences;0.33244252204895;RDF30;Medical, health and life sciences;0.173520818352699;RDF10;Natural sciences;0.144188150763512;RDF60;Humanities and the arts;0.13155771791935;RDF20-21;Engineering and technology;0.120939180254936;RDF40;Agricultural and veterinary sciences;0.0973515808582306
209;Demand Driven - MRP : mode éphèmère ou lien sérieux entres les méthodes flux poussé et flux tiré ?;RDF30;Medical, health and life sciences;0.332456648349762;RDF20-21;Engineering and technology;0.294472247362137;RDF60;Humanities and the arts;0.26514995098114;RDF10;Natural sciences;0.0421259887516499;RDF40;Agricultural and veterinary sciences;0.0406670309603214;RDF50;Social sciences;0.0251282025128603
210;Advancing psychobiology of abnormal repetitive behaviours in carnivorous species;RDF10;Natural sciences;0.333809047937393;RDF50;Social sciences;0.250627517700195;RDF30;Medical, health and life sciences;0.240177601575851;RDF40;Agricultural and veterinary sciences;0.0841054022312164;RDF20-21;Engineering and technology;0.048883743584156;RDF60;Humanities and the arts;0.0423966348171234
211;Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation;RDF30;Medical, health and life sciences;0.334099858999252;RDF20-21;Engineering and technology;0.193202406167984;RDF10;Natural sciences;0.153912097215652;RDF50;Social sciences;0.133088335394859;RDF60;Humanities and the arts;0.110703557729721;RDF40;Agricultural and veterinary sciences;0.0749937742948532
212;Ecosystem functioning in the landscape: a meta-ecosystem perspective;RDF10;Natural sciences;0.33418071269989;RDF50;Social sciences;0.209689810872078;RDF20-21;Engineering and technology;0.124894097447395;RDF30;Medical, health and life sciences;0.114450320601463;RDF40;Agricultural and veterinary sciences;0.110621392726898;RDF60;Humanities and the arts;0.106163673102856
213;Regards croisés sur les conditions de travail, les politiques publiques et la résistance: récits de vie de travailleurs et travailleuses pauvres au Canada, en Inde et au Brésil;RDF50;Social sciences;0.335245490074158;RDF40;Agricultural and veterinary sciences;0.159031674265862;RDF30;Medical, health and life sciences;0.146719545125961;RDF10;Natural sciences;0.139466792345047;RDF60;Humanities and the arts;0.110379934310913;RDF20-21;Engineering and technology;0.10915657132864
214;Public School Choice and Refugee Assignment: (Dynamic) Minimal Instability for Non-Unit Capacities and for Lotteries and Weak Priorities;RDF50;Social sciences;0.335610091686249;RDF30;Medical, health and life sciences;0.158289879560471;RDF20-21;Engineering and technology;0.133436560630798;RDF60;Humanities and the arts;0.126126706600189;RDF40;Agricultural and veterinary sciences;0.125362768769264;RDF10;Natural sciences;0.121174000203609
215;Révélations daoustiennes : nouvelles perspectives sur le théâtre francophone du Québec 1895-1940;RDF40;Agricultural and veterinary sciences;0.336706191301346;RDF60;Humanities and the arts;0.303031384944916;RDF50;Social sciences;0.128920212388039;RDF10;Natural sciences;0.0936923772096634;RDF20-21;Engineering and technology;0.0704595595598221;RDF30;Medical, health and life sciences;0.0671902224421501
216;A multidimensional approach to study the biophysics of bioadhesin interaction with advanced nanomaterials;RDF20-21;Engineering and technology;0.336835891008377;RDF30;Medical, health and life sciences;0.265679627656937;RDF10;Natural sciences;0.185825556516647;RDF50;Social sciences;0.0899893119931221;RDF40;Agricultural and veterinary sciences;0.0612981952726841;RDF60;Humanities and the arts;0.0603713989257813
217;SARS-CoV-2 Spike conformation: impact on Fc-mediated effector functions;RDF20-21;Engineering and technology;0.337089687585831;RDF30;Medical, health and life sciences;0.189838036894798;RDF10;Natural sciences;0.170619323849678;RDF50;Social sciences;0.145571365952492;RDF40;Agricultural and veterinary sciences;0.0841855704784393;RDF60;Humanities and the arts;0.0726959481835365
218;The role of rhythm in the development of speech perception and production;RDF10;Natural sciences;0.337706446647644;RDF50;Social sciences;0.225910946726799;RDF60;Humanities and the arts;0.188580676913261;RDF20-21;Engineering and technology;0.0947550758719444;RDF30;Medical, health and life sciences;0.0923567861318588;RDF40;Agricultural and veterinary sciences;0.060690063983202
219;Dissection of non-canonical DNA damage response mechanisms controlling the senescence program;RDF20-21;Engineering and technology;0.337872534990311;RDF10;Natural sciences;0.264608979225159;RDF30;Medical, health and life sciences;0.160652860999107;RDF50;Social sciences;0.0944459214806557;RDF40;Agricultural and veterinary sciences;0.0788331627845764;RDF60;Humanities and the arts;0.06358652561903
220;L'esthétique moyenne ou la coupe régulière;RDF20-21;Engineering and technology;0.339449167251587;RDF60;Humanities and the arts;0.264797121286392;RDF10;Natural sciences;0.178468570113182;RDF40;Agricultural and veterinary sciences;0.106498278677464;RDF30;Medical, health and life sciences;0.0650882795453072;RDF50;Social sciences;0.0456986278295517
221;Sleep, performance and development;RDF60;Humanities and the arts;0.340453833341599;RDF20-21;Engineering and technology;0.304628044366837;RDF50;Social sciences;0.107613816857338;RDF30;Medical, health and life sciences;0.0975094586610794;RDF10;Natural sciences;0.0805103480815888;RDF40;Agricultural and veterinary sciences;0.0692845284938812
222;Simulation of physical processes with Monte Carlo methods in the keV and MeV energy range;RDF10;Natural sciences;0.341207981109619;RDF20-21;Engineering and technology;0.275328278541565;RDF30;Medical, health and life sciences;0.137969940900803;RDF60;Humanities and the arts;0.102461628615856;RDF50;Social sciences;0.0769442766904831;RDF40;Agricultural and veterinary sciences;0.0660878717899323
223;Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive;RDF40;Agricultural and veterinary sciences;0.341337352991104;RDF30;Medical, health and life sciences;0.172869578003883;RDF20-21;Engineering and technology;0.140881285071373;RDF60;Humanities and the arts;0.135301053524017;RDF50;Social sciences;0.129885032773018;RDF10;Natural sciences;0.0797256007790566
224;Mobilité urbaine et ressources langagières à Santiago du Chili;RDF20-21;Engineering and technology;0.341517478227615;RDF60;Humanities and the arts;0.247568503022194;RDF40;Agricultural and veterinary sciences;0.243600621819496;RDF10;Natural sciences;0.0744349509477615;RDF50;Social sciences;0.0628428682684898;RDF30;Medical, health and life sciences;0.0300355851650238
225;Understanding and treating osteoarthritic pain in pet animals: An approach based on neurogenomics and neuropeptidomics manipulation;RDF20-21;Engineering and technology;0.342355757951736;RDF30;Medical, health and life sciences;0.338129192590714;RDF40;Agricultural and veterinary sciences;0.173319593071938;RDF10;Natural sciences;0.0674317255616188;RDF50;Social sciences;0.0549923777580261;RDF60;Humanities and the arts;0.0237714126706123
226;Mobilizing Women's Entrepreneurship for empowerment and local economic development;RDF50;Social sciences;0.342423886060715;RDF10;Natural sciences;0.153717577457428;RDF30;Medical, health and life sciences;0.145664349198341;RDF40;Agricultural and veterinary sciences;0.129036232829094;RDF60;Humanities and the arts;0.120323121547699;RDF20-21;Engineering and technology;0.108834825456142
227;What dreams may come: How cinema shapes the language, experience, and images of dreaming;RDF60;Humanities and the arts;0.343562632799149;RDF50;Social sciences;0.217199936509132;RDF10;Natural sciences;0.160925775766373;RDF20-21;Engineering and technology;0.102702163159847;RDF30;Medical, health and life sciences;0.0897986069321632;RDF40;Agricultural and veterinary sciences;0.0858108922839165
