;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
165;Polymers for realizing energetic materials with tailored performance (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8729738593101501;RDF205;Chemical engineering;0.605097234249115;RDF206;Materials engineering and resources engineering;0.003933633677661419;RDF210;Industrial biotechnology;0.001967906253412366
166;How does the interplay between mandatory and voluntary regulation shape industry practice change for the better?;RDF30;Medical, health and life sciences;0.2536312937736511;RDF302;Clinical medicine;0.49217429757118225;RDF303;Health sciences;0.49086061120033264;RDF301;Basic medicine and life sciences;0.3892692029476166
167;Unité de liaison pour la recherche internationale sur le conseil scientifique;RDF50;Social sciences;0.354734867811203;RDF501;Psychology and cognitive sciences;0.34553641080856323;RDF504;Sociology and related studies;0.18071264028549194;RDF509;Other social sciences;0.028139134868979454
168;La téléologie naturelle au 18e siècle (Philosophy);RDF10;Natural sciences;0.5629411339759827;RDF105;Earth and related environmental sciences;0.8248074054718018;RDF106;Biological sciences;0.19049511849880219;RDF107;Other natural sciences;0.16425596177577972
169;Mouvements sociaux, droits sociaux et démocratie. Une théorie normative (Philosophy);RDF50;Social sciences;0.7473402619361877;RDF504;Sociology and related studies;0.7158198952674866;RDF508;Media and communications;0.1911288946866989;RDF509;Other social sciences;0.005021444987505674
170;Modeling the thermodynamic and physical properties of Deep Eutectic Solvents (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8805813789367676;RDF205;Chemical engineering;0.7808086276054382;RDF206;Materials engineering and resources engineering;0.007809906266629696;RDF208;Environmental engineering and related engineering;0.0007661980343982577
171;La qualité des relations employé-superviseur : Un modèle processuel des antécédents, conséquences, et modérateurs des évaluations comparatives;RDF20-21;Engineering and technology;0.431569367647171;RDF208;Environmental engineering and related engineering;0.2568495571613312;RDF202;Industrial, systems and processes engineering;0.2503790855407715;RDF204;Mechanical engineering;0.21710871160030365
172;Mathésis, mimésis, sémiosis : la littérarité des genres populaires dans les littératures francophones d'Afrique subsaharienne, du Maghreb et des Caraïbes (Literature);RDF60;Humanities and the arts;0.6359796524047852;RDF602;Languages and literature;0.9923235177993774;RDF605;Other humanities;0.038476865738630295;RDF603;Philosophy;0.00026243209140375257
173;Regime Change and Resilience of Maya peoples at the end of the Classic period (ca. 800-1000 CE) (Anthropology and archaeology);RDF10;Natural sciences;0.2672107219696045;RDF107;Other natural sciences;0.0004869445110671222;RDF106;Biological sciences;0.0002215169370174408;RDF105;Earth and related environmental sciences;0.0001704797032289207
174;Recommendations for culturally sensitive and intersectional practice in suicide prevention intervention for public safety personnel : a qualitative approach (Crisis/Suicide Line and App-based Support Models for post traum. stress in public safety personnel (PSP));RDF50;Social sciences;0.3124522566795349;RDF504;Sociology and related studies;0.13809636235237122;RDF508;Media and communications;0.11180591583251953;RDF501;Psychology and cognitive sciences;0.08495224267244339
175;Varieties of Valuings (Philosophy);RDF60;Humanities and the arts;0.40407055616378784;RDF603;Philosophy;0.9764171838760376;RDF605;Other humanities;0.0016329775098711252;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0006097989389672875
176;Pilotage en temps réel des systèmes à l'ère de l'industrie 4.0 (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9648606777191162;RDF202;Industrial, systems and processes engineering;0.9746674299240112;RDF212;Other engineering and technologies;0.9283043742179871;RDF210;Industrial biotechnology;0.053354062139987946
177;Understanding Esophageal Atresia using Induced Pluripotent Stem Cells;RDF30;Medical, health and life sciences;0.7533645629882812;RDF303;Health sciences;0.9345097541809082;RDF304;Medical biotechnology;0.9265269041061401;RDF301;Basic medicine and life sciences;0.3989700376987457
178;Discovery and characterization of novel genetic-exchange and drug-resistance mechanisms in Leishmania parasites (Microbiology & Infectious Diseases);RDF30;Medical, health and life sciences;0.6767998933792114;RDF303;Health sciences;0.004344267770648003;RDF301;Basic medicine and life sciences;0.0010588514851406217;RDF304;Medical biotechnology;0.0007749864016659558
179;From Perception and Learning to Understanding and Action (Computer Science);RDF20-21;Engineering and technology;0.6613232493400574;RDF203;Electrical engineering, computer engineering, and information engineering;0.07314015179872513;RDF212;Other engineering and technologies;0.0007867262465879321;RDF211;Nano-technology;0.0004459734191186726
180;Novel mechanisms of theca cell growth in the ovarian follicle of cattle (Biological Systems and Functions);RDF10;Natural sciences;0.7804141044616699;RDF106;Biological sciences;0.993155837059021;RDF107;Other natural sciences;0.0030087337363511324;RDF105;Earth and related environmental sciences;0.00022241125407163054
181;An OCT-controlled system for precise and reproducible subretinal drug injection in mice;RDF20-21;Engineering and technology;0.5275123715400696;RDF207;Medical and biomedical engineering;0.9805628657341003;RDF210;Industrial biotechnology;0.5499188899993896;RDF212;Other engineering and technologies;0.11334653943777084
182;Bioenergetic role of astrocytes in neuronal plasticity and behaviour (Genes, Cells and Molecules);RDF10;Natural sciences;0.41012266278266907;RDF106;Biological sciences;0.9527019262313843;RDF107;Other natural sciences;0.023122098296880722;RDF105;Earth and related environmental sciences;0.002582158427685499
183;In Democracy we trust, do we? (Sociology, demography and related fields);RDF50;Social sciences;0.9835118651390076;RDF504;Sociology and related studies;0.9918251633644104;RDF509;Other social sciences;0.03830724582076073;RDF507;Social and economic geography;0.02189570665359497
184;Minimally-invasive monitoring of renal health in reptiles (Biological Systems and Functions);RDF10;Natural sciences;0.8148907423019409;RDF106;Biological sciences;0.9444097876548767;RDF107;Other natural sciences;0.003275060560554266;RDF105;Earth and related environmental sciences;0.00035539973760023713
185;Le réenchantement à contretemps ? Irrationalité et postmodernité littéraire;RDF60;Humanities and the arts;0.7974328994750977;RDF602;Languages and literature;0.9861660599708557;RDF605;Other humanities;0.6424443125724792;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.30854469537734985
186;Structure-functional property-device performance relationships in electronic and energy materials and devices;RDF20-21;Engineering and technology;0.8622367978096008;RDF206;Materials engineering and resources engineering;0.2149413824081421;RDF203;Electrical engineering, computer engineering, and information engineering;0.12652674317359924;RDF211;Nano-technology;0.00799256470054388
187;AI augmented pilot;RDF20-21;Engineering and technology;0.7843838930130005;RDF212;Other engineering and technologies;0.4073096811771393;RDF203;Electrical engineering, computer engineering, and information engineering;0.016771987080574036;RDF208;Environmental engineering and related engineering;0.0091448575258255
188;Transfert, appropriation et rétention des pratiques associées à l'approvisionnement valorisant l'innovation dans le réseau québécois de la santé : le cas de l'approche fonctionnelle;RDF30;Medical, health and life sciences;0.5789130330085754;RDF301;Basic medicine and life sciences;0.9839597344398499;RDF303;Health sciences;0.9803042411804199;RDF305;Other medical sciences;0.9103509783744812
189;Le patrimoine des groupes ethnoculturels de Montréal: le cas de Montréal-Nord;RDF50;Social sciences;0.37043747305870056;RDF507;Social and economic geography;0.008253824897110462;RDF509;Other social sciences;0.004757062066346407;RDF504;Sociology and related studies;0.002701033605262637
190;Documenting forager adaptations to dramatic climate change at the Pleistocene-Holocene transition in Liguria (Italy) (Anthropology and archaeology);RDF10;Natural sciences;0.5691618323326111;RDF107;Other natural sciences;0.026695242151618004;RDF105;Earth and related environmental sciences;0.00465928390622139;RDF106;Biological sciences;0.0003877995768561959
191;Abordabilité intégrée: état des connaissances sur les interactions entre coûts d'habitation et de transport;RDF20-21;Engineering and technology;0.6726832985877991;RDF212;Other engineering and technologies;0.5450090169906616;RDF202;Industrial, systems and processes engineering;0.5443278551101685;RDF208;Environmental engineering and related engineering;0.11910899728536606
192;High definition digital microscope for accelerating Québec entomological research (Environmental Sciences);RDF10;Natural sciences;0.8164189457893372;RDF105;Earth and related environmental sciences;0.24594157934188843;RDF107;Other natural sciences;0.0019155895570293069;RDF106;Biological sciences;0.0003153776633553207
193;Envisioning and Enacting UX Evaluation of Augmented Reality: A Multimethod Approach (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9000235199928284;RDF202;Industrial, systems and processes engineering;0.5205780863761902;RDF212;Other engineering and technologies;0.013007006607949734;RDF210;Industrial biotechnology;0.00756040820851922
194;Kinematic-specific proprioceptive stimulations to better understand sensory control of gait movements (Mechanical Engineering);RDF20-21;Engineering and technology;0.9594830274581909;RDF204;Mechanical engineering;0.9984053373336792;RDF202;Industrial, systems and processes engineering;0.001264137215912342;RDF211;Nano-technology;0.0005302056088112295
195;Attentional processes in the human insula (Biological Systems and Functions);RDF10;Natural sciences;0.5543655157089233;RDF106;Biological sciences;0.9270498156547546;RDF107;Other natural sciences;0.0005543460720218718;RDF105;Earth and related environmental sciences;0.00022629865270573646
196;Towards More Autonomous and Safer Unmanned Aerial Vehicle Systems (Mechanical Engineering);RDF20-21;Engineering and technology;0.9782189130783081;RDF204;Mechanical engineering;0.9931265115737915;RDF202;Industrial, systems and processes engineering;0.0007673421059735119;RDF211;Nano-technology;0.00045576077536679804
197;Subsea and terrestrial permafrost of the central and eastern Canadian Arctic Archipelago (Geosciences);RDF10;Natural sciences;0.798046886920929;RDF105;Earth and related environmental sciences;0.8839989304542542;RDF107;Other natural sciences;0.0011286945082247257;RDF103;Physical sciences;0.0005732598365284503
198;Global Centers Track 2: Heat Adaptation;RDF10;Natural sciences;0.21546578407287598;RDF105;Earth and related environmental sciences;0.48651182651519775;RDF103;Physical sciences;0.007807131391018629;RDF106;Biological sciences;0.0029813102446496487
199;Immunovirological determinants of breakthrough COVID-19 disease in vaccinated or previously infected individuals (Virology & Viral Pathogenesis);RDF30;Medical, health and life sciences;0.5508212447166443;RDF303;Health sciences;0.08311086893081665;RDF301;Basic medicine and life sciences;0.005063922610133886;RDF302;Clinical medicine;0.00271388771943748
200;Hormonal control of stamen filament growth;RDF30;Medical, health and life sciences;0.4838433563709259;RDF304;Medical biotechnology;0.8573179244995117;RDF303;Health sciences;0.7609876394271851;RDF301;Basic medicine and life sciences;0.5115569233894348
201;Investigate features and dynamics of intron RNP biology and its role in modulating RNA metabolism (Biochemistry & Molecular Biology);RDF10;Natural sciences;0.42419227957725525;RDF106;Biological sciences;0.9692382216453552;RDF107;Other natural sciences;0.0009554052376188338;RDF105;Earth and related environmental sciences;0.0004708258784376085
202;CircRNAome in childhood TCF3-PBX1 ALL: Biomaker potential and mechanisms of circRNA dysregulation and function;RDF10;Natural sciences;0.3642048239707947;RDF106;Biological sciences;0.7738958597183228;RDF105;Earth and related environmental sciences;0.056201133877038956;RDF102;Computer and information sciences;0.02335602231323719
203;Additive manufacturing technologies for high-performance and high-productivity of multifunctional composite structures and their sustainability for aerospace applications;RDF20-21;Engineering and technology;0.923095166683197;RDF212;Other engineering and technologies;0.11057550460100174;RDF206;Materials engineering and resources engineering;0.009195882827043533;RDF211;Nano-technology;0.0007318357820622623
204;Computational methods and frameworks for unsupervised machine learning;RDF20-21;Engineering and technology;0.5297410488128662;RDF210;Industrial biotechnology;0.047813717275857925;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0326269268989563;RDF209;Environmental biotechnology;0.02231663651764393
205;Au coeur du cosmos TRYSPACES: Colloque, exposition et bibliothèque numérique;RDF60;Humanities and the arts;0.5867279171943665;RDF602;Languages and literature;0.8577869534492493;RDF605;Other humanities;0.05757173150777817;RDF601;History, archaeology and related studies;0.036569442600011826
206;Understanding Attitudes toward Artists with a Physical Disability;RDF60;Humanities and the arts;0.45114582777023315;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.07036598026752472;RDF605;Other humanities;0.0006252711173146963;RDF603;Philosophy;0.000229918077820912
207;Non-target analysis of radicals in sonochemical and advanced oxidation processes (AOPs) (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8212831616401672;RDF205;Chemical engineering;0.6046462655067444;RDF206;Materials engineering and resources engineering;0.008605659939348698;RDF211;Nano-technology;0.00040206831181421876
208;La cyberviolence dans les relations amoureuses des jeunes : identifier les facteurs de risque et de protection ainsi que leurs impacts différenciés selon le genre;RDF60;Humanities and the arts;0.2705557942390442;RDF605;Other humanities;0.001875413814559579;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.001141598797403276;RDF602;Languages and literature;0.0004950701259076595
209;"""Sentometrics"": Econometrics of textual sentiment with applications in economics and finance";RDF50;Social sciences;0.28581467270851135;RDF502;Economics and business administration;0.8618066906929016;RDF509;Other social sciences;0.0057374038733541965;RDF503;Education;0.0031472963746637106
210;Clean Energy transition, Market Design and Industry Dynamics;RDF20-21;Engineering and technology;0.7224082946777344;RDF211;Nano-technology;0.016287263482809067;RDF208;Environmental engineering and related engineering;0.0036771749146282673;RDF212;Other engineering and technologies;0.0032137681264430285
211;Conférence de l'International Society for the Study of Drug Policy;RDF50;Social sciences;0.2492760568857193;RDF509;Other social sciences;0.0018670052522793412;RDF507;Social and economic geography;0.0003472864627838135;RDF504;Sociology and related studies;0.00033345253905281425
212;Methods development for the measurement of single-cell molecular state (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.4158353805541992;RDF210;Industrial biotechnology;0.19657200574874878;RDF207;Medical and biomedical engineering;0.18940408527851105;RDF211;Nano-technology;0.019631890580058098
213;Multifunctional Engineering Structures via Embodied Intelligence;RDF20-21;Engineering and technology;0.9478504657745361;RDF203;Electrical engineering, computer engineering, and information engineering;0.7137235403060913;RDF202;Industrial, systems and processes engineering;0.472093790769577;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.451202392578125
214;Spin waves in ferromagnetic metallic wires (Physics);RDF10;Natural sciences;0.6990889310836792;RDF103;Physical sciences;0.9992551803588867;RDF107;Other natural sciences;0.0011172281811013818;RDF105;Earth and related environmental sciences;0.00039890193147584796
215;Molecular Chronobiology and regulation of gene expression in dinoflagellates (Genes, Cells and Molecules);RDF10;Natural sciences;0.6887869834899902;RDF106;Biological sciences;0.37603744864463806;RDF107;Other natural sciences;0.002139067044481635;RDF104;Chemical sciences;0.0008831748273223639
216;Combiner l’hypnose, la réalité virtuelle, la neurophysiologie et l’intelligence artificielle dans la gestion non-pharmacologique et personnalisée de la douleur chronique;RDF20-21;Engineering and technology;0.7008631825447083;RDF212;Other engineering and technologies;0.9761055111885071;RDF202;Industrial, systems and processes engineering;0.11078902333974838;RDF211;Nano-technology;0.09578017890453339
217;Les théories inédites de la foi des penseurs dominicains des années 1250-1350 (Philosophy);RDF60;Humanities and the arts;0.4617733657360077;RDF603;Philosophy;0.9983735680580139;RDF602;Languages and literature;0.0008156490512192249;RDF605;Other humanities;0.0003223316161893308
218;Computationally efficient multiphysics and multiscale modeling approaches applied to porous materials engineering;RDF20-21;Engineering and technology;0.8574697375297546;RDF206;Materials engineering and resources engineering;0.14852726459503174;RDF212;Other engineering and technologies;0.024066435173153877;RDF211;Nano-technology;0.003978581167757511
219;Marriage, Sorting, and Segregation Across U.S. Cities (Economics);RDF50;Social sciences;0.31670939922332764;RDF507;Social and economic geography;0.9513903260231018;RDF502;Economics and business administration;0.038734421133995056;RDF504;Sociology and related studies;0.0009448503842577338
220;Highly versatile benchtop Flow Cytometry Analyzer (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9652734994888306;RDF205;Chemical engineering;0.9014461636543274;RDF206;Materials engineering and resources engineering;0.009841310791671276;RDF211;Nano-technology;0.000993990572169423
221;Analysis of Extreme Values;RDF30;Medical, health and life sciences;0.2687852382659912;RDF303;Health sciences;0.05470479279756546;RDF304;Medical biotechnology;0.04161699488759041;RDF302;Clinical medicine;0.020596643909811974
222;Frontlines to Headlines: The Politics of Memory, War and the Press in interwar Germany (History);RDF50;Social sciences;0.3122830092906952;RDF508;Media and communications;0.041565775871276855;RDF504;Sociology and related studies;0.00046716348151676357;RDF509;Other social sciences;0.0004179338284302503
223;Mechanistic Investigations of Nickel-Promoted C-Heteroatom Bond Making Reactions (Chemistry);RDF10;Natural sciences;0.476195752620697;RDF104;Chemical sciences;0.9988660216331482;RDF105;Earth and related environmental sciences;0.0007216537487693131;RDF107;Other natural sciences;0.00047925434773787856
224;Manipulated Procurement;RDF30;Medical, health and life sciences;0.3750065267086029;RDF303;Health sciences;0.04104793816804886;RDF304;Medical biotechnology;0.02063879929482937;RDF301;Basic medicine and life sciences;0.0069226049818098545
225;Functionalized Bilayer Graphene Devices: Achieving Selectivity and Sensitivity;RDF20-21;Engineering and technology;0.8849735856056213;RDF206;Materials engineering and resources engineering;0.5655584335327148;RDF202;Industrial, systems and processes engineering;0.359271377325058;RDF207;Medical and biomedical engineering;0.32861047983169556
226;Le rôle de la résilience sur la santé et le bien-être des équipes interprofessionnelles: validation d'une démarche managériale participative;RDF30;Medical, health and life sciences;0.7995424270629883;RDF303;Health sciences;0.9707136154174805;RDF305;Other medical sciences;0.8209350109100342;RDF301;Basic medicine and life sciences;0.818746030330658
227;Les jeunes en difficulté et faisant l'objet d'une double prise en charge judiciaire : parcours de vie, trajectoires dans les services et pratiques professionnelles (Law and criminology);RDF10;Natural sciences;0.20843183994293213;RDF106;Biological sciences;0.0001599221141077578;RDF107;Other natural sciences;9.815004887059331e-05;RDF103;Physical sciences;9.779743413673714e-05
228;"Before the ""Great Divide"": The Shared Language(s) of Art and Science in the Early Modern Period (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.7088878154754639;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.12168949097394943;RDF603;Philosophy;0.010336133651435375;RDF605;Other humanities;0.002213072497397661
229;MID-INFRARED QUANTUM TECHNOLOGY FOR SENSING (MIRAQLS);RDF20-21;Engineering and technology;0.8554096221923828;RDF207;Medical and biomedical engineering;0.4028457701206207;RDF204;Mechanical engineering;0.1863493025302887;RDF202;Industrial, systems and processes engineering;0.06840290874242783
230;Exploiting minor histocompatibility antigens for personalized cancer immunotherapy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.5612337589263916;RDF304;Medical biotechnology;0.22498832643032074;RDF303;Health sciences;0.10976884514093399;RDF302;Clinical medicine;0.020529748871922493
231;Investment incentives in matching markets: on the foundations of competitive models (Economics);RDF50;Social sciences;0.21198001503944397;RDF502;Economics and business administration;0.9604004621505737;RDF507;Social and economic geography;0.0015995363937690854;RDF509;Other social sciences;0.0006097759469412267
232;Advancing Machine Learning with Causal Models (Computer Science);RDF20-21;Engineering and technology;0.35700899362564087;RDF203;Electrical engineering, computer engineering, and information engineering;0.00591034721583128;RDF210;Industrial biotechnology;0.005318188574165106;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0013228851603344083
233;The Brahma Kumari Tradition in Canada and the United States (Medieval, classics, religious studies);RDF60;Humanities and the arts;0.47709107398986816;RDF602;Languages and literature;0.011496397666633129;RDF605;Other humanities;0.008406569249927998;RDF603;Philosophy;0.002123661804944277
234;Social polarization in high schools during COVID-19: A mixed-method Positive Youth Development research to inform how to promote well-being and reduce violence among adolescents (Education and social work);RDF50;Social sciences;0.8596340417861938;RDF503;Education;0.1691984385251999;RDF504;Sociology and related studies;0.05909949168562889;RDF509;Other social sciences;0.005885001737624407
235;Assessing the community needs of Canadians with limb loss: Building the foundation for community action;RDF50;Social sciences;0.37050771713256836;RDF504;Sociology and related studies;0.26557648181915283;RDF506;Political science and policy administration;0.07004426419734955;RDF507;Social and economic geography;0.049979742616415024
236;Addition of high dose Stimulant and engagement-focused Contingency management, alone and in combination, to treatment as usual for the management of MEthamphetamine use disorder (ASCME): a pan-Canadian multisite randomized controlled trial;RDF30;Medical, health and life sciences;0.5533972978591919;RDF303;Health sciences;0.6009523272514343;RDF302;Clinical medicine;0.27959612011909485;RDF301;Basic medicine and life sciences;0.0823293998837471
237;Écrire / Traduire / Visualiser les humanités numériques;RDF60;Humanities and the arts;0.6997243762016296;RDF601;History, archaeology and related studies;0.6341285109519958;RDF602;Languages and literature;0.5964844226837158;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.14594139158725739
238;Smart Electrolytes for a New Perspective on Electrochemical Energy Storage (Chemistry);RDF20-21;Engineering and technology;0.3344142735004425;RDF205;Chemical engineering;0.3916819989681244;RDF211;Nano-technology;0.009595192968845367;RDF212;Other engineering and technologies;0.0028761059511452913
239;Femmes et pouvoirs dans le bailliage de Montréal (1644-1693) (History);RDF40;Agricultural and veterinary sciences;0.25146910548210144;RDF401;Agriculture, forestry, and fisheries;0.18621110916137695;RDF403;Veterinary sciences;0.0015910384245216846;RDF404;Agricultural biotechnology and food sciences;0.0007112922030501068
240;Entre pressions socioculturelles et insatisfaction à l'égard de l'image corporelle : le rôle médiateur de caractéristiques personnelles chez les adolescents et jeunes hommes. (Psychology);RDF60;Humanities and the arts;0.5117065906524658;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.11618313938379288;RDF602;Languages and literature;0.002968399552628398;RDF605;Other humanities;0.0013891988201066852
241;Multi-Precision Optimization and Methods with Inaccurate Functions and Derivatives (Computer Science);RDF20-21;Engineering and technology;0.37010854482650757;RDF203;Electrical engineering, computer engineering, and information engineering;0.04226098209619522;RDF208;Environmental engineering and related engineering;0.0002492137427907437;RDF212;Other engineering and technologies;0.00021107408974785358
242;Adaptive FEM for Analysis, Design, and Control of Complex Flows (Mechanical Engineering);RDF20-21;Engineering and technology;0.9559827446937561;RDF204;Mechanical engineering;0.9972871541976929;RDF202;Industrial, systems and processes engineering;0.015218299813568592;RDF211;Nano-technology;0.0011371957371011376
243;Diagnosis of Aggressive Prostate Cancer Using Key Features of Raman Spectroscopy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.7376745343208313;RDF303;Health sciences;0.6428278088569641;RDF302;Clinical medicine;0.034981194883584976;RDF304;Medical biotechnology;0.02322300896048546
244;Maintaining balance in an unstable environment: A central role for the vestibular system (Biological Systems and Functions);RDF10;Natural sciences;0.32199424505233765;RDF106;Biological sciences;0.9276813864707947;RDF105;Earth and related environmental sciences;0.0026939616072922945;RDF107;Other natural sciences;0.0004973856848664582
245;Multifarious roles of the smallest Arabidopsis thaliana MAPKKKs clade (MAPKKK19, 20 and 21) as an integrative hub for plant pathogen interactions, growth, development and reproduction (Biological Systems and Functions);RDF10;Natural sciences;0.700986385345459;RDF106;Biological sciences;0.9884117841720581;RDF105;Earth and related environmental sciences;0.00799827091395855;RDF107;Other natural sciences;0.0010225948644801974
246;Occurrence et contrôle des bactéries opportunistes et bioaérosols issus des systèmes de traitement des eaux usées (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9432887434959412;RDF202;Industrial, systems and processes engineering;0.980988621711731;RDF208;Environmental engineering and related engineering;0.4855530560016632;RDF210;Industrial biotechnology;0.16968828439712524
247;Le confinement : étude comparée du choix d'un instrument de politique publique extrême (Political science and public administration);RDF50;Social sciences;0.6046401858329773;RDF506;Political science and policy administration;0.9720225930213928;RDF509;Other social sciences;0.02985118143260479;RDF503;Education;0.008751082234084606
248;Valorisation des noirs de carbone recyclés de pneus usagés;RDF20-21;Engineering and technology;0.2826032042503357;RDF205;Chemical engineering;0.556688666343689;RDF210;Industrial biotechnology;0.3785953223705292;RDF206;Materials engineering and resources engineering;0.3439408540725708
249;"""Managing AI in Health Ecosystems"" Masterclass";RDF30;Medical, health and life sciences;0.6378743052482605;RDF303;Health sciences;0.9599814414978027;RDF304;Medical biotechnology;0.39450663328170776;RDF302;Clinical medicine;0.10073886066675186
250;Novel regulatory mechanisms of the mammalian nuclear proteasome through liquid-liquid phase separation (Cell Biology – Molecular/Fundamental);RDF10;Natural sciences;0.3833875060081482;RDF106;Biological sciences;0.9840598106384277;RDF105;Earth and related environmental sciences;0.0004430805565789342;RDF107;Other natural sciences;0.00029790951521135867
251;Integrating early neuromonitoring biomarkers to better define eligibility for therapeutic hypothermia after perinatal hypoxia-ischemia;RDF30;Medical, health and life sciences;0.40490907430648804;RDF303;Health sciences;0.7999095916748047;RDF304;Medical biotechnology;0.6261084079742432;RDF302;Clinical medicine;0.5397874712944031
252;Metasurface and Metamaterial-Inspired Devices for 5G, IoT, Sensing and Space Applications;RDF20-21;Engineering and technology;0.9720151424407959;RDF212;Other engineering and technologies;0.6223192811012268;RDF206;Materials engineering and resources engineering;0.11496594548225403;RDF211;Nano-technology;0.0009611895075067878
253;Cross-frequency coupling and machine learning for electrophysiological signal analysis;RDF20-21;Engineering and technology;0.6877058148384094;RDF212;Other engineering and technologies;0.03850877285003662;RDF207;Medical and biomedical engineering;0.014613517560064793;RDF211;Nano-technology;0.007914215326309204
254;Uncovering a New Cytotoxic Mechanism of Natural Killer Cells (Genes, Cells and Molecules);RDF10;Natural sciences;0.7049221396446228;RDF106;Biological sciences;0.9129898548126221;RDF104;Chemical sciences;0.11857164651155472;RDF105;Earth and related environmental sciences;0.06190738081932068
255;Actualisation de la formation sur les pratiques d'affiliation dans les Auberges du coeur du Québec;RDF60;Humanities and the arts;0.30102384090423584;RDF601;History, archaeology and related studies;0.5665237903594971;RDF602;Languages and literature;0.5130799412727356;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.1654461920261383
256;Evidence for Impact: The Quebec Experience of Designing Evidence-Based Public Policy Solutions to Reform Home Care;RDF50;Social sciences;0.32812342047691345;RDF506;Political science and policy administration;0.2552352249622345;RDF502;Economics and business administration;0.009020314551889896;RDF507;Social and economic geography;0.009009737521409988
257;Replicative stress as a primary determinant of chemotherapeutic outcome in ovarian cancer;RDF30;Medical, health and life sciences;0.6697893142700195;RDF303;Health sciences;0.5223825573921204;RDF302;Clinical medicine;0.13969391584396362;RDF301;Basic medicine and life sciences;0.12802335619926453
258;Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.8910035490989685;RDF202;Industrial, systems and processes engineering;0.24843767285346985;RDF208;Environmental engineering and related engineering;0.018671004101634026;RDF212;Other engineering and technologies;0.0017331322887912393
259;Le travail ensemble comme stratégie de réponse aux besoins complexes des jeunes en difficulté : comprendre les processus d'émergence de la collaboration (Education and social work);RDF50;Social sciences;0.5786367654800415;RDF503;Education;0.9349481463432312;RDF509;Other social sciences;0.003720392705872655;RDF504;Sociology and related studies;0.0005343068623915315
260;Interneuronopathies and neurodevelopmental disorders (Genetics);RDF30;Medical, health and life sciences;0.29988428950309753;RDF303;Health sciences;0.0009399463888257742;RDF305;Other medical sciences;0.0009193929727189243;RDF301;Basic medicine and life sciences;0.0008269919781014323
261;Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists (Pharmacology & Toxicology);RDF30;Medical, health and life sciences;0.669457733631134;RDF303;Health sciences;0.09654489159584045;RDF304;Medical biotechnology;0.033915527164936066;RDF302;Clinical medicine;0.015852803364396095
262;Entre vie et mort: images de médiation (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.8555529117584229;RDF605;Other humanities;0.08929998427629471;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.04199511185288429;RDF601;History, archaeology and related studies;0.0013360946904867887
263;Identification of microbial factors to modulate immune dysregulation and treat post-COVID-19 syndrome;RDF30;Medical, health and life sciences;0.6909435391426086;RDF303;Health sciences;0.7974669933319092;RDF304;Medical biotechnology;0.6251490712165833;RDF301;Basic medicine and life sciences;0.26234927773475647
264;Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée? (Business, management and related fields);RDF20-21;Engineering and technology;0.25019389390945435;RDF212;Other engineering and technologies;0.005236954893916845;RDF202;Industrial, systems and processes engineering;0.0011717536253854632;RDF210;Industrial biotechnology;0.00041628023609519005
265;Data-driven Optimization of Transport Systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9383060932159424;RDF202;Industrial, systems and processes engineering;0.8970602750778198;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.14729635417461395;RDF212;Other engineering and technologies;0.0016671285266056657
