;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
169;Mouvements sociaux, droits sociaux et démocratie. Une théorie normative (Philosophy);RDF50;Social sciences;0.4069212079048157;RDF504;Sociology and related studies;0.7300975322723389;RDF509;Other social sciences;0.004792316351085901;RDF503;Education;0.004759823903441429
170;Modeling the thermodynamic and physical properties of Deep Eutectic Solvents (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.77394038438797;RDF205;Chemical engineering;0.9267358779907227;RDF206;Materials engineering and resources engineering;0.00307536986656487;RDF208;Environmental engineering and related engineering;0.0026316738221794367
171;La qualité des relations employé-superviseur : Un modèle processuel des antécédents, conséquences, et modérateurs des évaluations comparatives;RDF30;Medical, health and life sciences;0.43365544080734253;RDF301;Basic medicine and life sciences;0.26549944281578064;RDF304;Medical biotechnology;0.11407212167978287;RDF302;Clinical medicine;0.040294550359249115
172;Mathésis, mimésis, sémiosis : la littérarité des genres populaires dans les littératures francophones d'Afrique subsaharienne, du Maghreb et des Caraïbes (Literature);RDF60;Humanities and the arts;0.9280219078063965;RDF602;Languages and literature;0.9372107982635498;RDF605;Other humanities;0.6979178786277771;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.000943619292229414
173;Regime Change and Resilience of Maya peoples at the end of the Classic period (ca. 800-1000 CE) (Anthropology and archaeology);RDF60;Humanities and the arts;0.4973889887332916;RDF601;History, archaeology and related studies;0.9884696006774902;RDF605;Other humanities;0.19140323996543884;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.005353646352887154
174;Recommendations for culturally sensitive and intersectional practice in suicide prevention intervention for public safety personnel : a qualitative approach (Crisis/Suicide Line and App-based Support Models for post traum. stress in public safety personnel (PSP));RDF50;Social sciences;0.32803767919540405;RDF504;Sociology and related studies;0.03255897015333176;RDF509;Other social sciences;0.0035106493160128593;RDF505;Law and legal practice;0.0005254230927675962
175;Varieties of Valuings (Philosophy);RDF30;Medical, health and life sciences;0.27771785855293274;RDF304;Medical biotechnology;0.002878348110243678;RDF301;Basic medicine and life sciences;0.002230012556537986;RDF305;Other medical sciences;0.0003225071995984763
176;Pilotage en temps réel des systèmes à l'ère de l'industrie 4.0 (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9941830635070801;RDF202;Industrial, systems and processes engineering;0.8063956499099731;RDF210;Industrial biotechnology;0.14499425888061523;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.10143357515335083
177;Understanding Esophageal Atresia using Induced Pluripotent Stem Cells;RDF10;Natural sciences;0.6049850583076477;RDF106;Biological sciences;0.9244493246078491;RDF107;Other natural sciences;0.0064882696606218815;RDF105;Earth and related environmental sciences;0.002811858896166086
178;Discovery and characterization of novel genetic-exchange and drug-resistance mechanisms in Leishmania parasites (Microbiology & Infectious Diseases);RDF10;Natural sciences;0.7945085167884827;RDF106;Biological sciences;0.7951415777206421;RDF107;Other natural sciences;0.11221038550138474;RDF102;Computer and information sciences;0.0006011795485392213
179;From Perception and Learning to Understanding and Action (Computer Science);RDF30;Medical, health and life sciences;0.2638661861419678;RDF304;Medical biotechnology;0.008606599643826485;RDF301;Basic medicine and life sciences;0.00037924337084405124;RDF302;Clinical medicine;0.0002332232252229005
180;Novel mechanisms of theca cell growth in the ovarian follicle of cattle (Biological Systems and Functions);RDF10;Natural sciences;0.7022780776023865;RDF106;Biological sciences;0.8967044949531555;RDF107;Other natural sciences;0.021553462371230125;RDF105;Earth and related environmental sciences;0.000818333588540554
181;An OCT-controlled system for precise and reproducible subretinal drug injection in mice;RDF20-21;Engineering and technology;0.6014089584350586;RDF207;Medical and biomedical engineering;0.7713675498962402;RDF210;Industrial biotechnology;0.45956116914749146;RDF202;Industrial, systems and processes engineering;0.02722090296447277
182;Bioenergetic role of astrocytes in neuronal plasticity and behaviour (Genes, Cells and Molecules);RDF10;Natural sciences;0.6481660008430481;RDF106;Biological sciences;0.7092205882072449;RDF107;Other natural sciences;0.006576997693628073;RDF105;Earth and related environmental sciences;0.0005953406798653305
183;In Democracy we trust, do we? (Sociology, demography and related fields);RDF50;Social sciences;0.7656261920928955;RDF504;Sociology and related studies;0.9835338592529297;RDF509;Other social sciences;0.019050899893045425;RDF507;Social and economic geography;0.00214894930832088
184;Minimally-invasive monitoring of renal health in reptiles (Biological Systems and Functions);RDF10;Natural sciences;0.7373275756835938;RDF106;Biological sciences;0.6236347556114197;RDF107;Other natural sciences;0.005405900534242392;RDF105;Earth and related environmental sciences;0.00032125029247254133
185;Le réenchantement à contretemps ? Irrationalité et postmodernité littéraire;RDF60;Humanities and the arts;0.7525514364242554;RDF605;Other humanities;0.6980208158493042;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2050374299287796;RDF602;Languages and literature;0.1920464038848877
186;Structure-functional property-device performance relationships in electronic and energy materials and devices;RDF20-21;Engineering and technology;0.7996495962142944;RDF203;Electrical engineering, computer engineering, and information engineering;0.4414322078227997;RDF211;Nano-technology;0.14767807722091675;RDF210;Industrial biotechnology;0.045628201216459274
187;AI augmented pilot;RDF30;Medical, health and life sciences;0.40211358666419983;RDF301;Basic medicine and life sciences;0.023893600329756737;RDF302;Clinical medicine;0.003861870151013136;RDF303;Health sciences;0.0026010938454419374
188;Transfert, appropriation et rétention des pratiques associées à l'approvisionnement valorisant l'innovation dans le réseau québécois de la santé : le cas de l'approche fonctionnelle;RDF30;Medical, health and life sciences;0.9532644748687744;RDF304;Medical biotechnology;0.5058590769767761;RDF301;Basic medicine and life sciences;0.4003976285457611;RDF302;Clinical medicine;0.36931508779525757
189;Le patrimoine des groupes ethnoculturels de Montréal: le cas de Montréal-Nord;RDF60;Humanities and the arts;0.5755459666252136;RDF601;History, archaeology and related studies;0.04220600053668022;RDF605;Other humanities;0.008864497765898705;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.008299686945974827
190;Documenting forager adaptations to dramatic climate change at the Pleistocene-Holocene transition in Liguria (Italy) (Anthropology and archaeology);RDF60;Humanities and the arts;0.38229021430015564;RDF601;History, archaeology and related studies;0.9885029792785645;RDF605;Other humanities;0.0466814823448658;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0009181901696138084
191;Abordabilité intégrée: état des connaissances sur les interactions entre coûts d'habitation et de transport;RDF50;Social sciences;0.297825425863266;RDF507;Social and economic geography;0.4532921016216278;RDF509;Other social sciences;0.06257405132055283;RDF503;Education;0.058211855590343475
192;High definition digital microscope for accelerating Québec entomological research (Environmental Sciences);RDF20-21;Engineering and technology;0.4968883693218231;RDF208;Environmental engineering and related engineering;0.03708202391862869;RDF212;Other engineering and technologies;0.0017752605490386486;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0012743263505399227
193;Envisioning and Enacting UX Evaluation of Augmented Reality: A Multimethod Approach (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9875366687774658;RDF202;Industrial, systems and processes engineering;0.3604046106338501;RDF212;Other engineering and technologies;0.16545823216438293;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0897732824087143
194;Kinematic-specific proprioceptive stimulations to better understand sensory control of gait movements (Mechanical Engineering);RDF20-21;Engineering and technology;0.974237859249115;RDF204;Mechanical engineering;0.9850140810012817;RDF212;Other engineering and technologies;0.0014779429184272885;RDF202;Industrial, systems and processes engineering;0.0003187510883435607
195;Attentional processes in the human insula (Biological Systems and Functions);RDF10;Natural sciences;0.24366211891174316;RDF106;Biological sciences;0.05037732794880867;RDF107;Other natural sciences;0.00037191089359112084;RDF105;Earth and related environmental sciences;0.00011301345512038097
196;Towards More Autonomous and Safer Unmanned Aerial Vehicle Systems (Mechanical Engineering);RDF20-21;Engineering and technology;0.9907856583595276;RDF204;Mechanical engineering;0.9812927842140198;RDF212;Other engineering and technologies;0.0037654137704521418;RDF202;Industrial, systems and processes engineering;0.003063416574150324
197;Subsea and terrestrial permafrost of the central and eastern Canadian Arctic Archipelago (Geosciences);RDF10;Natural sciences;0.46241849660873413;RDF105;Earth and related environmental sciences;0.9863499999046326;RDF107;Other natural sciences;0.01822929084300995;RDF106;Biological sciences;0.00019147786952089518
198;Global Centers Track 2: Heat Adaptation;RDF10;Natural sciences;0.2810327112674713;RDF105;Earth and related environmental sciences;0.4989013969898224;RDF107;Other natural sciences;0.06204626336693764;RDF103;Physical sciences;0.00719081237912178
199;Immunovirological determinants of breakthrough COVID-19 disease in vaccinated or previously infected individuals (Virology & Viral Pathogenesis);RDF10;Natural sciences;0.46458443999290466;RDF106;Biological sciences;0.27958256006240845;RDF107;Other natural sciences;0.004962942097336054;RDF103;Physical sciences;0.00014285813085734844
200;Hormonal control of stamen filament growth;RDF10;Natural sciences;0.434285044670105;RDF106;Biological sciences;0.8726868033409119;RDF105;Earth and related environmental sciences;0.5598917603492737;RDF107;Other natural sciences;0.043204035609960556
201;Investigate features and dynamics of intron RNP biology and its role in modulating RNA metabolism (Biochemistry & Molecular Biology);RDF10;Natural sciences;0.8316669464111328;RDF106;Biological sciences;0.7834919095039368;RDF107;Other natural sciences;0.026205413043498993;RDF104;Chemical sciences;0.020023440942168236
202;CircRNAome in childhood TCF3-PBX1 ALL: Biomaker potential and mechanisms of circRNA dysregulation and function;RDF10;Natural sciences;0.6241483092308044;RDF106;Biological sciences;0.6639413237571716;RDF107;Other natural sciences;0.009055264294147491;RDF105;Earth and related environmental sciences;0.0030043432489037514
203;Additive manufacturing technologies for high-performance and high-productivity of multifunctional composite structures and their sustainability for aerospace applications;RDF20-21;Engineering and technology;0.8996520638465881;RDF202;Industrial, systems and processes engineering;0.013020491227507591;RDF204;Mechanical engineering;0.012455652467906475;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.003664220217615366
204;Computational methods and frameworks for unsupervised machine learning;RDF30;Medical, health and life sciences;0.5302579402923584;RDF301;Basic medicine and life sciences;0.17567946016788483;RDF304;Medical biotechnology;0.0960254892706871;RDF302;Clinical medicine;0.032040078192949295
205;Au coeur du cosmos TRYSPACES: Colloque, exposition et bibliothèque numérique;RDF60;Humanities and the arts;0.9398544430732727;RDF605;Other humanities;0.28726768493652344;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.03082132712006569;RDF602;Languages and literature;0.01815951243042946
206;Understanding Attitudes toward Artists with a Physical Disability;RDF60;Humanities and the arts;0.6212149262428284;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.24707794189453125;RDF605;Other humanities;0.02078460529446602;RDF601;History, archaeology and related studies;0.0020033332984894514
207;Non-target analysis of radicals in sonochemical and advanced oxidation processes (AOPs) (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.6815637350082397;RDF205;Chemical engineering;0.844729483127594;RDF206;Materials engineering and resources engineering;0.0015792594058439136;RDF208;Environmental engineering and related engineering;0.0009110511746257544
208;La cyberviolence dans les relations amoureuses des jeunes : identifier les facteurs de risque et de protection ainsi que leurs impacts différenciés selon le genre;RDF30;Medical, health and life sciences;0.28388863801956177;RDF305;Other medical sciences;0.0009565964573994279;RDF304;Medical biotechnology;0.0008088073809631169;RDF301;Basic medicine and life sciences;0.0006082616746425629
209;"""Sentometrics"": Econometrics of textual sentiment with applications in economics and finance";RDF50;Social sciences;0.6390497088432312;RDF502;Economics and business administration;0.3300931751728058;RDF509;Other social sciences;0.01214717049151659;RDF507;Social and economic geography;0.000628784007858485
210;Clean Energy transition, Market Design and Industry Dynamics;RDF20-21;Engineering and technology;0.4330500364303589;RDF208;Environmental engineering and related engineering;0.5039061903953552;RDF210;Industrial biotechnology;0.09674844890832901;RDF211;Nano-technology;0.03456380218267441
211;Conférence de l'International Society for the Study of Drug Policy;RDF30;Medical, health and life sciences;0.8894816040992737;RDF302;Clinical medicine;0.40403708815574646;RDF301;Basic medicine and life sciences;0.32987722754478455;RDF303;Health sciences;0.30554190278053284
212;Methods development for the measurement of single-cell molecular state (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.46923166513442993;RDF301;Basic medicine and life sciences;0.8516137599945068;RDF304;Medical biotechnology;0.6404109597206116;RDF303;Health sciences;0.6109178066253662
213;Multifunctional Engineering Structures via Embodied Intelligence;RDF20-21;Engineering and technology;0.9179748892784119;RDF203;Electrical engineering, computer engineering, and information engineering;0.7354516386985779;RDF202;Industrial, systems and processes engineering;0.7244806289672852;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.47219663858413696
214;Spin waves in ferromagnetic metallic wires (Physics);RDF10;Natural sciences;0.8564524054527283;RDF103;Physical sciences;0.9903102517127991;RDF107;Other natural sciences;0.00974610447883606;RDF105;Earth and related environmental sciences;0.00033600549795664847
215;Molecular Chronobiology and regulation of gene expression in dinoflagellates (Genes, Cells and Molecules);RDF10;Natural sciences;0.8935873508453369;RDF106;Biological sciences;0.6494118571281433;RDF107;Other natural sciences;0.019419347867369652;RDF105;Earth and related environmental sciences;0.0008986913016997278
216;Combiner l’hypnose, la réalité virtuelle, la neurophysiologie et l’intelligence artificielle dans la gestion non-pharmacologique et personnalisée de la douleur chronique;RDF10;Natural sciences;0.2940480709075928;RDF102;Computer and information sciences;0.6397923231124878;RDF107;Other natural sciences;0.5829659700393677;RDF106;Biological sciences;0.006463137920945883
217;Les théories inédites de la foi des penseurs dominicains des années 1250-1350 (Philosophy);RDF60;Humanities and the arts;0.3004990220069885;RDF603;Philosophy;0.9810219407081604;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.013982614502310753;RDF602;Languages and literature;0.0007643033168278635
218;Computationally efficient multiphysics and multiscale modeling approaches applied to porous materials engineering;RDF20-21;Engineering and technology;0.854764997959137;RDF206;Materials engineering and resources engineering;0.28378137946128845;RDF211;Nano-technology;0.026778364554047585;RDF205;Chemical engineering;0.02015802077949047
219;Marriage, Sorting, and Segregation Across U.S. Cities (Economics);RDF50;Social sciences;0.3464607000350952;RDF507;Social and economic geography;0.9837849736213684;RDF504;Sociology and related studies;0.019832709804177284;RDF502;Economics and business administration;0.005312205292284489
220;Highly versatile benchtop Flow Cytometry Analyzer (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8824466466903687;RDF205;Chemical engineering;0.6319351196289062;RDF210;Industrial biotechnology;0.03623710572719574;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.012588481418788433
221;Analysis of Extreme Values;RDF30;Medical, health and life sciences;0.3482165038585663;RDF304;Medical biotechnology;0.06324329227209091;RDF305;Other medical sciences;0.002730896696448326;RDF302;Clinical medicine;0.0012042381567880511
222;Frontlines to Headlines: The Politics of Memory, War and the Press in interwar Germany (History);RDF50;Social sciences;0.2599594295024872;RDF508;Media and communications;0.9811126589775085;RDF504;Sociology and related studies;0.0013327987398952246;RDF509;Other social sciences;0.0012351678451523185
223;Mechanistic Investigations of Nickel-Promoted C-Heteroatom Bond Making Reactions (Chemistry);RDF10;Natural sciences;0.7300499081611633;RDF104;Chemical sciences;0.9787532687187195;RDF103;Physical sciences;0.005060332361608744;RDF107;Other natural sciences;0.003983970731496811
224;Manipulated Procurement;RDF30;Medical, health and life sciences;0.5432724952697754;RDF301;Basic medicine and life sciences;0.09076570719480515;RDF305;Other medical sciences;0.018020741641521454;RDF304;Medical biotechnology;0.01331231277436018
225;Functionalized Bilayer Graphene Devices: Achieving Selectivity and Sensitivity;RDF20-21;Engineering and technology;0.8433767557144165;RDF211;Nano-technology;0.7700111269950867;RDF204;Mechanical engineering;0.2299240231513977;RDF207;Medical and biomedical engineering;0.20765623450279236
226;Le rôle de la résilience sur la santé et le bien-être des équipes interprofessionnelles: validation d'une démarche managériale participative;RDF30;Medical, health and life sciences;0.7463912963867188;RDF303;Health sciences;0.5616957545280457;RDF305;Other medical sciences;0.5462540984153748;RDF301;Basic medicine and life sciences;0.5078119039535522
227;Les jeunes en difficulté et faisant l'objet d'une double prise en charge judiciaire : parcours de vie, trajectoires dans les services et pratiques professionnelles (Law and criminology);RDF50;Social sciences;0.28753721714019775;RDF505;Law and legal practice;0.8069286942481995;RDF509;Other social sciences;0.0005592909874394536;RDF504;Sociology and related studies;0.0005172813544049859
228;"Before the ""Great Divide"": The Shared Language(s) of Art and Science in the Early Modern Period (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.7807905077934265;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.45810627937316895;RDF602;Languages and literature;0.016801616176962852;RDF603;Philosophy;0.004736748989671469
229;MID-INFRARED QUANTUM TECHNOLOGY FOR SENSING (MIRAQLS);RDF20-21;Engineering and technology;0.4995889961719513;RDF211;Nano-technology;0.11412148177623749;RDF209;Environmental biotechnology;0.03085051104426384;RDF210;Industrial biotechnology;0.029367852956056595
230;Exploiting minor histocompatibility antigens for personalized cancer immunotherapy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.6364655494689941;RDF304;Medical biotechnology;0.9502496719360352;RDF303;Health sciences;0.8241790533065796;RDF302;Clinical medicine;0.5634980201721191
231;Investment incentives in matching markets: on the foundations of competitive models (Economics);RDF30;Medical, health and life sciences;0.37879955768585205;RDF304;Medical biotechnology;0.36658975481987;RDF301;Basic medicine and life sciences;0.15882562100887299;RDF305;Other medical sciences;0.0010775026166811585
232;Advancing Machine Learning with Causal Models (Computer Science);RDF30;Medical, health and life sciences;0.393472284078598;RDF304;Medical biotechnology;0.06068228930234909;RDF302;Clinical medicine;0.0030455742962658405;RDF301;Basic medicine and life sciences;0.002986843464896083
233;The Brahma Kumari Tradition in Canada and the United States (Medieval, classics, religious studies);RDF60;Humanities and the arts;0.7443020939826965;RDF605;Other humanities;0.6389268040657043;RDF602;Languages and literature;0.002746900776401162;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0018530593952164054
234;Social polarization in high schools during COVID-19: A mixed-method Positive Youth Development research to inform how to promote well-being and reduce violence among adolescents (Education and social work);RDF50;Social sciences;0.6245788931846619;RDF504;Sociology and related studies;0.7637041211128235;RDF503;Education;0.7491101622581482;RDF509;Other social sciences;0.13330236077308655
235;Assessing the community needs of Canadians with limb loss: Building the foundation for community action;RDF50;Social sciences;0.4261142313480377;RDF504;Sociology and related studies;0.09623762220144272;RDF501;Psychology and cognitive sciences;0.07857164740562439;RDF507;Social and economic geography;0.019531236961483955
236;Addition of high dose Stimulant and engagement-focused Contingency management, alone and in combination, to treatment as usual for the management of MEthamphetamine use disorder (ASCME): a pan-Canadian multisite randomized controlled trial;RDF30;Medical, health and life sciences;0.8074179291725159;RDF302;Clinical medicine;0.9276914596557617;RDF303;Health sciences;0.6776474118232727;RDF301;Basic medicine and life sciences;0.35203471779823303
237;Écrire / Traduire / Visualiser les humanités numériques;RDF60;Humanities and the arts;0.5405421853065491;RDF602;Languages and literature;0.8484706282615662;RDF605;Other humanities;0.20569480955600739;RDF601;History, archaeology and related studies;0.07124713808298111
238;Smart Electrolytes for a New Perspective on Electrochemical Energy Storage (Chemistry);RDF20-21;Engineering and technology;0.3945170044898987;RDF205;Chemical engineering;0.012312326580286026;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0024060888681560755;RDF212;Other engineering and technologies;0.001050516846589744
239;Femmes et pouvoirs dans le bailliage de Montréal (1644-1693) (History);RDF60;Humanities and the arts;0.2887438237667084;RDF601;History, archaeology and related studies;0.2430804967880249;RDF605;Other humanities;0.09666314721107483;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.00886449869722128
240;Entre pressions socioculturelles et insatisfaction à l'égard de l'image corporelle : le rôle médiateur de caractéristiques personnelles chez les adolescents et jeunes hommes. (Psychology);RDF50;Social sciences;0.7683829069137573;RDF501;Psychology and cognitive sciences;0.4139508903026581;RDF504;Sociology and related studies;0.2471347153186798;RDF503;Education;0.018923569470643997
241;Multi-Precision Optimization and Methods with Inaccurate Functions and Derivatives (Computer Science);RDF30;Medical, health and life sciences;0.2934209406375885;RDF304;Medical biotechnology;0.0690065547823906;RDF301;Basic medicine and life sciences;0.00037263770354911685;RDF302;Clinical medicine;0.0001541633391752839
242;Adaptive FEM for Analysis, Design, and Control of Complex Flows (Mechanical Engineering);RDF20-21;Engineering and technology;0.9834350347518921;RDF204;Mechanical engineering;0.9773923754692078;RDF202;Industrial, systems and processes engineering;0.0023322340566664934;RDF212;Other engineering and technologies;0.0007643032586202025
243;Diagnosis of Aggressive Prostate Cancer Using Key Features of Raman Spectroscopy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.5594998002052307;RDF302;Clinical medicine;0.9242786169052124;RDF301;Basic medicine and life sciences;0.882781982421875;RDF303;Health sciences;0.8806945085525513
244;Maintaining balance in an unstable environment: A central role for the vestibular system (Biological Systems and Functions);RDF10;Natural sciences;0.5205804705619812;RDF105;Earth and related environmental sciences;0.566258430480957;RDF106;Biological sciences;0.37605011463165283;RDF107;Other natural sciences;0.013519118539988995
245;Multifarious roles of the smallest Arabidopsis thaliana MAPKKKs clade (MAPKKK19, 20 and 21) as an integrative hub for plant pathogen interactions, growth, development and reproduction (Biological Systems and Functions);RDF10;Natural sciences;0.7170198559761047;RDF106;Biological sciences;0.5207704901695251;RDF105;Earth and related environmental sciences;0.08377786725759506;RDF107;Other natural sciences;0.026861201971769333
246;Occurrence et contrôle des bactéries opportunistes et bioaérosols issus des systèmes de traitement des eaux usées (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.946837842464447;RDF209;Environmental biotechnology;0.7723590135574341;RDF208;Environmental engineering and related engineering;0.5714676976203918;RDF202;Industrial, systems and processes engineering;0.4369673430919647
247;Le confinement : étude comparée du choix d'un instrument de politique publique extrême (Political science and public administration);RDF50;Social sciences;0.48987480998039246;RDF506;Political science and policy administration;0.9392480850219727;RDF509;Other social sciences;0.009340024553239346;RDF504;Sociology and related studies;0.0007885457598604262
248;Valorisation des noirs de carbone recyclés de pneus usagés;RDF20-21;Engineering and technology;0.585557222366333;RDF208;Environmental engineering and related engineering;0.5766611099243164;RDF205;Chemical engineering;0.40474268794059753;RDF204;Mechanical engineering;0.31795546412467957
249;"""Managing AI in Health Ecosystems"" Masterclass";RDF30;Medical, health and life sciences;0.8122867941856384;RDF301;Basic medicine and life sciences;0.03341558948159218;RDF303;Health sciences;0.028167473152279854;RDF304;Medical biotechnology;0.009955651126801968
250;Novel regulatory mechanisms of the mammalian nuclear proteasome through liquid-liquid phase separation (Cell Biology – Molecular/Fundamental);RDF10;Natural sciences;0.6039125919342041;RDF106;Biological sciences;0.8102538585662842;RDF107;Other natural sciences;0.0017040417296811938;RDF104;Chemical sciences;0.00020342697098385543
251;Integrating early neuromonitoring biomarkers to better define eligibility for therapeutic hypothermia after perinatal hypoxia-ischemia;RDF30;Medical, health and life sciences;0.6203471422195435;RDF302;Clinical medicine;0.8097935318946838;RDF301;Basic medicine and life sciences;0.5904250144958496;RDF303;Health sciences;0.4797474145889282
252;Metasurface and Metamaterial-Inspired Devices for 5G, IoT, Sensing and Space Applications;RDF20-21;Engineering and technology;0.8700157999992371;RDF212;Other engineering and technologies;0.05660025775432587;RDF206;Materials engineering and resources engineering;0.01108285877853632;RDF203;Electrical engineering, computer engineering, and information engineering;0.01069375779479742
253;Cross-frequency coupling and machine learning for electrophysiological signal analysis;RDF20-21;Engineering and technology;0.5979287624359131;RDF203;Electrical engineering, computer engineering, and information engineering;0.07126733660697937;RDF212;Other engineering and technologies;0.013902059756219387;RDF207;Medical and biomedical engineering;0.0028173404280096292
254;Uncovering a New Cytotoxic Mechanism of Natural Killer Cells (Genes, Cells and Molecules);RDF10;Natural sciences;0.7385510206222534;RDF106;Biological sciences;0.9453741312026978;RDF107;Other natural sciences;0.015072626993060112;RDF105;Earth and related environmental sciences;0.01050938293337822
255;Actualisation de la formation sur les pratiques d'affiliation dans les Auberges du coeur du Québec;RDF30;Medical, health and life sciences;0.47689715027809143;RDF301;Basic medicine and life sciences;0.12666359543800354;RDF304;Medical biotechnology;0.0472881942987442;RDF305;Other medical sciences;0.010140209458768368
256;Evidence for Impact: The Quebec Experience of Designing Evidence-Based Public Policy Solutions to Reform Home Care;RDF30;Medical, health and life sciences;0.5664494037628174;RDF301;Basic medicine and life sciences;0.008461999706923962;RDF303;Health sciences;0.0017477857181802392;RDF304;Medical biotechnology;0.0011446805438026786
257;Replicative stress as a primary determinant of chemotherapeutic outcome in ovarian cancer;RDF30;Medical, health and life sciences;0.6764571666717529;RDF302;Clinical medicine;0.69284987449646;RDF301;Basic medicine and life sciences;0.34897783398628235;RDF303;Health sciences;0.28853148221969604
258;Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9647343158721924;RDF208;Environmental engineering and related engineering;0.9545204639434814;RDF202;Industrial, systems and processes engineering;0.14098547399044037;RDF209;Environmental biotechnology;0.038833580911159515
259;Le travail ensemble comme stratégie de réponse aux besoins complexes des jeunes en difficulté : comprendre les processus d'émergence de la collaboration (Education and social work);RDF50;Social sciences;0.5519295930862427;RDF503;Education;0.9516389966011047;RDF504;Sociology and related studies;0.11124121397733688;RDF509;Other social sciences;0.009081590920686722
260;Interneuronopathies and neurodevelopmental disorders (Genetics);RDF10;Natural sciences;0.5125133991241455;RDF106;Biological sciences;0.017442485317587852;RDF107;Other natural sciences;0.009358113631606102;RDF103;Physical sciences;0.00020825010142289102
261;Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists (Pharmacology & Toxicology);RDF30;Medical, health and life sciences;0.768857479095459;RDF301;Basic medicine and life sciences;0.6538041234016418;RDF303;Health sciences;0.5966461896896362;RDF302;Clinical medicine;0.41312193870544434
262;Entre vie et mort: images de médiation (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9750053882598877;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.1843082755804062;RDF605;Other humanities;0.12442562729120255;RDF603;Philosophy;0.037714820355176926
263;Identification of microbial factors to modulate immune dysregulation and treat post-COVID-19 syndrome;RDF30;Medical, health and life sciences;0.6832973957061768;RDF302;Clinical medicine;0.8701565265655518;RDF303;Health sciences;0.7372527718544006;RDF301;Basic medicine and life sciences;0.6495786309242249
264;Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée? (Business, management and related fields);RDF50;Social sciences;0.29923316836357117;RDF502;Economics and business administration;0.31331467628479004;RDF507;Social and economic geography;0.2218560427427292;RDF509;Other social sciences;0.007317397743463516
265;Data-driven Optimization of Transport Systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.985848069190979;RDF202;Industrial, systems and processes engineering;0.42641115188598633;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0698266327381134;RDF203;Electrical engineering, computer engineering, and information engineering;0.001085944357328117
266;Le tournant éclectique en architecture à travers les procès-verbaux du Conseil des Bâtiments civils (projet pilote) (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.835401177406311;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8315879702568054;RDF605;Other humanities;0.00033339159563183784;RDF601;History, archaeology and related studies;0.0003320922842249274
267;Évolution de l'organisation du travail des directions d'établissements d'enseignement du Québec dans le contexte de la transformation des commissions scolaires en centres de services;RDF30;Medical, health and life sciences;0.2943032383918762;RDF301;Basic medicine and life sciences;0.23057308793067932;RDF305;Other medical sciences;0.16277889907360077;RDF303;Health sciences;0.15291562676429749
268;Integrating interdisciplinary perspectives on circular economy;RDF30;Medical, health and life sciences;0.2918398082256317;RDF304;Medical biotechnology;0.06523168087005615;RDF301;Basic medicine and life sciences;0.06152263656258583;RDF305;Other medical sciences;0.004891125485301018
