;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
297;Brain-body interactions during bipedalism (Biological Systems and Functions);RDF10;Natural sciences;0.5379170775413513;RDF106;Biological sciences;0.9983927607536316;RDF107;Other natural sciences;0.37062397599220276;RDF105;Earth and related environmental sciences;0.0007854739087633789
298;Multiaxial electro-mechanical tensile tester for stretchable electronics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9906739592552185;RDF205;Chemical engineering;0.617973804473877;RDF204;Mechanical engineering;0.42318984866142273;RDF203;Electrical engineering, computer engineering, and information engineering;0.22832851111888885
299;Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action (Mathematics and Statistics);RDF10;Natural sciences;0.6068248152732849;RDF101;Mathematics and statistics;0.9437118172645569;RDF104;Chemical sciences;0.7795736789703369;RDF107;Other natural sciences;0.0678548738360405
300;Frontières vécues dans les institutions éducatives québécoises. Discours des cégépiennes musulmanes issues de l'immigration à Montréal (Education and social work);RDF50;Social sciences;0.8501508831977844;RDF503;Education;0.882933497428894;RDF504;Sociology and related studies;0.5767058730125427;RDF509;Other social sciences;0.11879339814186096
301;Non-invasive 4D thoracic imaging infrastructure to support decision-making in the management of lung diseases in intensive care units (ICU) (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.8909792304039001;RDF212;Other engineering and technologies;0.20473913848400116;RDF203;Electrical engineering, computer engineering, and information engineering;0.1564912348985672;RDF207;Medical and biomedical engineering;0.08905769139528275
302;La participation à la société québécoise : exploration de la perception des jeunes issus de l'immigration, de première et de deuxième génération (JIPDG), élèves et étudiants au secondaire et au cegep francophones (Education and social work);RDF50;Social sciences;0.9733511805534363;RDF504;Sociology and related studies;0.9731643199920654;RDF503;Education;0.7721872925758362;RDF507;Social and economic geography;0.7420480251312256
303;Reshaping the urban water management paradigm: towards a new decision-support framework for the sustainable design of hybrid systems;RDF20-21;Engineering and technology;0.6792888045310974;RDF208;Environmental engineering and related engineering;0.9064877033233643;RDF206;Materials engineering and resources engineering;0.5248113870620728;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.37711042165756226
304;L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale (Multidisciplinary or interdisciplinary humanities);RDF60;Humanities and the arts;0.9315498471260071;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.15687835216522217;RDF605;Other humanities;0.07892588526010513;RDF601;History, archaeology and related studies;0.037256766110658646
305;Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques;RDF20-21;Engineering and technology;0.8258522152900696;RDF206;Materials engineering and resources engineering;0.9767802357673645;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.90320885181427;RDF204;Mechanical engineering;0.412456214427948
306;Mon genou pourrait aller mieux;RDF30;Medical, health and life sciences;0.9493690133094788;RDF303;Health sciences;0.9663788080215454;RDF301;Basic medicine and life sciences;0.5524038672447205;RDF305;Other medical sciences;0.10908732563257217
307;Learning sensorimotor maps through curiosity (Biological Systems and Functions);RDF10;Natural sciences;0.6668257117271423;RDF106;Biological sciences;0.9934357404708862;RDF107;Other natural sciences;0.09560246765613556;RDF105;Earth and related environmental sciences;0.0008525667362846434
308;Improving the Quality Assurance of Machine-Learning Software Applications (Computer Science);RDF20-21;Engineering and technology;0.9958633780479431;RDF203;Electrical engineering, computer engineering, and information engineering;0.9305845499038696;RDF212;Other engineering and technologies;0.07490526139736176;RDF202;Industrial, systems and processes engineering;0.004022909794002771
309;Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study;RDF50;Social sciences;0.6208646297454834;RDF505;Law and legal practice;0.8763171434402466;RDF506;Political science and policy administration;0.23135364055633545;RDF504;Sociology and related studies;0.16145241260528564
310;Simulation of large scale MaaS;RDF20-21;Engineering and technology;0.742193341255188;RDF204;Mechanical engineering;0.9100670218467712;RDF206;Materials engineering and resources engineering;0.8872045874595642;RDF202;Industrial, systems and processes engineering;0.8104788661003113
311;PRevention of COVID-19 with high dose Oral Vitamin D supplemental Therapy in Essential healthCare Teams (PROTECT);RDF30;Medical, health and life sciences;0.9378732442855835;RDF303;Health sciences;0.9882221817970276;RDF302;Clinical medicine;0.5719160437583923;RDF304;Medical biotechnology;0.4430280327796936
312;Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics (Genes, Cells and Molecules);RDF10;Natural sciences;0.840498149394989;RDF106;Biological sciences;0.9919691681861877;RDF107;Other natural sciences;0.18249836564064026;RDF104;Chemical sciences;0.09687653928995132
313;Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive (Law and criminology);RDF50;Social sciences;0.7750899195671082;RDF505;Law and legal practice;0.9534053206443787;RDF509;Other social sciences;0.04401865229010582;RDF504;Sociology and related studies;0.0383940190076828
314;Dissection of non-canonical DNA damage response mechanisms controlling the senescence program (Genes, Cells and Molecules);RDF10;Natural sciences;0.8559999465942383;RDF106;Biological sciences;0.9787938594818115;RDF107;Other natural sciences;0.12597651779651642;RDF104;Chemical sciences;0.010631946846842766
315;Comment habiter le territoire québécois de façon sobre et résiliente dans un contexte de transition écologique?;RDF50;Social sciences;0.6698841452598572;RDF504;Sociology and related studies;0.8362873196601868;RDF507;Social and economic geography;0.7049732804298401;RDF509;Other social sciences;0.35868996381759644
316;Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation (Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition);RDF30;Medical, health and life sciences;0.42331528663635254;RDF303;Health sciences;0.1125025525689125;RDF305;Other medical sciences;0.08517511188983917;RDF301;Basic medicine and life sciences;0.05223085731267929
317;Multiscale modeling of multiphase flows in chemical engineering processes (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.928346574306488;RDF205;Chemical engineering;0.9930017590522766;RDF212;Other engineering and technologies;0.03993731364607811;RDF202;Industrial, systems and processes engineering;0.03141012787818909
318;Soutien à la mobilisation des milieux scolaires pour la mise en oeuvre de mesures intégrées et structurées favorisant la socialisation des élèves, leur bien-être psychologique, ainsi que la prévention de la violence;RDF50;Social sciences;0.8221665620803833;RDF503;Education;0.9956768751144409;RDF504;Sociology and related studies;0.5320756435394287;RDF509;Other social sciences;0.29163607954978943
319;La Trajectoire du mouvement debussyste (1895-1923) : Style, réception, implantation institutionnelle (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9165264964103699;RDF601;History, archaeology and related studies;0.913135826587677;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8748277425765991;RDF605;Other humanities;0.5658236145973206
320;High-order Geometry, Mesh and Adaptivity for Fluid-Structure Interaction Simulations (Mechanical Engineering);RDF20-21;Engineering and technology;0.9936702847480774;RDF204;Mechanical engineering;0.9992460012435913;RDF206;Materials engineering and resources engineering;0.27781572937965393;RDF212;Other engineering and technologies;0.07343005388975143
321;Computational analysis and modeling of ribonucleic acid structure, function, and dynamics (Genes, Cells and Molecules);RDF10;Natural sciences;0.8189711570739746;RDF106;Biological sciences;0.6676895618438721;RDF107;Other natural sciences;0.14627008140087128;RDF102;Computer and information sciences;0.07017629593610764
322;Stratégies d'épargne transfusionnelle et de prévention de la pénurie de produits sanguins labiles : de l'utilisation clinique appropriée à l'élargissement du pool de donneurs;RDF30;Medical, health and life sciences;0.8183584213256836;RDF303;Health sciences;0.9463492631912231;RDF304;Medical biotechnology;0.48433056473731995;RDF302;Clinical medicine;0.4590306580066681
323;Relaxation, friction interne et ondes gravitationnelles (Physics);RDF10;Natural sciences;0.9747156500816345;RDF103;Physical sciences;0.9997169971466064;RDF107;Other natural sciences;0.07772742211818695;RDF104;Chemical sciences;0.001402130350470543
324;Penser la citoyenneté vécue des femmes dans les pratiques participatives du care au quotidien en Amérique latine : Le cas des cuisines communautaires de la ville de Mexico (Political science and public administration);RDF50;Social sciences;0.7155228853225708;RDF504;Sociology and related studies;0.09417666494846344;RDF509;Other social sciences;0.040654849261045456;RDF506;Political science and policy administration;0.037785764783620834
325;Statistical analysis of microbiome longitudinal data with multiplex networks (Evolution and Ecology);RDF10;Natural sciences;0.6600692272186279;RDF106;Biological sciences;0.9698425531387329;RDF101;Mathematics and statistics;0.9374975562095642;RDF107;Other natural sciences;0.2678867280483246
326;Reaction mechanisms of catalytic reactions using earth-abundant metals (Chemistry);RDF10;Natural sciences;0.990289032459259;RDF104;Chemical sciences;0.9990034103393555;RDF107;Other natural sciences;0.06227397918701172;RDF105;Earth and related environmental sciences;0.042802147567272186
327;Investigation of a novel tumor suppressor mechanism in medulloblastoma;RDF30;Medical, health and life sciences;0.536457896232605;RDF303;Health sciences;0.9639160633087158;RDF304;Medical biotechnology;0.6331834197044373;RDF305;Other medical sciences;0.2687014937400818
328;Autonomous security for complex systems (Computer Science);RDF20-21;Engineering and technology;0.9948222041130066;RDF203;Electrical engineering, computer engineering, and information engineering;0.9638140201568604;RDF212;Other engineering and technologies;0.06590478867292404;RDF202;Industrial, systems and processes engineering;0.007417379878461361
329;Résonance et altération audiovisuelles: pour une pensée sonore de la vidéo et du cinéma expérimental (Fine arts, research-creation);RDF60;Humanities and the arts;0.9509463906288147;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7888273000717163;RDF605;Other humanities;0.1652560532093048;RDF603;Philosophy;0.030300550162792206
330;Concentration of measure on quantum states (Computer Science);RDF20-21;Engineering and technology;0.8274396061897278;RDF212;Other engineering and technologies;0.05103542283177376;RDF203;Electrical engineering, computer engineering, and information engineering;0.044431429356336594;RDF211;Nano-technology;0.0017443813849240541
331;The use of facial information from developmental prosopagnosics to super-recognizers (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.5403009653091431;RDF301;Basic medicine and life sciences;0.9386322498321533;RDF303;Health sciences;0.7865408658981323;RDF304;Medical biotechnology;0.2809614837169647
332;Raman spectroscopy platform integrating highly sensitive photonic devices, nanostructured surfaces and machine learning for on-site detection of multiple diseases;RDF20-21;Engineering and technology;0.6129640340805054;RDF211;Nano-technology;0.3205553889274597;RDF205;Chemical engineering;0.24807849526405334;RDF212;Other engineering and technologies;0.24332763254642487
333;Capillary stalling and hypoxic micropockets: two sides of the same phenomena? (Cardiovascular System – Vascular System);RDF10;Natural sciences;0.49954551458358765;RDF106;Biological sciences;0.9237987995147705;RDF107;Other natural sciences;0.14086726307868958;RDF103;Physical sciences;0.059101544320583344
334;Crime sans châtiment : compétences et réussite criminelle (Law and criminology);RDF50;Social sciences;0.9393680691719055;RDF505;Law and legal practice;0.8433798551559448;RDF509;Other social sciences;0.04885777458548546;RDF504;Sociology and related studies;0.030271869152784348
335;Crop rhizosphere response to environmental stress (Biological Systems and Functions);RDF10;Natural sciences;0.9223605990409851;RDF106;Biological sciences;0.9985868334770203;RDF105;Earth and related environmental sciences;0.9400785565376282;RDF107;Other natural sciences;0.5215568542480469
336;Towards remission and full recovery from obsessive-compulsive disorder: Investigating the efficacy of Inference-Based Cognitive-Behavioral Therapy when standard treatment has failed;RDF30;Medical, health and life sciences;0.8681694865226746;RDF303;Health sciences;0.9711564779281616;RDF302;Clinical medicine;0.3383503556251526;RDF305;Other medical sciences;0.2454465627670288
337;Soft coral flexibility: its impact on hydrodynamic loads, feeding and a way to measure flow velocity;RDF10;Natural sciences;0.9446246027946472;RDF105;Earth and related environmental sciences;0.9395816326141357;RDF106;Biological sciences;0.9134451746940613;RDF107;Other natural sciences;0.560636043548584
338;Sexual selection and the evolution of cognition (Evolution and Ecology);RDF10;Natural sciences;0.9357913136482239;RDF106;Biological sciences;0.9888420104980469;RDF107;Other natural sciences;0.17974641919136047;RDF105;Earth and related environmental sciences;0.15810935199260712
339;Characterization of lincRNA-miRNA networks (Genes, Cells and Molecules);RDF10;Natural sciences;0.9116941094398499;RDF106;Biological sciences;0.8750948309898376;RDF107;Other natural sciences;0.17831110954284668;RDF104;Chemical sciences;0.026056304574012756
340;Rétroaction corrective écrite : à quel moment et pour qui? (Education and social work);RDF50;Social sciences;0.9558367729187012;RDF504;Sociology and related studies;0.7257457971572876;RDF503;Education;0.6908720135688782;RDF509;Other social sciences;0.24301311373710632
341;EDITH: Efficient Design for Intelligent devices exploiting emerging TecHnologies (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.9964095950126648;RDF203;Electrical engineering, computer engineering, and information engineering;0.25534364581108093;RDF212;Other engineering and technologies;0.044973570853471756;RDF211;Nano-technology;0.006375935394316912
342;When Pain Drives you N. U. T. S.: A mixed methods approach to investigating triggers of the stress response and multidimensional pain outcomes in a sample of individuals suffering from chronic low back pain (Psychosocial, Sociocultural & Behavioural Determinants of Health);RDF30;Medical, health and life sciences;0.5870845317840576;RDF303;Health sciences;0.9909446835517883;RDF305;Other medical sciences;0.2950775623321533;RDF304;Medical biotechnology;0.12857984006404877
343;Preclinical development of highly potent and orally bioavailable PCSK9 inhibitors for patients at high cardiovascular risk;RDF30;Medical, health and life sciences;0.7806255221366882;RDF303;Health sciences;0.9725453853607178;RDF304;Medical biotechnology;0.8158934712409973;RDF305;Other medical sciences;0.2012631893157959
344;Targeting 14-3-3zeta to promote human pancreatic beta-cell proliferation (Diabetes, Obesity, Lipid & Lipoprotein Disorders);RDF30;Medical, health and life sciences;0.7212771773338318;RDF303;Health sciences;0.9718592762947083;RDF304;Medical biotechnology;0.9179669618606567;RDF302;Clinical medicine;0.416811466217041
345;Colloque scientifique annuel de l'Équipe de recherche interdisciplinaire sur les familles réfugiées et demandeuses d'asile;RDF50;Social sciences;0.8596636056900024;RDF504;Sociology and related studies;0.843766450881958;RDF506;Political science and policy administration;0.7329742908477783;RDF509;Other social sciences;0.4696228802204132
346;Machine Learning in the Presence of Model-Dependent Data (Computer Science);RDF20-21;Engineering and technology;0.9808255434036255;RDF203;Electrical engineering, computer engineering, and information engineering;0.8502200841903687;RDF212;Other engineering and technologies;0.08359066396951675;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0030994154512882233
347;Sustainable mobility in Canadian cities: Towards an integrated measurement and understanding of the performance of land use and transport systems and their impacts on travel behavior (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9517861604690552;RDF202;Industrial, systems and processes engineering;0.20561504364013672;RDF212;Other engineering and technologies;0.0653061494231224;RDF208;Environmental engineering and related engineering;0.05394896864891052
348;L'enseignement de l'écriture par les enseignants de littérature et de philosophie du collégial (Education and social work);RDF50;Social sciences;0.5843748450279236;RDF503;Education;0.9955919981002808;RDF509;Other social sciences;0.052960772067308426;RDF504;Sociology and related studies;0.04804735630750656
349;Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.6067443490028381;RDF303;Health sciences;0.9207183718681335;RDF305;Other medical sciences;0.06797851622104645;RDF304;Medical biotechnology;0.05834583938121796
350;Modélisation et mesure des risques financiers (Mathematics and Statistics);RDF20-21;Engineering and technology;0.47552749514579773;RDF212;Other engineering and technologies;0.04111437126994133;RDF202;Industrial, systems and processes engineering;0.004627529997378588;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.002741555916145444
351;Ecological and evolutionary drivers of host-symbiont associations in the phyllosphere (Evolution and Ecology);RDF10;Natural sciences;0.9462788701057434;RDF106;Biological sciences;0.968110978603363;RDF105;Earth and related environmental sciences;0.879767894744873;RDF107;Other natural sciences;0.2660234570503235
352;Comment nourrir en santé toujours plus d'humains sans épuiser les ressources terrestres dans un contexte de changements climatiques ?;RDF40;Agricultural and veterinary sciences;0.7105162143707275;RDF401;Agriculture, forestry, and fisheries;0.982590913772583;RDF404;Agricultural biotechnology and food sciences;0.9492476582527161;RDF405;Other agricultural sciences;0.866075873374939
353;Applications of machine learning in finance and economics;RDF20-21;Engineering and technology;0.7480465769767761;RDF212;Other engineering and technologies;0.2018132358789444;RDF203;Electrical engineering, computer engineering, and information engineering;0.17002512514591217;RDF202;Industrial, systems and processes engineering;0.005030916538089514
354;Dynamic Games: Theory, Algorithms and Applications (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9835039377212524;RDF202;Industrial, systems and processes engineering;0.22875897586345673;RDF212;Other engineering and technologies;0.09526526182889938;RDF203;Electrical engineering, computer engineering, and information engineering;0.010693756863474846
355;In-vitro Oral, Inhalation, and Dermal Bioaccessibility and Bioavailability of Metal(loid)s from Polluted Soils and Mine Tailings;RDF10;Natural sciences;0.7611401081085205;RDF105;Earth and related environmental sciences;0.9718325138092041;RDF106;Biological sciences;0.7856377363204956;RDF104;Chemical sciences;0.49595651030540466
356;Electrochemical biosensors for point-of-care diagnostics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8731228709220886;RDF205;Chemical engineering;0.9667260050773621;RDF212;Other engineering and technologies;0.06548520922660828;RDF211;Nano-technology;0.05561761558055878
357;Look Up!: The Media Logics of Aerial Communication (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.40897658467292786;RDF508;Media and communications;0.9879462122917175;RDF503;Education;0.24359743297100067;RDF509;Other social sciences;0.1588255912065506
358;Expectation Formation, Excess Currency Returns, and Foreign Exchange Interventions;RDF50;Social sciences;0.7973510026931763;RDF502;Economics and business administration;0.9869794845581055;RDF506;Political science and policy administration;0.23502057790756226;RDF509;Other social sciences;0.1116279885172844
359;Études génétiques et moléculaires de la fonction des Polycomb dans la formation et le maintien de la stabilité de l'hétérochromatine (Genes, Cells and Molecules);RDF10;Natural sciences;0.9399462938308716;RDF106;Biological sciences;0.5438627600669861;RDF107;Other natural sciences;0.06250248849391937;RDF104;Chemical sciences;0.0034096355084329844
360;Bringing the quantum revolution to fruition (Computer Science);RDF20-21;Engineering and technology;0.974473237991333;RDF203;Electrical engineering, computer engineering, and information engineering;0.6336086988449097;RDF212;Other engineering and technologies;0.09492911398410797;RDF211;Nano-technology;0.00130450667347759
361;Apprentissage automatique et optimisation pour les graphes et réseaux (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9972594976425171;RDF203;Electrical engineering, computer engineering, and information engineering;0.628920316696167;RDF212;Other engineering and technologies;0.3911442756652832;RDF202;Industrial, systems and processes engineering;0.38488325476646423
362;Thanatographies: (re)penser la mort en littérature;RDF60;Humanities and the arts;0.9527080059051514;RDF602;Languages and literature;0.9792550802230835;RDF605;Other humanities;0.2730410099029541;RDF603;Philosophy;0.1941385418176651
363;Mechanisms of assembly and function of the septin cytoskeleton in Drosophila (Genes, Cells and Molecules);RDF10;Natural sciences;0.9416210651397705;RDF106;Biological sciences;0.9845606088638306;RDF107;Other natural sciences;0.2465333491563797;RDF104;Chemical sciences;0.01161977183073759
364;Propagating Marginal Probability Mass Functions in Constraint Programming Solvers: Challenges and Opportunities;RDF20-21;Engineering and technology;0.9695847630500793;RDF203;Electrical engineering, computer engineering, and information engineering;0.8034052848815918;RDF212;Other engineering and technologies;0.1875787377357483;RDF202;Industrial, systems and processes engineering;0.04130730405449867
365;Magnetic resonance navigation of drug eluting beads for liver cancer therapy: in-vitro optimization and preclinical safety efficacy study (Medical Physics & Imaging);RDF30;Medical, health and life sciences;0.862241804599762;RDF303;Health sciences;0.9351691007614136;RDF305;Other medical sciences;0.1260840892791748;RDF302;Clinical medicine;0.0442245788872242
366;Robotic Perception in Extreme Environments (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.9966031908988953;RDF203;Electrical engineering, computer engineering, and information engineering;0.15418487787246704;RDF212;Other engineering and technologies;0.10343123972415924;RDF208;Environmental engineering and related engineering;0.00982179306447506
367;Modular and Lifelong Learning for Developing General Purpose Robotic Agents (Computer Science);RDF20-21;Engineering and technology;0.9912894368171692;RDF203;Electrical engineering, computer engineering, and information engineering;0.891433596611023;RDF212;Other engineering and technologies;0.13011951744556427;RDF202;Industrial, systems and processes engineering;0.005343256052583456
368;Algorithmic Fairness in Black-box Machine Learning Models (Computer Science);RDF20-21;Engineering and technology;0.9876450896263123;RDF203;Electrical engineering, computer engineering, and information engineering;0.9210740923881531;RDF212;Other engineering and technologies;0.06131153553724289;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.001192549359984696
369;Sex- and hormone-dependent recruitment of inhibitory neurons in rodent sensory cortex (Genes, Cells and Molecules);RDF10;Natural sciences;0.9000039100646973;RDF106;Biological sciences;0.9769127368927002;RDF107;Other natural sciences;0.3559987246990204;RDF104;Chemical sciences;0.05717658996582031
370;Investigating the Adamts19-dependent mechanisms that regulate valve maturation (Developmental Biology);RDF10;Natural sciences;0.793512761592865;RDF106;Biological sciences;0.9933201670646667;RDF107;Other natural sciences;0.16184943914413452;RDF105;Earth and related environmental sciences;0.0031974867451936007
371;Social Innovation Processes in and around Multinational Companies: The Role of Social Activists and their Transnational Networks (Social Innovation);RDF50;Social sciences;0.9742361903190613;RDF504;Sociology and related studies;0.9897116422653198;RDF509;Other social sciences;0.2001665234565735;RDF502;Economics and business administration;0.18594719469547272
372;Regulation of collective cell migration by the kinase Misshapen (Cell and Developmental Physiology);RDF10;Natural sciences;0.8131240606307983;RDF106;Biological sciences;0.9956516027450562;RDF107;Other natural sciences;0.15065254271030426;RDF104;Chemical sciences;0.009936419315636158
373;COHESION Study 2.0: COvid-19, HEalth and Social InteractiOn in Neighbourhoods;RDF50;Social sciences;0.7314566373825073;RDF504;Sociology and related studies;0.9772842526435852;RDF501;Psychology and cognitive sciences;0.6569334864616394;RDF507;Social and economic geography;0.1516549289226532
374;Breaking silos: Integrating software development and operations activities in organizations;RDF20-21;Engineering and technology;0.9792502522468567;RDF203;Electrical engineering, computer engineering, and information engineering;0.6474639177322388;RDF202;Industrial, systems and processes engineering;0.4058755040168762;RDF212;Other engineering and technologies;0.1041124165058136
375;Differential impact of stress on risk-taking behaviour in individuals using hippocampus versus caudate nucleus-dependent virtual navigation strategies (Biological Systems and Functions);RDF10;Natural sciences;0.7370728254318237;RDF106;Biological sciences;0.996656060218811;RDF107;Other natural sciences;0.6280653476715088;RDF101;Mathematics and statistics;0.004654597491025925
376;Gas phase activation of monosaccharides and 5-hydroxymethylfurfural to 2,5 diformylfuran a PEF monomer (Materials and Chemical Engineering);RDF10;Natural sciences;0.4827954173088074;RDF104;Chemical sciences;0.9690032005310059;RDF103;Physical sciences;0.07270251214504242;RDF107;Other natural sciences;0.04381363466382027
377;Critical Edition, Translation and Study of Isaac ibn Latif's Commentary on Ecclesiastes (ca. 1240) (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.8131715059280396;RDF602;Languages and literature;0.7966881990432739;RDF603;Philosophy;0.7562675476074219;RDF605;Other humanities;0.1594790369272232
378;Sound Art Documentation : Spatial Audio and Significant Knowledge (Communications, media studies, gender studies, library and information science, related fields);RDF60;Humanities and the arts;0.8189132809638977;RDF605;Other humanities;0.07963873445987701;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.009898063726723194;RDF602;Languages and literature;0.007460643071681261
379;Inter-Brain Synchronization: from Measurements to Mechanisms (Biological Systems and Functions);RDF10;Natural sciences;0.6797862648963928;RDF106;Biological sciences;0.9932025074958801;RDF107;Other natural sciences;0.30476540327072144;RDF101;Mathematics and statistics;0.005209993105381727
380;Endothelial cell genetics and blood pressure regulation (Genetics);RDF30;Medical, health and life sciences;0.605688750743866;RDF303;Health sciences;0.924891471862793;RDF304;Medical biotechnology;0.2620384693145752;RDF301;Basic medicine and life sciences;0.12299645692110062
381;ImproviNg rEnal outcomes following coronary angiograPhy and/or percuTaneoUs coroNary intErventions: a pragmatic, adaptive, patient-oriented randomized controlled trial;RDF30;Medical, health and life sciences;0.9228426814079285;RDF303;Health sciences;0.9857729077339172;RDF302;Clinical medicine;0.8635067343711853;RDF304;Medical biotechnology;0.2735258638858795
382;Machine Learning with Tensor Networks (Computer Science);RDF20-21;Engineering and technology;0.9917777180671692;RDF203;Electrical engineering, computer engineering, and information engineering;0.8777390122413635;RDF212;Other engineering and technologies;0.05127241834998131;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.001149155548773706
383;Elucidation of novel intracellular signaling mechanisms underlying uterine function and disease in cows (Biological Systems and Functions);RDF10;Natural sciences;0.7031674385070801;RDF106;Biological sciences;0.9988752603530884;RDF107;Other natural sciences;0.31231755018234253;RDF104;Chemical sciences;0.002709702355787158
384;Data extraction from videos for the analysis of behaviors in urban scenes (Computer Science);RDF20-21;Engineering and technology;0.8429672718048096;RDF203;Electrical engineering, computer engineering, and information engineering;0.7482602596282959;RDF212;Other engineering and technologies;0.0770302340388298;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.027742892503738403
385;Inflammatory phenotype, senescence, and viscoelasticity imaging of macrophages in HIV (Medical Physics & Imaging);RDF30;Medical, health and life sciences;0.7476383447647095;RDF303;Health sciences;0.9095059037208557;RDF305;Other medical sciences;0.15021571516990662;RDF301;Basic medicine and life sciences;0.09326425939798355
386;Optimization algorithms for rich vehicle routing problems;RDF20-21;Engineering and technology;0.9838371872901917;RDF203;Electrical engineering, computer engineering, and information engineering;0.6068188548088074;RDF202;Industrial, systems and processes engineering;0.2698063254356384;RDF212;Other engineering and technologies;0.16344544291496277
387;Investigating the Innovation Process in Long-Term Care Facilities: A Research Project on the Adoption, Implementation and Assimilation of Health IT;RDF30;Medical, health and life sciences;0.5963186621665955;RDF303;Health sciences;0.9854684472084045;RDF305;Other medical sciences;0.1524103283882141;RDF301;Basic medicine and life sciences;0.0781484916806221
388;KBTBD4 determines key epigenetic marks that govern human hematopoietic stem cell self-renewal (Genetics);RDF10;Natural sciences;0.6498217582702637;RDF106;Biological sciences;0.9448930621147156;RDF107;Other natural sciences;0.1245320588350296;RDF104;Chemical sciences;0.012527932412922382
389;Representation learning and exploration of data geometries (Computer Science);RDF20-21;Engineering and technology;0.9773445129394531;RDF203;Electrical engineering, computer engineering, and information engineering;0.8732147812843323;RDF212;Other engineering and technologies;0.10683029145002365;RDF211;Nano-technology;0.005522651132196188
390;Vitamin K1 supplementation to improve cognition of patients with coronary heart disease: a randomized controlled pilot study;RDF30;Medical, health and life sciences;0.7306711077690125;RDF303;Health sciences;0.9888849854469299;RDF302;Clinical medicine;0.9457511305809021;RDF304;Medical biotechnology;0.7287483215332031
391;Simulation of physical processes with Monte Carlo methods in the keV and MeV energy range (Physics);RDF10;Natural sciences;0.8621255159378052;RDF103;Physical sciences;0.999322772026062;RDF107;Other natural sciences;0.01707806997001171;RDF102;Computer and information sciences;0.0023096215445548296
392;Characterizing and targeting lipocalin-type prostaglandin D2 synthase in osteoarthritis (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.9667646288871765;RDF303;Health sciences;0.9798033833503723;RDF302;Clinical medicine;0.9459512233734131;RDF304;Medical biotechnology;0.5248627662658691
393;3D Bioprinting of Cardiac Tissues (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.41625234484672546;RDF207;Medical and biomedical engineering;0.829974889755249;RDF205;Chemical engineering;0.3123175799846649;RDF212;Other engineering and technologies;0.08678673952817917
394;Fiscal Policy Spillovers and Inter-Sectoral Linkages: Theory and Evidence;RDF50;Social sciences;0.9721097946166992;RDF506;Political science and policy administration;0.9748451113700867;RDF502;Economics and business administration;0.9713473320007324;RDF504;Sociology and related studies;0.7484441995620728
395;Advanced Distributed Decision-making framework for Smart grid aggregators (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.9977211356163025;RDF203;Electrical engineering, computer engineering, and information engineering;0.06560484319925308;RDF212;Other engineering and technologies;0.0409606471657753;RDF202;Industrial, systems and processes engineering;0.0035936026833951473
