P0251;Cell Biology – Molecular/Fundamental;Biologie cellulaire – moléculaire/fondamentale;Novel regulatory mechanisms of the mammalian nuclear proteasome through liquid-liquid phase separation
P0252;;;Integrating early neuromonitoring biomarkers to better define eligibility for therapeutic hypothermia after perinatal hypoxia-ischemia
P0253;;;Metasurface and Metamaterial-Inspired Devices for 5G, IoT, Sensing and Space Applications
P0254;;;Cross-frequency coupling and machine learning for electrophysiological signal analysis
P0255;Genes, Cells and Molecules;Gènes, cellules et molécules;Uncovering a New Cytotoxic Mechanism of Natural Killer Cells
P0256;;;Actualisation de la formation sur les pratiques d'affiliation dans les Auberges du coeur du Québec
P0257;;;Evidence for Impact: The Quebec Experience of Designing Evidence-Based Public Policy Solutions to Reform Home Care
P0258;;;Replicative stress as a primary determinant of chemotherapeutic outcome in ovarian cancer
P0259;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions
P0260;Education and social work;Éducation et travail social;Le travail ensemble comme stratégie de réponse aux besoins complexes des jeunes en difficulté : comprendre les processus d'émergence de la collaboration
P0261;Genetics;Génétique;Interneuronopathies and neurodevelopmental disorders
P0262;Pharmacology & Toxicology;Pharmacologie et toxicologie;Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists
P0263;Fine Arts, Research-Creation;Beaux-arts, recherche-création;Entre vie et mort: images de médiation
P0264;;;Identification of microbial factors to modulate immune dysregulation and treat post-COVID-19 syndrome
P0265;Business, management and related fields;Affaires, gestion et domaines connexes;Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée?
P0266;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Data-driven Optimization of Transport Systems
P0267;Fine Arts, Research-Creation;Beaux-arts, recherche-création;Le tournant éclectique en architecture à travers les procès-verbaux du Conseil des Bâtiments civils (projet pilote)
P0268;;;Évolution de l'organisation du travail des directions d'établissements d'enseignement du Québec dans le contexte de la transformation des commissions scolaires en centres de services
P0269;;;Integrating interdisciplinary perspectives on circular economy
P0270;Genes, Cells and Molecules;Gènes, cellules et molécules;Homeostasis of the respiratory epithelial tissue: regulatory mechanisms by ion channels
P0271;Clinical Investigation – Cardiovascular Systems;Études cliniques - Systèmes cardiovasculaires;Vascular events in patients undergoing same-day noncardiac surgery (VALIANCE) - a prospective cohort and nested biobank study
P0272;Education and social work;Éducation et travail social;Mental health Recovery from Youth Right-based Perspectives
P0273;Evolution and Ecology;Évolution et écologie;Ecosystem functioning in the landscape: a meta-ecosystem perspective
P0274;;;Multi-Fidelity Zonal Approaches to Multi-Disciplinary Aerodynamic Analysis of Transonic Aircraft
P0275;;;Defining the functions and mechanisms of centrosomal RNA localization
P0276;Mutidisciplinary or interdisciplinary social sciences;Sciences sociales multi- ou interdisciplinaires;Collaborative improvement of moral deliberation methods: An exercise in living ethics
P0277;Genes, Cells and Molecules;Gènes, cellules et molécules;The role of GABA signaling in nervous system formation and homeostasis
P0278;Biological and Clinical Aspects of Aging;Aspects biologiques et cliniques du vieillissement;Elimination of senescent endothelial cells to prevent vascular dementia in aging atherosclerotic mice
P0279;Biological Systems and Functions;Systèmes et fonctions biologiques;Understanding and treating osteoarthritic pain in pet animals: An approach based on neurogenomics and neuropeptidomics manipulation
P0280;;;Optimizing risk averse decisions in data-driven problems
P0281;Genes, Cells and Molecules;Gènes, cellules et molécules;Understanding the genesis of the spliced immunopeptidome
P0282;Evolution and Ecology;Évolution et écologie;Fundamental drivers of plant spectral diversity
P0283;Evolution and Ecology;Évolution et écologie;Systematics, biogeography and evolution of northern floras
P0284;Materials and Chemical Engineering;Génie chimique et des matériaux;Development of Additive Manufacturing Superalloys with high ?' volume fraction
P0285;Psychosocial, Sociocultural & Behavioural Determinants of Health;Déterminants psychosociaux, socioculturels et comportementaux de la santé;Judiciarisation des personnes souffrant de troubles mentaux : une recherche en théorisation ancrée sur la perception des patients judiciarisés et le personnel soignant
P0286;;;Methods of initiation and mitigation of thermal runaway in lithium-ion batteries
P0287;;;Automated AI-supported methane plume detection from satellite and aircraft images
P0288;Computer Science;Sciences informatiques;From domain-specific languages to domain-specific environments
P0289;;;Magnetic Field Characterization and Mapping for Artifact Mitigation in MRI
P0290;Political science and public administration;Science politique et administration publique;La médiatisation de l'opinion publique au Canada
P0291;Communications, media studies, gender studies, library and information science, related fields;Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes;Entrepreneuring as Relational Process: Tracing the Trajectories of Entrepreneurial Projects
P0292;Clinical Investigation – Arthritis, Bone, Skin and Cartilage;Études cliniques - Arthrite, os, peau et cartilages;Physiotherapy care in Emergency Departments for Patients with Musculoskeletal Disorders: A Pragmatic Cluster Randomized Controlled Trial and Cost Analysis
P0293;;;Le numérique et les études médiévales : enjeux pédagogiques et formation par la recherche
P0294;;;High power density motors for aeronautics manufactured by cold spraying
P0295;Systems & Circuits Neurosciences;Systèmes et circuits en neurosciences;Cholesterol metabolism and regulation of the senescence-associated secretory phenotype in retinopathy
P0296;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Second-order Hessian-free methods for statistical learning and stochastic optimization
P0297;;;Ecosystemic thinking: integrating ecosystem assessment to the strategic thinking process
P0298;Biological Systems and Functions;Systèmes et fonctions biologiques;Brain-body interactions during bipedalism
P0299;Materials and Chemical Engineering;Génie chimique et des matériaux;Multiaxial electro-mechanical tensile tester for stretchable electronics
P0300;Mathematics and Statistics;Mathématiques et statistique;Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action
P0301;Education and social work;Éducation et travail social;Frontières vécues dans les institutions éducatives québécoises. Discours des cégépiennes musulmanes issues de l'immigration à Montréal
P0302;Electrical and Computer Engineering;Génie électrique et de l'informatique;Non-invasive 4D thoracic imaging infrastructure to support decision-making in the management of lung diseases in intensive care units (ICU)
P0303;Education and social work;Éducation et travail social;La participation à la société québécoise : exploration de la perception des jeunes issus de l'immigration, de première et de deuxième génération (JIPDG), élèves et étudiants au secondaire et au cegep francophones
P0304;;;Reshaping the urban water management paradigm: towards a new decision-support framework for the sustainable design of hybrid systems
P0305;Multidisciplinary or interdisciplinary humanities;Sciences humaines multi- ou interdisciplinaires;L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale
P0306;;;Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques
P0307;;;Mon genou pourrait aller mieux
P0308;Biological Systems and Functions;Systèmes et fonctions biologiques;Learning sensorimotor maps through curiosity
P0309;Computer Science;Sciences informatiques;Improving the Quality Assurance of Machine-Learning Software Applications
P0310;;;Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study
P0311;;;Simulation of large scale MaaS
P0312;;;PRevention of COVID-19 with high dose Oral Vitamin D supplemental Therapy in Essential healthCare Teams (PROTECT)
P0313;Genes, Cells and Molecules;Gènes, cellules et molécules;Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics
P0314;Law and criminology;Droit et criminologie;Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive
P0315;Genes, Cells and Molecules;Gènes, cellules et molécules;Dissection of non-canonical DNA damage response mechanisms controlling the senescence program
P0316;;;Comment habiter le territoire québécois de façon sobre et résiliente dans un contexte de transition écologique?
P0317;Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition;Sciences comportementales - Études du comportement, des neurosciences et de la cognition;Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation
P0318;Materials and Chemical Engineering;Génie chimique et des matériaux;Multiscale modeling of multiphase flows in chemical engineering processes
P0319;;;Soutien à la mobilisation des milieux scolaires pour la mise en oeuvre de mesures intégrées et structurées favorisant la socialisation des élèves, leur bien-être psychologique, ainsi que la prévention de la violence
P0320;Fine Arts, Research-Creation;Beaux-arts, recherche-création;La Trajectoire du mouvement debussyste (1895-1923) : Style, réception, implantation institutionnelle
P0321;Mechanical Engineering;Génie mécanique;High-order Geometry, Mesh and Adaptivity for Fluid-Structure Interaction Simulations
P0322;Genes, Cells and Molecules;Gènes, cellules et molécules;Computational analysis and modeling of ribonucleic acid structure, function, and dynamics
P0323;;;Stratégies d'épargne transfusionnelle et de prévention de la pénurie de produits sanguins labiles : de l'utilisation clinique appropriée à l'élargissement du pool de donneurs
P0324;Physics;Physique;Relaxation, friction interne et ondes gravitationnelles
P0325;Political science and public administration;Science politique et administration publique;Penser la citoyenneté vécue des femmes dans les pratiques participatives du care au quotidien en Amérique latine : Le cas des cuisines communautaires de la ville de Mexico
P0326;Evolution and Ecology;Évolution et écologie;Statistical analysis of microbiome longitudinal data with multiplex networks
P0327;Chemistry;Chimie;Reaction mechanisms of catalytic reactions using earth-abundant metals
P0328;;;Investigation of a novel tumor suppressor mechanism in medulloblastoma
P0329;Computer Science;Sciences informatiques;Autonomous security for complex systems
P0330;Fine arts, research-creation;Beaux-arts, recherche-création;Résonance et altération audiovisuelles: pour une pensée sonore de la vidéo et du cinéma expérimental
P0331;Computer Science;Sciences informatiques;Concentration of measure on quantum states
P0332;Biological Systems and Functions;Systèmes et fonctions biologiques;The use of facial information from developmental prosopagnosics to super-recognizers
P0333;;;Raman spectroscopy platform integrating highly sensitive photonic devices, nanostructured surfaces and machine learning for on-site detection of multiple diseases
P0334;Cardiovascular System – Vascular System;Système cardiovasculaire - Système vasculaire;Capillary stalling and hypoxic micropockets: two sides of the same phenomena?
P0335;Law and criminology;Droit et criminologie;Crime sans châtiment : compétences et réussite criminelle
P0336;Biological Systems and Functions;Systèmes et fonctions biologiques;Crop rhizosphere response to environmental stress
P0337;;;Towards remission and full recovery from obsessive-compulsive disorder: Investigating the efficacy of Inference-Based Cognitive-Behavioral Therapy when standard treatment has failed
P0338;;;Soft coral flexibility: its impact on hydrodynamic loads, feeding and a way to measure flow velocity
P0339;Evolution and Ecology;Évolution et écologie;Sexual selection and the evolution of cognition
P0340;Genes, Cells and Molecules;Gènes, cellules et molécules;Characterization of lincRNA-miRNA networks
P0341;Education and social work;Éducation et travail social;Rétroaction corrective écrite : à quel moment et pour qui?
P0342;Electrical and Computer Engineering;Génie électrique et de l'informatique;EDITH: Efficient Design for Intelligent devices exploiting emerging TecHnologies
P0343;Psychosocial, Sociocultural & Behavioural Determinants of Health;Déterminants psychosociaux, socioculturels et comportementaux de la santé;When Pain Drives you N. U. T. S.: A mixed methods approach to investigating triggers of the stress response and multidimensional pain outcomes in a sample of individuals suffering from chronic low back pain
P0344;;;Preclinical development of highly potent and orally bioavailable PCSK9 inhibitors for patients at high cardiovascular risk
P0345;Diabetes, Obesity, Lipid & Lipoprotein Disorders;Diabète, obésité, troubles lipidiques et lipoprotéiques;Targeting 14-3-3zeta to promote human pancreatic beta-cell proliferation
P0346;;;Colloque scientifique annuel de l'Équipe de recherche interdisciplinaire sur les familles réfugiées et demandeuses d'asile
P0347;Computer Science;Sciences informatiques;Machine Learning in the Presence of Model-Dependent Data
P0348;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Sustainable mobility in Canadian cities: Towards an integrated measurement and understanding of the performance of land use and transport systems and their impacts on travel behavior
P0349;Education and social work;Éducation et travail social;L'enseignement de l'écriture par les enseignants de littérature et de philosophie du collégial
P0350;Cancer Progression & Therapeutics;Progression du cancer et thérapeutique;Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies
P0351;Mathematics and Statistics;Mathématiques et statistique;Modélisation et mesure des risques financiers
P0352;Evolution and Ecology;Évolution et écologie;Ecological and evolutionary drivers of host-symbiont associations in the phyllosphere
P0353;;;Comment nourrir en santé toujours plus d'humains sans épuiser les ressources terrestres dans un contexte de changements climatiques ?
P0354;;;Applications of machine learning in finance and economics
P0355;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Dynamic Games: Theory, Algorithms and Applications
P0356;;;In-vitro Oral, Inhalation, and Dermal Bioaccessibility and Bioavailability of Metal(loid)s from Polluted Soils and Mine Tailings
P0357;Materials and Chemical Engineering;Génie chimique et des matériaux;Electrochemical biosensors for point-of-care diagnostics
P0358;Communications, media studies, gender studies, library and information science, related fields;Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes;Look Up!: The Media Logics of Aerial Communication
P0359;;;Expectation Formation, Excess Currency Returns, and Foreign Exchange Interventions
P0360;Genes, Cells and Molecules;Gènes, cellules et molécules;Études génétiques et moléculaires de la fonction des Polycomb dans la formation et le maintien de la stabilité de l'hétérochromatine
P0361;Computer Science;Sciences informatiques;Bringing the quantum revolution to fruition
P0362;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Apprentissage automatique et optimisation pour les graphes et réseaux
P0363;;;Thanatographies: (re)penser la mort en littérature
P0364;Genes, Cells and Molecules;Gènes, cellules et molécules;Mechanisms of assembly and function of the septin cytoskeleton in Drosophila
P0365;;;Propagating Marginal Probability Mass Functions in Constraint Programming Solvers: Challenges and Opportunities
P0366;Medical Physics & Imaging;Physique médicale et imagerie;Magnetic resonance navigation of drug eluting beads for liver cancer therapy: in-vitro optimization and preclinical safety efficacy study
P0367;Electrical and Computer Engineering;Génie électrique et de l'informatique;Robotic Perception in Extreme Environments
P0368;Computer Science;Sciences informatiques;Modular and Lifelong Learning for Developing General Purpose Robotic Agents
P0369;Computer Science;Sciences informatiques;Algorithmic Fairness in Black-box Machine Learning Models
P0370;Genes, Cells and Molecules;Gènes, cellules et molécules;Sex- and hormone-dependent recruitment of inhibitory neurons in rodent sensory cortex
P0371;Developmental Biology;Biologie du développement;Investigating the Adamts19-dependent mechanisms that regulate valve maturation
P0372;Social Innovation;Innovation sociale;Social Innovation Processes in and around Multinational Companies: The Role of Social Activists and their Transnational Networks
P0373;Cell and Developmental Physiology;Cellules et physiologie du développement;Regulation of collective cell migration by the kinase Misshapen
P0374;;;COHESION Study 2.0: COvid-19, HEalth and Social InteractiOn in Neighbourhoods
P0375;;;Breaking silos: Integrating software development and operations activities in organizations
P0376;Biological Systems and Functions;Systèmes et fonctions biologiques;Differential impact of stress on risk-taking behaviour in individuals using hippocampus versus caudate nucleus-dependent virtual navigation strategies
P0377;Materials and Chemical Engineering;Génie chimique et des matériaux;Gas phase activation of monosaccharides and 5-hydroxymethylfurfural to 2,5 diformylfuran a PEF monomer
P0378;Philosophy, medieval studies, classics, religious;Philosophie, études classiques, religieuses et médiévales;Critical Edition, Translation and Study of Isaac ibn Latif's Commentary on Ecclesiastes (ca. 1240)
P0379;Communications, media studies, gender studies, library and information science, related fields;Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes;Sound Art Documentation : Spatial Audio and Significant Knowledge
P0380;Biological Systems and Functions;Systèmes et fonctions biologiques;Inter-Brain Synchronization: from Measurements to Mechanisms
P0381;Genetics;Génétique;Endothelial cell genetics and blood pressure regulation
P0382;;;ImproviNg rEnal outcomes following coronary angiograPhy and/or percuTaneoUs coroNary intErventions: a pragmatic, adaptive, patient-oriented randomized controlled trial
P0383;Computer Science;Sciences informatiques;Machine Learning with Tensor Networks
P0384;Biological Systems and Functions;Systèmes et fonctions biologiques;Elucidation of novel intracellular signaling mechanisms underlying uterine function and disease in cows
P0385;Computer Science;Sciences informatiques;Data extraction from videos for the analysis of behaviors in urban scenes
P0386;Medical Physics & Imaging;Physique médicale et imagerie;Inflammatory phenotype, senescence, and viscoelasticity imaging of macrophages in HIV
P0387;;;Optimization algorithms for rich vehicle routing problems
P0388;;;Investigating the Innovation Process in Long-Term Care Facilities: A Research Project on the Adoption, Implementation and Assimilation of Health IT
P0389;Genetics;Génétique;KBTBD4 determines key epigenetic marks that govern human hematopoietic stem cell self-renewal
P0390;Computer Science;Sciences informatiques;Representation learning and exploration of data geometries
P0391;;;Vitamin K1 supplementation to improve cognition of patients with coronary heart disease: a randomized controlled pilot study
P0392;Physics;Physique;Simulation of physical processes with Monte Carlo methods in the keV and MeV energy range
P0393;Clinical Investigation – Arthritis, Bone, Skin and Cartilage;Études cliniques - Arthrite, os, peau et cartilages;Characterizing and targeting lipocalin-type prostaglandin D2 synthase in osteoarthritis
P0394;Materials and Chemical Engineering;Génie chimique et des matériaux;3D Bioprinting of Cardiac Tissues
P0395;;;Fiscal Policy Spillovers and Inter-Sectoral Linkages: Theory and Evidence
P0396;Electrical and Computer Engineering;Génie électrique et de l'informatique;Advanced Distributed Decision-making framework for Smart grid aggregators
P0397;Law and criminology;Droit et criminologie;Constitutional Legacies of the Judicial Committee of the Privy Council
P0398;Geography, urban planning and related fields;Géographie, urbanisme et domaines connexes;Developing frameworks for climate positive design: Case Study of extraction and processing industries in Nova Scotia and Quebec
P0399;Literature;Études littéraires;Re-Imagining Illness: The British Woman Writer's Medical Knowledge, 1660-1820
P0400;Immunology & Transplantation;Immunologie et transplantation;Regulation of thymic selection thresholds and their role in establishing T cell function
P0401;Literature;Études littéraires;Viral Conjunctures: Pandemics and Planetary Health Narratives
P0402;History;Histoire;Companies and States: The Compagnie des Indes occidentales and the Reconfiguration of Authority in the French Atlantic, 1664-1674
P0403;Public, Community & Population Health;Santé publique, santé communautaire et santé des populations;Produits sanguins provenant de don de sang d'hommes ayant des relations sexuelles avec d'autres hommes (Étude PS-HARSAH)
P0404;Immunology & Transplantation;Immunologie et transplantation;Manipulating cytokine pathways to increase T cell stemness during chronic antigen exposure
P0405;Cardiovascular System – Vascular System;Système cardiovasculaire - Système vasculaire;Sexual dimorphism and menopause in the interaction between immune cells and neurovascular coupling
P0406;Chemistry;Chimie;Novel Synthetic Methodologies Exploiting Nitrogen-Containing Molecules
P0407;Computer Science;Sciences informatiques;Towards Systematic and Cost-Effective Monitoring of Large-Scale Software Systems
P0408;Computer Science;Sciences informatiques;From examples to knowledge to software engineering support and automation
P0409;Immunology & Transplantation;Immunologie et transplantation;B cell intrinsic mechanisms of the germinal centre reaction
P0410;Genes, Cells and Molecules;Gènes, cellules et molécules;Modifications of newly synthesized histones and the cellular response to DNA replication stress
P0411;;;Innovative Compressor/Fan Technologies for Reduction of Fossil Fuel Consumption
P0412;Multidisciplinary or interdisciplinary humanities;Sciences humaines multi- ou interdisciplinaires;Exploring ancestry in Montréal's Notre-Dame Cemetery (1691-1797), using 3D morphometrics and ancient DNA
P0413;Biological Systems and Functions;Systèmes et fonctions biologiques;Individual differences in natural scene semantics investigated with machine learning and neuroimaging
P0414;;;The Climate Crisis and the Future of Work
P0415;;;Grid Transition: New Generation Methodologies and Tools for Reliable Protection
P0416;;;Art-thérapie et réadaptation: une perspective transdisciplinaire
P0417;Computer Science;Sciences informatiques;Optimization and game dynamics in machine learning
P0418;Education and social work;Éducation et travail social;Développement et validation d'un outil sur le climat de genre tel que perçu par les élèves des écoles secondaires
P0419;Clinical Investigation – Reproduction, Maternal, Child and Youth Health;Études cliniques - Reproduction, santé des jeunes, de la mère et de l'enfant;CMV Dynamics and Transmission in Pregnancy: Comparison Between Women Living with and without HIV
P0420;;;Solidarité et entraide dans le contexte de l'autisme et du vieillissement
P0421;Psychology;Psychologie;Children with sexual behaviour problems: Do specialized services influence their trajectory within child protection services?
P0422;;;Évaluer les pratiques préventives du Centre de prévention et d'intervention pour victimes d'agression sexuelle (CPIVAS) : projet pilote pour le programme de prévention « Clique sur toi! -- primaire »
P0423;Multidisciplinary or interdisciplinary social sciences;Sciences sociales multi- ou interdisciplinaires;Understanding what they want and what works: social support and well-being among men experiencing cancer
P0424;Social & Developmental Aspects of Children's & Youth's Health;Aspects sociaux et développementaux de la santé de l'enfant et de l'adolescent;The Burden of Harsh Parenting on Socioemotional and Behavioral Problems: the Role of Chronic Cortisol secretion in the Preschool Years
P0425;Biological Systems and Functions;Systèmes et fonctions biologiques;From amusia to dyslexia: the role of feedback
P0426;Fine Arts, Research-Creation;Beaux-arts, recherche-création;Raconter-Cartographier. La scénarisation transmédiale
P0427;;;Stratégies d'actions de communication innovantes visant une sensibilisation résiliente de la population face aux risques liés aux inondations
P0428;Sociology, demography and related fields;Sociologie, démographie et domaines connexes;Chez soi jusqu'à la fin? Entre désirs et possibilités de mourir à domicile
P0429;Mechanical Engineering;Génie mécanique;A combined in vivo/ex vivo experimental platform for the thorough 3D investigation of bone fatigue related microdamage
P0430;Education and social work;Éducation et travail social;Élaboration et mise à l'essai d'un dispositif d'accompagnement avec, par et pour des conseillers pédagogiques: soutenir le développement professionnel continu des enseignants débutants au regard de l'articulation croyances-pratiques
P0431;;;Environmental Footprint of Mutual Funds and Pension Plans
P0432;;;An Ecology of Wood Cultures in Canada (2003-2020): comparing constructive cultures through awarded architectural designs
P0433;;;Improving allocation and supporting clinical decision-making for deceased donor kidney offers
P0434;Physics;Physique;The many facets of black hole feedback in galaxies
P0435;;;Tics et syndrome de la Tourette: Bilan et Défis! Avancées des connaissances et discussion des enjeux liés à l'intervention
P0436;Molecular & Cellular Biology of Cancer;Biologie cellulaire et moléculaire du cancer;Targeting the SMARCD1-E2A-p53 Molecular Axis in B-Cell Lymphoma
P0437;Geosciences;Géosciences;The biogeochemical heterogeneity of peatlands
P0438;Economics;Sciences économiques;The role of referral networks on job outcomes
P0439;;;Investigating neuroprotective strategies in genetic models of neurodegeneration
P0440;Evolution and Ecology;Évolution et écologie;Plant diversity and ecosystem services in wetlands
P0441;;;How do pioneer factor open chromatin?
P0442;Biological Systems and Functions;Systèmes et fonctions biologiques;Integrative physiology of ovarian follicular development and ovulation
P0443;Genes, Cells and Molecules;Gènes, cellules et molécules;Intracellular transport of proteins containing di-arginine endoplasmic reticulum-retention motifs
P0444;Materials and Chemical Engineering;Génie chimique et des matériaux;Plastic Waste Upgrading by Coupling Microwave Heating with Catalytic Pyrolysis
P0445;Chemistry;Chimie;Controlling Molecular Organization in Materials
P0446;;;Développement de méthodes d'apprentissage automatique pour la détection d'anomalies à l'échelle d'un ensemble de barrages
P0447;Molecular & Cellular Neurosciences;Neuroscience cellulaire et moléculaire;Investigation of the heterogeneity of mitochondrial dysfunction in idiopathic Parkinson's disease using induced neurons derived from patients
P0448;Molecular & Cellular Neurosciences;Neuroscience cellulaire et moléculaire;The amyloid precursor protein intracellular domain is an effector molecule of metaplasticity - implications for the regulation of synaptic plasticity in Alzheimer disease
P0449;Genes, Cells and Molecules;Gènes, cellules et molécules;Regulation of neutrophil antimicrobial defense through the pleiotropic receptor FPR2/ALX
P0450;Biological Systems and Functions;Systèmes et fonctions biologiques;The neural mechanisms underlying the promotion of motor learning by acute exercise
P0451;Materials and Chemical Engineering;Génie chimique et des matériaux;Scalable, versatile surface engineering through photo-initiated chemical vapour deposition
P0452;Cell Biology - Molecular/Fundamental;Biologie cellulaire – moléculaire/fondamentale;Regulation of cytokinesis by the novel and conserved flavin-dependent monooxygenase enzymes OSGN-1/OSGIN
P0453;Nutrition, Food & Health;Nutrition, aliments et santé;Enabling monitoring of ultra-processed food consumption among Canadians: Development and validation of a screener
P0454;Psychology;Psychologie;Les cognitions sociales implicites et les tendances comportementales associées aux émotions hostiles
P0455;Philosophy;Philosophie;Heidegger et Gadamer. Correspondance et bilan
P0456;Electrical and Computer Engineering;Génie électrique et de l'informatique;Generic AC-DC load-flow solution method with controllable AC-DC converters
P0457;Education and social work;Éducation et travail social;Étude sur l'apport de l'expérience de l'émotion de la tristesse vécue et exprimée par des enfants endeuillés face à la réalité du processus de deuil tel que vécu au Québec
P0458;Electrical and Computer Engineering;Génie électrique et de l'informatique;Intelligent video surveillance to detect mobility problems of older adults at home: from fall detection to fall prevention
P0459;Medical Physics & Imaging;Physique médicale et imagerie;Dynamic Ultrasound Localization Pulsatility Imaging
P0460;Biological Systems and Functions;Systèmes et fonctions biologiques;Metabolic control of plant non-photosynthetic metabolism
P0461;;;COLCOT-T2D : Colchicine for Primary Prevention of Cardiovascular Events in Patients with Type 2 Diabetes
P0462;;;Major Resource Support at the Université de Montréal for Canada's Subatomic Physics Program
P0463;Biological Systems and Functions;Systèmes et fonctions biologiques;Plateforme d'imagerie macroscopique ultra sensible pour l'étude des neurotransmetteurs et des neuromodulateurs in vivo
P0464;Physics;Physique;Algorithmes de calcul de dose basé sur des modèles pour des applications avancées en physique médicale
P0465;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Logistics and transportation
P0466;Cell Biology – Molecular/Fundamental;Biologie cellulaire – moléculaire/fondamentale;Systematic mapping of the global ARF network interactome by BioID coupled to functional studies to reveal novel biological functions
P0467;Political science and public administration;Science politique et administration publique;Measuring Partisan Conflicts on Social Media
P0468;;;The emergence of problem clarity in teams and its influence innovation project success
P0469;;;The release of carbon and pollutants from eastern canadian watersheds in response to atmospheric deposition and climate change
P0470;Electrical and Computer Engineering;Génie électrique et de l'informatique;Récepteur radiofréquence pour système de caractérisation d'antennes en micro-ondes et ondes millimétriques
P0471;;;Advanced Simulation Tools for the Design and Operation of Circular Economy Strategies
P0472;Fine Arts, Research-Creation;Beaux-arts, recherche-création;Révélations daoustiennes : nouvelles perspectives sur le théâtre francophone du Québec 1895-1940
P0473;;;Dormir sans pression: un concept intégrateur pour les patients tétraplégiques et les aidants pour minimiser les plaies de pression, améliorer le sommeil et favoriser la résilience face à la lésion de la moelle épinière
P0474;Civil, Industrial and Systems Engineering;Génie civil, industriel et des systèmes;Assessment of mechanical and durability performances of NSC to self-healing FRC structural components under combined mechanical and environemental loadings
P0475;Cardiovascular System – Vascular System;Système cardiovasculaire - Système vasculaire;eNOS regulates endothelial cell polarity and angiogenic sprouting in vascular pathologies
P0476;;;Comparative Effectiveness of Repetitive Versus Deep Transcranial Magnetic Stimulation for Major Depression: A Randomized Controlled Trial
P0477;;;Planning and developing Canadian intersectoral partnerships and knowledge sharing for sustainable LD risk mitigation in peri-domestic high-risk areas
P0478;Electrical and Computer Engineering;Génie électrique et de l'informatique;Du réseau de neurones au circuit logique et réciproquement : le meilleur des deux mondes
P0479;Psychology;Psychologie;Faire du virtuel une réalité : l'exploration de l'utilité d'agents virtuels autonomes en contexte de formation à l'évaluation des jeunes contrevenants
P0480;;;Global Corporate Minimum Tax in Canada? Politics, Policy and Practice
P0481;;;Briser les silos de recherche : pour l'amélioration des interactions entre les milieux universitaire et professionnel en sciences de l'information
P0482;;;Simulation numérique des écoulements multi-composants à trois phases par l'approche de Boltzmann sur réseau
P0483;Psychology, linguistics and translation;Psychologie, linguistique et traduction;Developing an initial understanding of the factors involved in psychological readiness to return to sport following a concussion
P0484;Cell Biology – Disease;Biologie cellulaire – Maladie;Roles for mitochondrial adaptation in fatty liver disease and associated liver cancer
P0485;Mechanical Engineering;Génie mécanique;Lagrangian analyzes of complex and turbulent flows for advanced flow diagnostics
P0486;;;Energy and spectrum opportunistic relaying for sustainable wireless networks
P0487;Chemistry;Chimie;Plasmonic optophysiology
P0488;;;A statistical perspective for some challenges in data science
P0489;Genes, Cells and Molecules;Gènes, cellules et molécules;Structural and functional characterization of protein-metal interactions
P0490;;;To study the pathogenesis and its underlying mechanisms of an abnormally large Pol II pool size caused by a defective novel ARMC5-containing POLR2A-specific ubiquitin ligase
P0491;Fine arts, research-creation;Beaux-arts, recherche-création;Perspectives compositionnelles sur la sémiotique musicale, à partir de l'intégration théorique et pratique de la sémiotique deleuzienne du cinéma
P0492;Immunology & Transplantation;Immunologie et transplantation;Regulation of germinal center B cell function during antibody responses
P0493;;;Victims, Law and Justice: A Partnership approach to Transformative Justice
P0494;Biological Systems and Functions;Systèmes et fonctions biologiques;Dynamic scene processing in humans
P0495;;;Planning for mercury-related vision rehabilitation services for Grassy Narrows First Nation community
P0496;;;L'intégration des PFÉ dans les stages d'actualisation et de requalification de l'Université de Montréal
