;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
220;Highly versatile benchtop Flow Cytometry Analyzer (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9929327368736267;RDF205;Chemical engineering;0.98429936170578;RDF206;Materials engineering and resources engineering;0.5566415190696716;RDF212;Other engineering and technologies;0.15160661935806274
221;Analysis of Extreme Values;RDF10;Natural sciences;0.4949544072151184;RDF103;Physical sciences;0.6024381518363953;RDF101;Mathematics and statistics;0.3689076006412506;RDF105;Earth and related environmental sciences;0.2979317605495453
222;Frontlines to Headlines: The Politics of Memory, War and the Press in interwar Germany (History);RDF50;Social sciences;0.3200412392616272;RDF508;Media and communications;0.9965469837188721;RDF504;Sociology and related studies;0.2745177149772644;RDF509;Other social sciences;0.0021588567178696394
223;Mechanistic Investigations of Nickel-Promoted C-Heteroatom Bond Making Reactions (Chemistry);RDF10;Natural sciences;0.7940922975540161;RDF104;Chemical sciences;0.9988444447517395;RDF103;Physical sciences;0.9908425211906433;RDF107;Other natural sciences;0.15324753522872925
224;Manipulated Procurement;RDF30;Medical, health and life sciences;0.31545206904411316;RDF305;Other medical sciences;0.0007491909782402217;RDF304;Medical biotechnology;0.00035956630017608404;RDF301;Basic medicine and life sciences;0.00018238004122395068
225;Functionalized Bilayer Graphene Devices: Achieving Selectivity and Sensitivity;RDF20-21;Engineering and technology;0.9326330423355103;RDF211;Nano-technology;0.9973132014274597;RDF205;Chemical engineering;0.8789334297180176;RDF206;Materials engineering and resources engineering;0.8574641346931458
226;Le rôle de la résilience sur la santé et le bien-être des équipes interprofessionnelles: validation d'une démarche managériale participative;RDF30;Medical, health and life sciences;0.43040594458580017;RDF301;Basic medicine and life sciences;0.5448038578033447;RDF302;Clinical medicine;0.48576459288597107;RDF303;Health sciences;0.48331886529922485
227;Les jeunes en difficulté et faisant l'objet d'une double prise en charge judiciaire : parcours de vie, trajectoires dans les services et pratiques professionnelles (Law and criminology);RDF50;Social sciences;0.24053452908992767;RDF505;Law and legal practice;0.9873062968254089;RDF507;Social and economic geography;0.006298508029431105;RDF503;Education;0.00024812089395709336
228;"Before the ""Great Divide"": The Shared Language(s) of Art and Science in the Early Modern Period (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.788151741027832;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.5616540908813477;RDF601;History, archaeology and related studies;0.07673060148954391;RDF602;Languages and literature;0.03437105193734169
229;MID-INFRARED QUANTUM TECHNOLOGY FOR SENSING (MIRAQLS);RDF20-21;Engineering and technology;0.4420740604400635;RDF211;Nano-technology;0.9832553863525391;RDF209;Environmental biotechnology;0.935625433921814;RDF208;Environmental engineering and related engineering;0.7051348686218262
230;Exploiting minor histocompatibility antigens for personalized cancer immunotherapy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.5307061076164246;RDF304;Medical biotechnology;0.9975888133049011;RDF303;Health sciences;0.8929498791694641;RDF302;Clinical medicine;0.6917952299118042
231;Investment incentives in matching markets: on the foundations of competitive models (Economics);RDF50;Social sciences;0.26304927468299866;RDF502;Economics and business administration;0.1166844293475151;RDF509;Other social sciences;0.0004999256343580782;RDF503;Education;0.00010987967834807932
232;Advancing Machine Learning with Causal Models (Computer Science);RDF20-21;Engineering and technology;0.36921894550323486;RDF212;Other engineering and technologies;0.06612865626811981;RDF203;Electrical engineering, computer engineering, and information engineering;0.00041052710730582476;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.00014036244829185307
233;The Brahma Kumari Tradition in Canada and the United States (Medieval, classics, religious studies);RDF60;Humanities and the arts;0.995534360408783;RDF605;Other humanities;0.9726361632347107;RDF601;History, archaeology and related studies;0.7659880518913269;RDF602;Languages and literature;0.027219898998737335
234;Social polarization in high schools during COVID-19: A mixed-method Positive Youth Development research to inform how to promote well-being and reduce violence among adolescents (Education and social work);RDF50;Social sciences;0.42605331540107727;RDF503;Education;0.9339501261711121;RDF504;Sociology and related studies;0.640903651714325;RDF509;Other social sciences;0.0027804714627563953
235;Assessing the community needs of Canadians with limb loss: Building the foundation for community action;RDF30;Medical, health and life sciences;0.3656349182128906;RDF305;Other medical sciences;0.08060671389102936;RDF303;Health sciences;0.07193347066640854;RDF301;Basic medicine and life sciences;0.07099156826734543
236;Addition of high dose Stimulant and engagement-focused Contingency management, alone and in combination, to treatment as usual for the management of MEthamphetamine use disorder (ASCME): a pan-Canadian multisite randomized controlled trial;RDF30;Medical, health and life sciences;0.8367927074432373;RDF302;Clinical medicine;0.9536677002906799;RDF303;Health sciences;0.42638707160949707;RDF304;Medical biotechnology;0.10029523819684982
237;Écrire / Traduire / Visualiser les humanités numériques;RDF60;Humanities and the arts;0.4680249094963074;RDF602;Languages and literature;0.997915506362915;RDF601;History, archaeology and related studies;0.11271436512470245;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.10683469474315643
238;Smart Electrolytes for a New Perspective on Electrochemical Energy Storage (Chemistry);RDF20-21;Engineering and technology;0.38453230261802673;RDF205;Chemical engineering;0.006084626540541649;RDF212;Other engineering and technologies;0.005671345163136721;RDF211;Nano-technology;0.0018364106072112918
239;Femmes et pouvoirs dans le bailliage de Montréal (1644-1693) (History);RDF20-21;Engineering and technology;0.52995765209198;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.12494991719722748;RDF212;Other engineering and technologies;0.1013217493891716;RDF202;Industrial, systems and processes engineering;0.0023239748552441597
240;Entre pressions socioculturelles et insatisfaction à l'égard de l'image corporelle : le rôle médiateur de caractéristiques personnelles chez les adolescents et jeunes hommes. (Psychology);RDF50;Social sciences;0.8572104573249817;RDF501;Psychology and cognitive sciences;0.7286099791526794;RDF509;Other social sciences;0.06586316972970963;RDF508;Media and communications;0.010046875104308128
241;Multi-Precision Optimization and Methods with Inaccurate Functions and Derivatives (Computer Science);RDF20-21;Engineering and technology;0.42369282245635986;RDF212;Other engineering and technologies;0.01953958161175251;RDF203;Electrical engineering, computer engineering, and information engineering;0.009246080182492733;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.00036648401874117553
242;Adaptive FEM for Analysis, Design, and Control of Complex Flows (Mechanical Engineering);RDF20-21;Engineering and technology;0.9951428174972534;RDF204;Mechanical engineering;0.9994610548019409;RDF202;Industrial, systems and processes engineering;0.6709772348403931;RDF212;Other engineering and technologies;0.03578582778573036
243;Diagnosis of Aggressive Prostate Cancer Using Key Features of Raman Spectroscopy (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.568551242351532;RDF302;Clinical medicine;0.9927148818969727;RDF301;Basic medicine and life sciences;0.9606773853302002;RDF303;Health sciences;0.7476986050605774
244;Maintaining balance in an unstable environment: A central role for the vestibular system (Biological Systems and Functions);RDF10;Natural sciences;0.5563218593597412;RDF106;Biological sciences;0.7770495414733887;RDF105;Earth and related environmental sciences;0.25428393483161926;RDF103;Physical sciences;0.05559571832418442
245;Multifarious roles of the smallest Arabidopsis thaliana MAPKKKs clade (MAPKKK19, 20 and 21) as an integrative hub for plant pathogen interactions, growth, development and reproduction (Biological Systems and Functions);RDF10;Natural sciences;0.7081707119941711;RDF106;Biological sciences;0.9135987162590027;RDF105;Earth and related environmental sciences;0.0015297927893698215;RDF107;Other natural sciences;0.0002140481083188206
246;Occurrence et contrôle des bactéries opportunistes et bioaérosols issus des systèmes de traitement des eaux usées (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9942554831504822;RDF208;Environmental engineering and related engineering;0.9991784691810608;RDF209;Environmental biotechnology;0.9898030757904053;RDF202;Industrial, systems and processes engineering;0.9847344160079956
247;Le confinement : étude comparée du choix d'un instrument de politique publique extrême (Political science and public administration);RDF50;Social sciences;0.4564715325832367;RDF506;Political science and policy administration;0.9951445460319519;RDF509;Other social sciences;0.0029224713798612356;RDF504;Sociology and related studies;0.0021452095825225115
248;Valorisation des noirs de carbone recyclés de pneus usagés;RDF20-21;Engineering and technology;0.8667193055152893;RDF208;Environmental engineering and related engineering;0.9561435580253601;RDF205;Chemical engineering;0.9547930359840393;RDF204;Mechanical engineering;0.939727783203125
249;"""Managing AI in Health Ecosystems"" Masterclass";RDF30;Medical, health and life sciences;0.644071102142334;RDF303;Health sciences;0.8097421526908875;RDF302;Clinical medicine;0.20278580486774445;RDF301;Basic medicine and life sciences;0.013157627545297146
250;Novel regulatory mechanisms of the mammalian nuclear proteasome through liquid-liquid phase separation (Cell Biology – Molecular/Fundamental);RDF30;Medical, health and life sciences;0.4202168583869934;RDF301;Basic medicine and life sciences;0.9094128608703613;RDF304;Medical biotechnology;0.6920884251594543;RDF302;Clinical medicine;0.04279843717813492
251;Integrating early neuromonitoring biomarkers to better define eligibility for therapeutic hypothermia after perinatal hypoxia-ischemia;RDF30;Medical, health and life sciences;0.49142733216285706;RDF302;Clinical medicine;0.8520558476448059;RDF301;Basic medicine and life sciences;0.7904695272445679;RDF304;Medical biotechnology;0.7899190187454224
252;Metasurface and Metamaterial-Inspired Devices for 5G, IoT, Sensing and Space Applications;RDF20-21;Engineering and technology;0.7468538880348206;RDF206;Materials engineering and resources engineering;0.7595552802085876;RDF203;Electrical engineering, computer engineering, and information engineering;0.7416442036628723;RDF212;Other engineering and technologies;0.6607953906059265
253;Cross-frequency coupling and machine learning for electrophysiological signal analysis;RDF20-21;Engineering and technology;0.6609467267990112;RDF212;Other engineering and technologies;0.3832319974899292;RDF207;Medical and biomedical engineering;0.28113386034965515;RDF203;Electrical engineering, computer engineering, and information engineering;0.1232462003827095
254;Uncovering a New Cytotoxic Mechanism of Natural Killer Cells (Genes, Cells and Molecules);RDF10;Natural sciences;0.5502775311470032;RDF106;Biological sciences;0.9572147727012634;RDF107;Other natural sciences;0.17533770203590393;RDF104;Chemical sciences;0.02016931027173996
255;Actualisation de la formation sur les pratiques d'affiliation dans les Auberges du coeur du Québec;RDF60;Humanities and the arts;0.3015126883983612;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.17771731317043304;RDF605;Other humanities;0.03225453570485115;RDF602;Languages and literature;0.0002658614539541304
256;Evidence for Impact: The Quebec Experience of Designing Evidence-Based Public Policy Solutions to Reform Home Care;RDF30;Medical, health and life sciences;0.3003201484680176;RDF301;Basic medicine and life sciences;0.00025262843701057136;RDF303;Health sciences;0.00021250535792205483;RDF304;Medical biotechnology;0.00011728649405995384
257;Replicative stress as a primary determinant of chemotherapeutic outcome in ovarian cancer;RDF10;Natural sciences;0.44110924005508423;RDF106;Biological sciences;0.692939281463623;RDF107;Other natural sciences;0.13501213490962982;RDF104;Chemical sciences;0.011081565171480179
258;Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9878907203674316;RDF208;Environmental engineering and related engineering;0.998120903968811;RDF202;Industrial, systems and processes engineering;0.7776286602020264;RDF212;Other engineering and technologies;0.06975586712360382
259;Le travail ensemble comme stratégie de réponse aux besoins complexes des jeunes en difficulté : comprendre les processus d'émergence de la collaboration (Education and social work);RDF50;Social sciences;0.3982715308666229;RDF503;Education;0.9452632665634155;RDF504;Sociology and related studies;0.0006744815036654472;RDF509;Other social sciences;0.0002855446364264935
260;Interneuronopathies and neurodevelopmental disorders (Genetics);RDF30;Medical, health and life sciences;0.4621250331401825;RDF305;Other medical sciences;0.37027284502983093;RDF301;Basic medicine and life sciences;0.04710793122649193;RDF304;Medical biotechnology;0.0025039976462721825
261;Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists (Pharmacology & Toxicology);RDF30;Medical, health and life sciences;0.9517021179199219;RDF301;Basic medicine and life sciences;0.9524129033088684;RDF302;Clinical medicine;0.8307874202728271;RDF304;Medical biotechnology;0.8237231373786926
262;Entre vie et mort: images de médiation (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9936310052871704;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.4143540859222412;RDF605;Other humanities;0.3334876000881195;RDF603;Philosophy;0.0009177069296129048
263;Identification of microbial factors to modulate immune dysregulation and treat post-COVID-19 syndrome;RDF30;Medical, health and life sciences;0.6069077849388123;RDF304;Medical biotechnology;0.9594403505325317;RDF303;Health sciences;0.8888445496559143;RDF302;Clinical medicine;0.8696029186248779
264;Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée? (Business, management and related fields);RDF30;Medical, health and life sciences;0.2810419797897339;RDF303;Health sciences;0.017264995723962784;RDF305;Other medical sciences;0.0003737630322575569;RDF302;Clinical medicine;0.0001858109753811732
265;Data-driven Optimization of Transport Systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9961737990379333;RDF202;Industrial, systems and processes engineering;0.6904906034469604;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.5517050623893738;RDF212;Other engineering and technologies;0.012669026851654053
266;Le tournant éclectique en architecture à travers les procès-verbaux du Conseil des Bâtiments civils (projet pilote) (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9865543246269226;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7881937623023987;RDF605;Other humanities;0.023403430357575417;RDF601;History, archaeology and related studies;2.0855559341725893e-05
267;Évolution de l'organisation du travail des directions d'établissements d'enseignement du Québec dans le contexte de la transformation des commissions scolaires en centres de services;RDF20-21;Engineering and technology;0.2529100775718689;RDF203;Electrical engineering, computer engineering, and information engineering;0.107688307762146;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.07407689094543457;RDF202;Industrial, systems and processes engineering;0.055176034569740295
268;Integrating interdisciplinary perspectives on circular economy;RDF30;Medical, health and life sciences;0.26068127155303955;RDF303;Health sciences;0.03972361609339714;RDF305;Other medical sciences;0.02444113790988922;RDF302;Clinical medicine;0.014927798882126808
269;Homeostasis of the respiratory epithelial tissue: regulatory mechanisms by ion channels (Genes, Cells and Molecules);RDF10;Natural sciences;0.5957160592079163;RDF106;Biological sciences;0.9889962673187256;RDF107;Other natural sciences;0.1941354125738144;RDF104;Chemical sciences;0.006076249293982983
270;Vascular events in patients undergoing same-day noncardiac surgery (VALIANCE) - a prospective cohort and nested biobank study (Clinical Investigation – Cardiovascular Systems);RDF30;Medical, health and life sciences;0.7779257297515869;RDF302;Clinical medicine;0.5618227124214172;RDF304;Medical biotechnology;0.48001596331596375;RDF303;Health sciences;0.0020253174006938934
271;Mental health Recovery from Youth Right-based Perspectives (Education and social work);RDF50;Social sciences;0.3772696256637573;RDF503;Education;0.9135114550590515;RDF509;Other social sciences;0.00828287098556757;RDF504;Sociology and related studies;0.0003822481958195567
272;Ecosystem functioning in the landscape: a meta-ecosystem perspective (Evolution and Ecology);RDF10;Natural sciences;0.7723671793937683;RDF105;Earth and related environmental sciences;0.967776358127594;RDF106;Biological sciences;0.3676994740962982;RDF107;Other natural sciences;0.08919941633939743
273;Multi-Fidelity Zonal Approaches to Multi-Disciplinary Aerodynamic Analysis of Transonic Aircraft;RDF20-21;Engineering and technology;0.7741415500640869;RDF202;Industrial, systems and processes engineering;0.20236313343048096;RDF212;Other engineering and technologies;0.07726313173770905;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0010570911690592766
274;Defining the functions and mechanisms of centrosomal RNA localization;RDF10;Natural sciences;0.6688356995582581;RDF106;Biological sciences;0.9417428970336914;RDF107;Other natural sciences;0.2819116413593292;RDF105;Earth and related environmental sciences;0.08155947178602219
275;Collaborative improvement of moral deliberation methods: An exercise in living ethics (Mutidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9722510576248169;RDF504;Sociology and related studies;0.7964180111885071;RDF501;Psychology and cognitive sciences;0.0622711256146431;RDF506;Political science and policy administration;0.059111338108778
276;The role of GABA signaling in nervous system formation and homeostasis (Genes, Cells and Molecules);RDF10;Natural sciences;0.503413736820221;RDF106;Biological sciences;0.9432448744773865;RDF107;Other natural sciences;0.19787640869617462;RDF104;Chemical sciences;0.0007704586605541408
277;Elimination of senescent endothelial cells to prevent vascular dementia in aging atherosclerotic mice (Biological and Clinical Aspects of Aging);RDF30;Medical, health and life sciences;0.5525882840156555;RDF304;Medical biotechnology;0.8854264616966248;RDF303;Health sciences;0.8017893433570862;RDF302;Clinical medicine;0.7814189195632935
278;Understanding and treating osteoarthritic pain in pet animals: An approach based on neurogenomics and neuropeptidomics manipulation (Biological Systems and Functions);RDF10;Natural sciences;0.5409372448921204;RDF106;Biological sciences;0.8694392442703247;RDF107;Other natural sciences;0.21138513088226318;RDF103;Physical sciences;0.0003204798558726907
279;Optimizing risk averse decisions in data-driven problems;RDF20-21;Engineering and technology;0.28109821677207947;RDF202;Industrial, systems and processes engineering;0.30450722575187683;RDF208;Environmental engineering and related engineering;0.26592928171157837;RDF212;Other engineering and technologies;0.1598987728357315
280;Understanding the genesis of the spliced immunopeptidome (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.4896937310695648;RDF301;Basic medicine and life sciences;0.9519141912460327;RDF304;Medical biotechnology;0.9205013513565063;RDF303;Health sciences;0.8851760029792786
281;Fundamental drivers of plant spectral diversity (Evolution and Ecology);RDF10;Natural sciences;0.7381598353385925;RDF105;Earth and related environmental sciences;0.9538636803627014;RDF106;Biological sciences;0.9146926999092102;RDF107;Other natural sciences;0.02635231241583824
282;Systematics, biogeography and evolution of northern floras (Evolution and Ecology);RDF10;Natural sciences;0.9891567826271057;RDF105;Earth and related environmental sciences;0.994572103023529;RDF106;Biological sciences;0.9083536267280579;RDF107;Other natural sciences;0.41892924904823303
283;Development of Additive Manufacturing Superalloys with high ?' volume fraction (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9954988956451416;RDF205;Chemical engineering;0.9928314685821533;RDF206;Materials engineering and resources engineering;0.6282227039337158;RDF202;Industrial, systems and processes engineering;0.26387012004852295
284;Judiciarisation des personnes souffrant de troubles mentaux : une recherche en théorisation ancrée sur la perception des patients judiciarisés et le personnel soignant (Psychosocial, Sociocultural & Behavioural Determinants of Health);RDF30;Medical, health and life sciences;0.541232705116272;RDF302;Clinical medicine;0.3344172537326813;RDF303;Health sciences;0.027330486103892326;RDF305;Other medical sciences;0.018180161714553833
285;Methods of initiation and mitigation of thermal runaway in lithium-ion batteries;RDF20-21;Engineering and technology;0.9727324843406677;RDF202;Industrial, systems and processes engineering;0.41282787919044495;RDF208;Environmental engineering and related engineering;0.10954529792070389;RDF212;Other engineering and technologies;0.06938114762306213
286;Automated AI-supported methane plume detection from satellite and aircraft images;RDF10;Natural sciences;0.7686776518821716;RDF105;Earth and related environmental sciences;0.9387044906616211;RDF102;Computer and information sciences;0.8457232117652893;RDF103;Physical sciences;0.7516963481903076
287;From domain-specific languages to domain-specific environments (Computer Science);RDF20-21;Engineering and technology;0.2147282510995865;RDF203;Electrical engineering, computer engineering, and information engineering;0.0011897459626197815;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0007983517716638744;RDF212;Other engineering and technologies;0.00015651930880267173
288;Magnetic Field Characterization and Mapping for Artifact Mitigation in MRI;RDF20-21;Engineering and technology;0.5136560797691345;RDF207;Medical and biomedical engineering;0.7155774235725403;RDF208;Environmental engineering and related engineering;0.12472625076770782;RDF203;Electrical engineering, computer engineering, and information engineering;0.007528101559728384
289;La médiatisation de l'opinion publique au Canada (Political science and public administration);RDF50;Social sciences;0.906914472579956;RDF508;Media and communications;0.9990531802177429;RDF506;Political science and policy administration;0.9891417026519775;RDF509;Other social sciences;0.003531140275299549
290;Entrepreneuring as Relational Process: Tracing the Trajectories of Entrepreneurial Projects (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.45995059609413147;RDF508;Media and communications;0.9974290728569031;RDF509;Other social sciences;0.007531162817031145;RDF504;Sociology and related studies;0.002666944172233343
291;Physiotherapy care in Emergency Departments for Patients with Musculoskeletal Disorders: A Pragmatic Cluster Randomized Controlled Trial and Cost Analysis (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.7404435276985168;RDF302;Clinical medicine;0.7295032739639282;RDF304;Medical biotechnology;0.09947244822978973;RDF303;Health sciences;0.0013093281304463744
292;Le numérique et les études médiévales : enjeux pédagogiques et formation par la recherche;RDF30;Medical, health and life sciences;0.33368876576423645;RDF303;Health sciences;0.6703739166259766;RDF302;Clinical medicine;0.5815063714981079;RDF305;Other medical sciences;0.3979470133781433
293;High power density motors for aeronautics manufactured by cold spraying;RDF20-21;Engineering and technology;0.9825791716575623;RDF204;Mechanical engineering;0.9268147349357605;RDF212;Other engineering and technologies;0.2857500910758972;RDF202;Industrial, systems and processes engineering;0.03156905621290207
294;Cholesterol metabolism and regulation of the senescence-associated secretory phenotype in retinopathy (Systems & Circuits Neurosciences);RDF20-21;Engineering and technology;0.414853036403656;RDF207;Medical and biomedical engineering;0.5247923135757446;RDF212;Other engineering and technologies;0.4029124081134796;RDF208;Environmental engineering and related engineering;0.005698726512491703
295;Second-order Hessian-free methods for statistical learning and stochastic optimization (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9972416162490845;RDF202;Industrial, systems and processes engineering;0.7842139005661011;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.09787685424089432;RDF212;Other engineering and technologies;0.0622708722949028
296;Ecosystemic thinking: integrating ecosystem assessment to the strategic thinking process;RDF10;Natural sciences;0.4052700400352478;RDF105;Earth and related environmental sciences;0.8527274131774902;RDF106;Biological sciences;0.2898530662059784;RDF107;Other natural sciences;0.16438508033752441
297;Brain-body interactions during bipedalism (Biological Systems and Functions);RDF10;Natural sciences;0.5479323267936707;RDF106;Biological sciences;0.6340298056602478;RDF107;Other natural sciences;0.09773210436105728;RDF103;Physical sciences;0.0013240554835647345
298;Multiaxial electro-mechanical tensile tester for stretchable electronics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9958564043045044;RDF205;Chemical engineering;0.9891964197158813;RDF202;Industrial, systems and processes engineering;0.6082629561424255;RDF206;Materials engineering and resources engineering;0.5960284471511841
299;Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.6490915417671204;RDF303;Health sciences;0.4588623642921448;RDF302;Clinical medicine;0.09441876411437988;RDF301;Basic medicine and life sciences;0.01548660360276699
300;Frontières vécues dans les institutions éducatives québécoises. Discours des cégépiennes musulmanes issues de l'immigration à Montréal (Education and social work);RDF50;Social sciences;0.610203742980957;RDF503;Education;0.989107608795166;RDF504;Sociology and related studies;0.905857264995575;RDF507;Social and economic geography;0.4505857527256012
301;Non-invasive 4D thoracic imaging infrastructure to support decision-making in the management of lung diseases in intensive care units (ICU) (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.98819899559021;RDF203;Electrical engineering, computer engineering, and information engineering;0.9960014224052429;RDF207;Medical and biomedical engineering;0.6817933320999146;RDF212;Other engineering and technologies;0.2852254807949066
302;La participation à la société québécoise : exploration de la perception des jeunes issus de l'immigration, de première et de deuxième génération (JIPDG), élèves et étudiants au secondaire et au cegep francophones (Education and social work);RDF50;Social sciences;0.36795637011528015;RDF504;Sociology and related studies;0.5808815956115723;RDF503;Education;0.0183833260089159;RDF509;Other social sciences;0.0043716165237128735
303;Reshaping the urban water management paradigm: towards a new decision-support framework for the sustainable design of hybrid systems;RDF20-21;Engineering and technology;0.29057440161705017;RDF208;Environmental engineering and related engineering;0.8398391604423523;RDF212;Other engineering and technologies;0.02931196242570877;RDF202;Industrial, systems and processes engineering;0.01741516776382923
304;L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale (Multidisciplinary or interdisciplinary humanities);RDF60;Humanities and the arts;0.993777871131897;RDF605;Other humanities;0.03133133426308632;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0007350961677730083;RDF602;Languages and literature;3.5592751373769715e-05
305;Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques;RDF20-21;Engineering and technology;0.730592668056488;RDF206;Materials engineering and resources engineering;0.9017611145973206;RDF208;Environmental engineering and related engineering;0.7898358702659607;RDF205;Chemical engineering;0.6961581110954285
306;Mon genou pourrait aller mieux;RDF10;Natural sciences;0.4694041311740875;RDF105;Earth and related environmental sciences;0.3192668855190277;RDF103;Physical sciences;0.2234855592250824;RDF104;Chemical sciences;0.2175852507352829
307;Learning sensorimotor maps through curiosity (Biological Systems and Functions);RDF10;Natural sciences;0.5454484820365906;RDF106;Biological sciences;0.6439341306686401;RDF107;Other natural sciences;0.04982192814350128;RDF105;Earth and related environmental sciences;0.0011165166506543756
308;Improving the Quality Assurance of Machine-Learning Software Applications (Computer Science);RDF20-21;Engineering and technology;0.3878501355648041;RDF212;Other engineering and technologies;0.04563583806157112;RDF203;Electrical engineering, computer engineering, and information engineering;0.00019693549256771803;RDF202;Industrial, systems and processes engineering;2.1765852579846978e-05
309;Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study;RDF30;Medical, health and life sciences;0.3226070702075958;RDF302;Clinical medicine;0.4813949465751648;RDF303;Health sciences;0.1811334490776062;RDF301;Basic medicine and life sciences;0.049374449998140335
310;Simulation of large scale MaaS;RDF10;Natural sciences;0.5684251189231873;RDF103;Physical sciences;0.9502207636833191;RDF105;Earth and related environmental sciences;0.9372259378433228;RDF102;Computer and information sciences;0.7337939739227295
311;PRevention of COVID-19 with high dose Oral Vitamin D supplemental Therapy in Essential healthCare Teams (PROTECT);RDF30;Medical, health and life sciences;0.6011096835136414;RDF302;Clinical medicine;0.8481759428977966;RDF301;Basic medicine and life sciences;0.7047157883644104;RDF304;Medical biotechnology;0.5951011776924133
312;Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics (Genes, Cells and Molecules);RDF10;Natural sciences;0.9363662600517273;RDF106;Biological sciences;0.9980495572090149;RDF104;Chemical sciences;0.5274045467376709;RDF107;Other natural sciences;0.3012852370738983
313;Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive (Law and criminology);RDF50;Social sciences;0.3479224741458893;RDF505;Law and legal practice;0.9789050817489624;RDF504;Sociology and related studies;0.001663730712607503;RDF509;Other social sciences;0.00036707811523228884
314;Dissection of non-canonical DNA damage response mechanisms controlling the senescence program (Genes, Cells and Molecules);RDF10;Natural sciences;0.47093135118484497;RDF106;Biological sciences;0.9667385816574097;RDF107;Other natural sciences;0.45150718092918396;RDF104;Chemical sciences;0.18866132199764252
315;Comment habiter le territoire québécois de façon sobre et résiliente dans un contexte de transition écologique?;RDF10;Natural sciences;0.3516063690185547;RDF105;Earth and related environmental sciences;0.6779454946517944;RDF103;Physical sciences;0.6485008001327515;RDF106;Biological sciences;0.4233127534389496
316;Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation (Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition);RDF10;Natural sciences;0.45303988456726074;RDF107;Other natural sciences;0.2854590117931366;RDF106;Biological sciences;0.017438584938645363;RDF103;Physical sciences;0.00025992392329499125
317;Multiscale modeling of multiphase flows in chemical engineering processes (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9880675077438354;RDF205;Chemical engineering;0.9858883619308472;RDF202;Industrial, systems and processes engineering;0.11975216120481491;RDF211;Nano-technology;0.0412621833384037
