;;"Cross-frequency coupling and machine learning for electrophysiological signal analysis"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Uncovering a New Cytotoxic Mechanism of Natural Killer Cells"
;;"Actualisation de la formation sur les pratiques d'affiliation dans les Auberges du coeur du Québec"
;;"Evidence for Impact: The Quebec Experience of Designing Evidence-Based Public Policy Solutions to Reform Home Care"
;;"Replicative stress as a primary determinant of chemotherapeutic outcome in ovarian cancer"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions"
"Education and social work";"Éducation et travail social";"Le travail ensemble comme stratégie de réponse aux besoins complexes des jeunes en difficulté : comprendre les processus d'émergence de la collaboration"
"Genetics";"Génétique";"Interneuronopathies and neurodevelopmental disorders"
"Pharmacology & Toxicology";"Pharmacologie et toxicologie";"Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists"
"Fine Arts, Research-Creation";"Beaux-arts, recherche-création";"Entre vie et mort: images de médiation"
;;"Identification of microbial factors to modulate immune dysregulation and treat post-COVID-19 syndrome"
"Business, management and related fields";"Affaires, gestion et domaines connexes";"Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée?"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Data-driven Optimization of Transport Systems"
"Fine Arts, Research-Creation";"Beaux-arts, recherche-création";"Le tournant éclectique en architecture à travers les procès-verbaux du Conseil des Bâtiments civils (projet pilote)"
;;"Évolution de l'organisation du travail des directions d'établissements d'enseignement du Québec dans le contexte de la transformation des commissions scolaires en centres de services"
;;"Integrating interdisciplinary perspectives on circular economy"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Homeostasis of the respiratory epithelial tissue: regulatory mechanisms by ion channels"
"Clinical Investigation – Cardiovascular Systems";"Études cliniques - Systèmes cardiovasculaires";"Vascular events in patients undergoing same-day noncardiac surgery (VALIANCE) - a prospective cohort and nested biobank study"
"Education and social work";"Éducation et travail social";"Mental health Recovery from Youth Right-based Perspectives"
"Evolution and Ecology";"Évolution et écologie";"Ecosystem functioning in the landscape: a meta-ecosystem perspective"
;;"Multi-Fidelity Zonal Approaches to Multi-Disciplinary Aerodynamic Analysis of Transonic Aircraft"
;;"Defining the functions and mechanisms of centrosomal RNA localization"
"Mutidisciplinary or interdisciplinary social sciences";"Sciences sociales multi- ou interdisciplinaires";"Collaborative improvement of moral deliberation methods: An exercise in living ethics"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"The role of GABA signaling in nervous system formation and homeostasis"
"Biological and Clinical Aspects of Aging";"Aspects biologiques et cliniques du vieillissement";"Elimination of senescent endothelial cells to prevent vascular dementia in aging atherosclerotic mice"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Understanding and treating osteoarthritic pain in pet animals: An approach based on neurogenomics and neuropeptidomics manipulation"
;;"Optimizing risk averse decisions in data-driven problems"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Understanding the genesis of the spliced immunopeptidome"
"Evolution and Ecology";"Évolution et écologie";"Fundamental drivers of plant spectral diversity"
"Evolution and Ecology";"Évolution et écologie";"Systematics, biogeography and evolution of northern floras"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Development of Additive Manufacturing Superalloys with high ?' volume fraction"
"Psychosocial, Sociocultural & Behavioural Determinants of Health";"Déterminants psychosociaux, socioculturels et comportementaux de la santé";"Judiciarisation des personnes souffrant de troubles mentaux : une recherche en théorisation ancrée sur la perception des patients judiciarisés et le personnel soignant"
;;"Methods of initiation and mitigation of thermal runaway in lithium-ion batteries"
;;"Automated AI-supported methane plume detection from satellite and aircraft images"
"Computer Science";"Sciences informatiques";"From domain-specific languages to domain-specific environments"
;;"Magnetic Field Characterization and Mapping for Artifact Mitigation in MRI"
"Political science and public administration";"Science politique et administration publique";"La médiatisation de l'opinion publique au Canada"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Entrepreneuring as Relational Process: Tracing the Trajectories of Entrepreneurial Projects"
"Clinical Investigation – Arthritis, Bone, Skin and Cartilage";"Études cliniques - Arthrite, os, peau et cartilages";"Physiotherapy care in Emergency Departments for Patients with Musculoskeletal Disorders: A Pragmatic Cluster Randomized Controlled Trial and Cost Analysis"
;;"Le numérique et les études médiévales : enjeux pédagogiques et formation par la recherche"
;;"High power density motors for aeronautics manufactured by cold spraying"
"Systems & Circuits Neurosciences";"Systèmes et circuits en neurosciences";"Cholesterol metabolism and regulation of the senescence-associated secretory phenotype in retinopathy"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Second-order Hessian-free methods for statistical learning and stochastic optimization"
;;"Ecosystemic thinking: integrating ecosystem assessment to the strategic thinking process"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Brain-body interactions during bipedalism"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Multiaxial electro-mechanical tensile tester for stretchable electronics"
"Mathematics and Statistics";"Mathématiques et statistique";"Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action"
"Education and social work";"Éducation et travail social";"Frontières vécues dans les institutions éducatives québécoises. Discours des cégépiennes musulmanes issues de l'immigration à Montréal"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Non-invasive 4D thoracic imaging infrastructure to support decision-making in the management of lung diseases in intensive care units (ICU)"
"Education and social work";"Éducation et travail social";"La participation à la société québécoise : exploration de la perception des jeunes issus de l'immigration, de première et de deuxième génération (JIPDG), élèves et étudiants au secondaire et au cegep francophones"
;;"Reshaping the urban water management paradigm: towards a new decision-support framework for the sustainable design of hybrid systems"
"Multidisciplinary or interdisciplinary humanities";"Sciences humaines multi- ou interdisciplinaires";"L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale"
;;"Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques"
;;"Mon genou pourrait aller mieux"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Learning sensorimotor maps through curiosity"
"Computer Science";"Sciences informatiques";"Improving the Quality Assurance of Machine-Learning Software Applications"
;;"Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study"
;;"Simulation of large scale MaaS"
;;"PRevention of COVID-19 with high dose Oral Vitamin D supplemental Therapy in Essential healthCare Teams (PROTECT)"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics"
"Law and criminology";"Droit et criminologie";"Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Dissection of non-canonical DNA damage response mechanisms controlling the senescence program"
;;"Comment habiter le territoire québécois de façon sobre et résiliente dans un contexte de transition écologique?"
"Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition";"Sciences comportementales - Études du comportement, des neurosciences et de la cognition";"Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Multiscale modeling of multiphase flows in chemical engineering processes"
;;"Soutien à la mobilisation des milieux scolaires pour la mise en oeuvre de mesures intégrées et structurées favorisant la socialisation des élèves, leur bien-être psychologique, ainsi que la prévention de la violence"
"Fine Arts, Research-Creation";"Beaux-arts, recherche-création";"La Trajectoire du mouvement debussyste (1895-1923) : Style, réception, implantation institutionnelle"
"Mechanical Engineering";"Génie mécanique";"High-order Geometry, Mesh and Adaptivity for Fluid-Structure Interaction Simulations"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Computational analysis and modeling of ribonucleic acid structure, function, and dynamics"
;;"Stratégies d'épargne transfusionnelle et de prévention de la pénurie de produits sanguins labiles : de l'utilisation clinique appropriée à l'élargissement du pool de donneurs"
"Physics";"Physique";"Relaxation, friction interne et ondes gravitationnelles"
"Political science and public administration";"Science politique et administration publique";"Penser la citoyenneté vécue des femmes dans les pratiques participatives du care au quotidien en Amérique latine : Le cas des cuisines communautaires de la ville de Mexico"
"Evolution and Ecology";"Évolution et écologie";"Statistical analysis of microbiome longitudinal data with multiplex networks"
"Chemistry";"Chimie";"Reaction mechanisms of catalytic reactions using earth-abundant metals"
;;"Investigation of a novel tumor suppressor mechanism in medulloblastoma"
"Computer Science";"Sciences informatiques";"Autonomous security for complex systems"
"Fine arts, research-creation";"Beaux-arts, recherche-création";"Résonance et altération audiovisuelles: pour une pensée sonore de la vidéo et du cinéma expérimental"
"Computer Science";"Sciences informatiques";"Concentration of measure on quantum states"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"The use of facial information from developmental prosopagnosics to super-recognizers"
;;"Raman spectroscopy platform integrating highly sensitive photonic devices, nanostructured surfaces and machine learning for on-site detection of multiple diseases"
"Cardiovascular System – Vascular System";"Système cardiovasculaire - Système vasculaire";"Capillary stalling and hypoxic micropockets: two sides of the same phenomena?"
"Law and criminology";"Droit et criminologie";"Crime sans châtiment : compétences et réussite criminelle"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Crop rhizosphere response to environmental stress"
;;"Towards remission and full recovery from obsessive-compulsive disorder: Investigating the efficacy of Inference-Based Cognitive-Behavioral Therapy when standard treatment has failed"
;;"Soft coral flexibility: its impact on hydrodynamic loads, feeding and a way to measure flow velocity"
"Evolution and Ecology";"Évolution et écologie";"Sexual selection and the evolution of cognition"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Characterization of lincRNA-miRNA networks"
"Education and social work";"Éducation et travail social";"Rétroaction corrective écrite : à quel moment et pour qui?"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"EDITH: Efficient Design for Intelligent devices exploiting emerging TecHnologies"
"Psychosocial, Sociocultural & Behavioural Determinants of Health";"Déterminants psychosociaux, socioculturels et comportementaux de la santé";"When Pain Drives you N. U. T. S.: A mixed methods approach to investigating triggers of the stress response and multidimensional pain outcomes in a sample of individuals suffering from chronic low back pain"
;;"Preclinical development of highly potent and orally bioavailable PCSK9 inhibitors for patients at high cardiovascular risk"
"Diabetes, Obesity, Lipid & Lipoprotein Disorders";"Diabète, obésité, troubles lipidiques et lipoprotéiques";"Targeting 14-3-3zeta to promote human pancreatic beta-cell proliferation"
;;"Colloque scientifique annuel de l'Équipe de recherche interdisciplinaire sur les familles réfugiées et demandeuses d'asile"
"Computer Science";"Sciences informatiques";"Machine Learning in the Presence of Model-Dependent Data"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Sustainable mobility in Canadian cities: Towards an integrated measurement and understanding of the performance of land use and transport systems and their impacts on travel behavior"
"Education and social work";"Éducation et travail social";"L'enseignement de l'écriture par les enseignants de littérature et de philosophie du collégial"
"Cancer Progression & Therapeutics";"Progression du cancer et thérapeutique";"Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies"
"Mathematics and Statistics";"Mathématiques et statistique";"Modélisation et mesure des risques financiers"
"Evolution and Ecology";"Évolution et écologie";"Ecological and evolutionary drivers of host-symbiont associations in the phyllosphere"
;;"Comment nourrir en santé toujours plus d'humains sans épuiser les ressources terrestres dans un contexte de changements climatiques ?"
;;"Applications of machine learning in finance and economics"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Dynamic Games: Theory, Algorithms and Applications"
;;"In-vitro Oral, Inhalation, and Dermal Bioaccessibility and Bioavailability of Metal(loid)s from Polluted Soils and Mine Tailings"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Electrochemical biosensors for point-of-care diagnostics"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Look Up!: The Media Logics of Aerial Communication"
;;"Expectation Formation, Excess Currency Returns, and Foreign Exchange Interventions"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Études génétiques et moléculaires de la fonction des Polycomb dans la formation et le maintien de la stabilité de l'hétérochromatine"
"Computer Science";"Sciences informatiques";"Bringing the quantum revolution to fruition"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Apprentissage automatique et optimisation pour les graphes et réseaux"
;;"Thanatographies: (re)penser la mort en littérature"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Mechanisms of assembly and function of the septin cytoskeleton in Drosophila"
;;"Propagating Marginal Probability Mass Functions in Constraint Programming Solvers: Challenges and Opportunities"
"Medical Physics & Imaging";"Physique médicale et imagerie";"Magnetic resonance navigation of drug eluting beads for liver cancer therapy: in-vitro optimization and preclinical safety efficacy study"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Robotic Perception in Extreme Environments"
"Computer Science";"Sciences informatiques";"Modular and Lifelong Learning for Developing General Purpose Robotic Agents"
"Computer Science";"Sciences informatiques";"Algorithmic Fairness in Black-box Machine Learning Models"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Sex- and hormone-dependent recruitment of inhibitory neurons in rodent sensory cortex"
"Developmental Biology";"Biologie du développement";"Investigating the Adamts19-dependent mechanisms that regulate valve maturation"
"Social Innovation";"Innovation sociale";"Social Innovation Processes in and around Multinational Companies: The Role of Social Activists and their Transnational Networks"
"Cell and Developmental Physiology";"Cellules et physiologie du développement";"Regulation of collective cell migration by the kinase Misshapen"
;;"COHESION Study 2.0: COvid-19, HEalth and Social InteractiOn in Neighbourhoods"
;;"Breaking silos: Integrating software development and operations activities in organizations"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Differential impact of stress on risk-taking behaviour in individuals using hippocampus versus caudate nucleus-dependent virtual navigation strategies"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Gas phase activation of monosaccharides and 5-hydroxymethylfurfural to 2,5 diformylfuran a PEF monomer"
"Philosophy, medieval studies, classics, religious";"Philosophie, études classiques, religieuses et médiévales";"Critical Edition, Translation and Study of Isaac ibn Latif's Commentary on Ecclesiastes (ca. 1240)"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Sound Art Documentation : Spatial Audio and Significant Knowledge"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Inter-Brain Synchronization: from Measurements to Mechanisms"
"Genetics";"Génétique";"Endothelial cell genetics and blood pressure regulation"
;;"ImproviNg rEnal outcomes following coronary angiograPhy and/or percuTaneoUs coroNary intErventions: a pragmatic, adaptive, patient-oriented randomized controlled trial"
"Computer Science";"Sciences informatiques";"Machine Learning with Tensor Networks"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Elucidation of novel intracellular signaling mechanisms underlying uterine function and disease in cows"
"Computer Science";"Sciences informatiques";"Data extraction from videos for the analysis of behaviors in urban scenes"
"Medical Physics & Imaging";"Physique médicale et imagerie";"Inflammatory phenotype, senescence, and viscoelasticity imaging of macrophages in HIV"
;;"Optimization algorithms for rich vehicle routing problems"
;;"Investigating the Innovation Process in Long-Term Care Facilities: A Research Project on the Adoption, Implementation and Assimilation of Health IT"
"Genetics";"Génétique";"KBTBD4 determines key epigenetic marks that govern human hematopoietic stem cell self-renewal"
"Computer Science";"Sciences informatiques";"Representation learning and exploration of data geometries"
;;"Vitamin K1 supplementation to improve cognition of patients with coronary heart disease: a randomized controlled pilot study"
"Physics";"Physique";"Simulation of physical processes with Monte Carlo methods in the keV and MeV energy range"
"Clinical Investigation – Arthritis, Bone, Skin and Cartilage";"Études cliniques - Arthrite, os, peau et cartilages";"Characterizing and targeting lipocalin-type prostaglandin D2 synthase in osteoarthritis"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"3D Bioprinting of Cardiac Tissues"
;;"Fiscal Policy Spillovers and Inter-Sectoral Linkages: Theory and Evidence"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Advanced Distributed Decision-making framework for Smart grid aggregators"
"Law and criminology";"Droit et criminologie";"Constitutional Legacies of the Judicial Committee of the Privy Council"
"Geography, urban planning and related fields";"Géographie, urbanisme et domaines connexes";"Developing frameworks for climate positive design: Case Study of extraction and processing industries in Nova Scotia and Quebec"
"Literature";"Études littéraires";"Re-Imagining Illness: The British Woman Writer's Medical Knowledge, 1660-1820"
"Immunology & Transplantation";"Immunologie et transplantation";"Regulation of thymic selection thresholds and their role in establishing T cell function"
"Literature";"Études littéraires";"Viral Conjunctures: Pandemics and Planetary Health Narratives"
"History";"Histoire";"Companies and States: The Compagnie des Indes occidentales and the Reconfiguration of Authority in the French Atlantic, 1664-1674"
"Public, Community & Population Health";"Santé publique, santé communautaire et santé des populations";"Produits sanguins provenant de don de sang d'hommes ayant des relations sexuelles avec d'autres hommes (Étude PS-HARSAH)"
"Immunology & Transplantation";"Immunologie et transplantation";"Manipulating cytokine pathways to increase T cell stemness during chronic antigen exposure"
"Cardiovascular System – Vascular System";"Système cardiovasculaire - Système vasculaire";"Sexual dimorphism and menopause in the interaction between immune cells and neurovascular coupling"
"Chemistry";"Chimie";"Novel Synthetic Methodologies Exploiting Nitrogen-Containing Molecules"
"Computer Science";"Sciences informatiques";"Towards Systematic and Cost-Effective Monitoring of Large-Scale Software Systems"
"Computer Science";"Sciences informatiques";"From examples to knowledge to software engineering support and automation"
"Immunology & Transplantation";"Immunologie et transplantation";"B cell intrinsic mechanisms of the germinal centre reaction"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Modifications of newly synthesized histones and the cellular response to DNA replication stress"
;;"Innovative Compressor/Fan Technologies for Reduction of Fossil Fuel Consumption"
"Multidisciplinary or interdisciplinary humanities";"Sciences humaines multi- ou interdisciplinaires";"Exploring ancestry in Montréal's Notre-Dame Cemetery (1691-1797), using 3D morphometrics and ancient DNA"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Individual differences in natural scene semantics investigated with machine learning and neuroimaging"
;;"The Climate Crisis and the Future of Work"
;;"Grid Transition: New Generation Methodologies and Tools for Reliable Protection"
;;"Art-thérapie et réadaptation: une perspective transdisciplinaire"
"Computer Science";"Sciences informatiques";"Optimization and game dynamics in machine learning"
"Education and social work";"Éducation et travail social";"Développement et validation d'un outil sur le climat de genre tel que perçu par les élèves des écoles secondaires"
"Clinical Investigation – Reproduction, Maternal, Child and Youth Health";"Études cliniques - Reproduction, santé des jeunes, de la mère et de l'enfant";"CMV Dynamics and Transmission in Pregnancy: Comparison Between Women Living with and without HIV"
;;"Solidarité et entraide dans le contexte de l'autisme et du vieillissement"
"Psychology";"Psychologie";"Children with sexual behaviour problems: Do specialized services influence their trajectory within child protection services?"
;;"Évaluer les pratiques préventives du Centre de prévention et d'intervention pour victimes d'agression sexuelle (CPIVAS) : projet pilote pour le programme de prévention « Clique sur toi! -- primaire »"
"Multidisciplinary or interdisciplinary social sciences";"Sciences sociales multi- ou interdisciplinaires";"Understanding what they want and what works: social support and well-being among men experiencing cancer"
"Social & Developmental Aspects of Children's & Youth's Health";"Aspects sociaux et développementaux de la santé de l'enfant et de l'adolescent";"The Burden of Harsh Parenting on Socioemotional and Behavioral Problems: the Role of Chronic Cortisol secretion in the Preschool Years"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"From amusia to dyslexia: the role of feedback"
"Fine Arts, Research-Creation";"Beaux-arts, recherche-création";"Raconter-Cartographier. La scénarisation transmédiale"
;;"Stratégies d'actions de communication innovantes visant une sensibilisation résiliente de la population face aux risques liés aux inondations"
"Sociology, demography and related fields";"Sociologie, démographie et domaines connexes";"Chez soi jusqu'à la fin? Entre désirs et possibilités de mourir à domicile"
"Mechanical Engineering";"Génie mécanique";"A combined in vivo/ex vivo experimental platform for the thorough 3D investigation of bone fatigue related microdamage"
"Education and social work";"Éducation et travail social";"Élaboration et mise à l'essai d'un dispositif d'accompagnement avec, par et pour des conseillers pédagogiques: soutenir le développement professionnel continu des enseignants débutants au regard de l'articulation croyances-pratiques"
;;"Environmental Footprint of Mutual Funds and Pension Plans"
;;"An Ecology of Wood Cultures in Canada (2003-2020): comparing constructive cultures through awarded architectural designs"
;;"Improving allocation and supporting clinical decision-making for deceased donor kidney offers"
"Physics";"Physique";"The many facets of black hole feedback in galaxies"
;;"Tics et syndrome de la Tourette: Bilan et Défis! Avancées des connaissances et discussion des enjeux liés à l'intervention"
"Molecular & Cellular Biology of Cancer";"Biologie cellulaire et moléculaire du cancer";"Targeting the SMARCD1-E2A-p53 Molecular Axis in B-Cell Lymphoma"
"Geosciences";"Géosciences";"The biogeochemical heterogeneity of peatlands"
"Economics";"Sciences économiques";"The role of referral networks on job outcomes"
;;"Investigating neuroprotective strategies in genetic models of neurodegeneration"
"Evolution and Ecology";"Évolution et écologie";"Plant diversity and ecosystem services in wetlands"
;;"How do pioneer factor open chromatin?"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Integrative physiology of ovarian follicular development and ovulation"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Intracellular transport of proteins containing di-arginine endoplasmic reticulum-retention motifs"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Plastic Waste Upgrading by Coupling Microwave Heating with Catalytic Pyrolysis"
"Chemistry";"Chimie";"Controlling Molecular Organization in Materials"
;;"Développement de méthodes d'apprentissage automatique pour la détection d'anomalies à l'échelle d'un ensemble de barrages"
"Molecular & Cellular Neurosciences";"Neuroscience cellulaire et moléculaire";"Investigation of the heterogeneity of mitochondrial dysfunction in idiopathic Parkinson's disease using induced neurons derived from patients"
"Molecular & Cellular Neurosciences";"Neuroscience cellulaire et moléculaire";"The amyloid precursor protein intracellular domain is an effector molecule of metaplasticity - implications for the regulation of synaptic plasticity in Alzheimer disease"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Regulation of neutrophil antimicrobial defense through the pleiotropic receptor FPR2/ALX"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"The neural mechanisms underlying the promotion of motor learning by acute exercise"
"Materials and Chemical Engineering";"Génie chimique et des matériaux";"Scalable, versatile surface engineering through photo-initiated chemical vapour deposition"
"Cell Biology - Molecular/Fundamental";"Biologie cellulaire – moléculaire/fondamentale";"Regulation of cytokinesis by the novel and conserved flavin-dependent monooxygenase enzymes OSGN-1/OSGIN"
"Nutrition, Food & Health";"Nutrition, aliments et santé";"Enabling monitoring of ultra-processed food consumption among Canadians: Development and validation of a screener"
"Psychology";"Psychologie";"Les cognitions sociales implicites et les tendances comportementales associées aux émotions hostiles"
"Philosophy";"Philosophie";"Heidegger et Gadamer. Correspondance et bilan"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Generic AC-DC load-flow solution method with controllable AC-DC converters"
"Education and social work";"Éducation et travail social";"Étude sur l'apport de l'expérience de l'émotion de la tristesse vécue et exprimée par des enfants endeuillés face à la réalité du processus de deuil tel que vécu au Québec"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Intelligent video surveillance to detect mobility problems of older adults at home: from fall detection to fall prevention"
"Medical Physics & Imaging";"Physique médicale et imagerie";"Dynamic Ultrasound Localization Pulsatility Imaging"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Metabolic control of plant non-photosynthetic metabolism"
;;"COLCOT-T2D : Colchicine for Primary Prevention of Cardiovascular Events in Patients with Type 2 Diabetes"
;;"Major Resource Support at the Université de Montréal for Canada's Subatomic Physics Program"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Plateforme d'imagerie macroscopique ultra sensible pour l'étude des neurotransmetteurs et des neuromodulateurs in vivo"
"Physics";"Physique";"Algorithmes de calcul de dose basé sur des modèles pour des applications avancées en physique médicale"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Logistics and transportation"
"Cell Biology – Molecular/Fundamental";"Biologie cellulaire – moléculaire/fondamentale";"Systematic mapping of the global ARF network interactome by BioID coupled to functional studies to reveal novel biological functions"
"Political science and public administration";"Science politique et administration publique";"Measuring Partisan Conflicts on Social Media"
;;"The emergence of problem clarity in teams and its influence innovation project success"
;;"The release of carbon and pollutants from eastern canadian watersheds in response to atmospheric deposition and climate change"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Récepteur radiofréquence pour système de caractérisation d'antennes en micro-ondes et ondes millimétriques"
;;"Advanced Simulation Tools for the Design and Operation of Circular Economy Strategies"
"Fine Arts, Research-Creation";"Beaux-arts, recherche-création";"Révélations daoustiennes : nouvelles perspectives sur le théâtre francophone du Québec 1895-1940"
;;"Dormir sans pression: un concept intégrateur pour les patients tétraplégiques et les aidants pour minimiser les plaies de pression, améliorer le sommeil et favoriser la résilience face à la lésion de la moelle épinière"
"Civil, Industrial and Systems Engineering";"Génie civil, industriel et des systèmes";"Assessment of mechanical and durability performances of NSC to self-healing FRC structural components under combined mechanical and environemental loadings"
"Cardiovascular System – Vascular System";"Système cardiovasculaire - Système vasculaire";"eNOS regulates endothelial cell polarity and angiogenic sprouting in vascular pathologies"
;;"Comparative Effectiveness of Repetitive Versus Deep Transcranial Magnetic Stimulation for Major Depression: A Randomized Controlled Trial"
;;"Planning and developing Canadian intersectoral partnerships and knowledge sharing for sustainable LD risk mitigation in peri-domestic high-risk areas"
"Electrical and Computer Engineering";"Génie électrique et de l'informatique";"Du réseau de neurones au circuit logique et réciproquement : le meilleur des deux mondes"
"Psychology";"Psychologie";"Faire du virtuel une réalité : l'exploration de l'utilité d'agents virtuels autonomes en contexte de formation à l'évaluation des jeunes contrevenants"
;;"Global Corporate Minimum Tax in Canada? Politics, Policy and Practice"
;;"Briser les silos de recherche : pour l'amélioration des interactions entre les milieux universitaire et professionnel en sciences de l'information"
;;"Simulation numérique des écoulements multi-composants à trois phases par l'approche de Boltzmann sur réseau"
"Psychology, linguistics and translation";"Psychologie, linguistique et traduction";"Developing an initial understanding of the factors involved in psychological readiness to return to sport following a concussion"
"Cell Biology – Disease";"Biologie cellulaire – Maladie";"Roles for mitochondrial adaptation in fatty liver disease and associated liver cancer"
"Mechanical Engineering";"Génie mécanique";"Lagrangian analyzes of complex and turbulent flows for advanced flow diagnostics"
;;"Energy and spectrum opportunistic relaying for sustainable wireless networks"
"Chemistry";"Chimie";"Plasmonic optophysiology"
;;"A statistical perspective for some challenges in data science"
"Genes, Cells and Molecules";"Gènes, cellules et molécules";"Structural and functional characterization of protein-metal interactions"
;;"To study the pathogenesis and its underlying mechanisms of an abnormally large Pol II pool size caused by a defective novel ARMC5-containing POLR2A-specific ubiquitin ligase"
"Fine arts, research-creation";"Beaux-arts, recherche-création";"Perspectives compositionnelles sur la sémiotique musicale, à partir de l'intégration théorique et pratique de la sémiotique deleuzienne du cinéma"
"Immunology & Transplantation";"Immunologie et transplantation";"Regulation of germinal center B cell function during antibody responses"
;;"Victims, Law and Justice: A Partnership approach to Transformative Justice"
"Biological Systems and Functions";"Systèmes et fonctions biologiques";"Dynamic scene processing in humans"
;;"Planning for mercury-related vision rehabilitation services for Grassy Narrows First Nation community"
;;"L'intégration des PFÉ dans les stages d'actualisation et de requalification de l'Université de Montréal"
"Communications, media studies, gender studies, library and information science, related fields";"Communications, études médiatiques, études de genre, bibliothéconomie et sciences de l'information, domaines connexes";"Cartographie des sensibilités queer dans la culture audiovisuelle populaire"
"Sociology, demography and related fields";"Sociologie, démographie et domaines connexes";"De l'innovation à la nouvelle conformité : les usages complexes des smart drugs"
;;"Favoriser la participation sociale des aînés présentant des problèmes de mobilité : partenariat pour le codéveloppement d'un service innovant offert en contexte communautaire"
"Behavioural Sciences";"Sciences comportementales";"Chemosensation in Parkinson's disease: Trigeminal sensitivity as a potential marker"
