;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
258;Improved representation, impact assessment, and adaptive management of water resource systems under changing natural and anthropogenic conditions (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.8014433979988098;RDF208;Environmental engineering and related engineering;0.8904848098754883;RDF202;Industrial, systems and processes engineering;0.47028040885925293;RDF206;Materials engineering and resources engineering;0.1985299289226532
259;Le travail ensemble comme stratégie de réponse aux besoins complexes des jeunes en difficulté : comprendre les processus d'émergence de la collaboration (Education and social work);RDF50;Social sciences;0.4967588186264038;RDF503;Education;0.8501578569412231;RDF504;Sociology and related studies;0.21190565824508667;RDF509;Other social sciences;0.09105827659368515
260;Interneuronopathies and neurodevelopmental disorders (Genetics);RDF30;Medical, health and life sciences;0.7963577508926392;RDF303;Health sciences;0.8614216446876526;RDF305;Other medical sciences;0.15209519863128662;RDF301;Basic medicine and life sciences;0.11153119057416916
261;Prevention / treatment of the choroidal neovascularization by kinin receptors antagonists (Pharmacology & Toxicology);RDF30;Medical, health and life sciences;0.9543426036834717;RDF303;Health sciences;0.972151517868042;RDF302;Clinical medicine;0.7917405962944031;RDF304;Medical biotechnology;0.6149722337722778
262;Entre vie et mort: images de médiation (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.7038607597351074;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9675331711769104;RDF605;Other humanities;0.029284458607435226;RDF601;History, archaeology and related studies;0.02534717507660389
263;Identification of microbial factors to modulate immune dysregulation and treat post-COVID-19 syndrome;RDF30;Medical, health and life sciences;0.9242715835571289;RDF303;Health sciences;0.958304226398468;RDF302;Clinical medicine;0.6193993091583252;RDF301;Basic medicine and life sciences;0.5354172587394714
264;Les effets de la pandémie de COVID-19 sur les conditions de travail et les trajectoires d'emploi des femmes au Québec: recul, maintien ou avancée? (Business, management and related fields);RDF50;Social sciences;0.5609124302864075;RDF502;Economics and business administration;0.5858293175697327;RDF504;Sociology and related studies;0.20236435532569885;RDF509;Other social sciences;0.1677633374929428
265;Data-driven Optimization of Transport Systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9677758812904358;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9854544997215271;RDF202;Industrial, systems and processes engineering;0.2963487207889557;RDF212;Other engineering and technologies;0.13268303871154785
266;Le tournant éclectique en architecture à travers les procès-verbaux du Conseil des Bâtiments civils (projet pilote) (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.4816589951515198;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9926683306694031;RDF601;History, archaeology and related studies;0.017917344346642494;RDF605;Other humanities;0.010631945915520191
267;Évolution de l'organisation du travail des directions d'établissements d'enseignement du Québec dans le contexte de la transformation des commissions scolaires en centres de services;RDF50;Social sciences;0.3495478928089142;RDF503;Education;0.997908890247345;RDF504;Sociology and related studies;0.2520156800746918;RDF509;Other social sciences;0.10034840553998947
268;Integrating interdisciplinary perspectives on circular economy;RDF50;Social sciences;0.2865994870662689;RDF502;Economics and business administration;0.2435075044631958;RDF504;Sociology and related studies;0.030675800517201424;RDF509;Other social sciences;0.015860596671700478
269;Homeostasis of the respiratory epithelial tissue: regulatory mechanisms by ion channels (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.7096935510635376;RDF303;Health sciences;0.9556514024734497;RDF301;Basic medicine and life sciences;0.8830848336219788;RDF304;Medical biotechnology;0.4072597324848175
270;Vascular events in patients undergoing same-day noncardiac surgery (VALIANCE) - a prospective cohort and nested biobank study (Clinical Investigation – Cardiovascular Systems);RDF30;Medical, health and life sciences;0.9549056887626648;RDF303;Health sciences;0.9711838364601135;RDF302;Clinical medicine;0.5421664714813232;RDF304;Medical biotechnology;0.1919327825307846
271;Mental health Recovery from Youth Right-based Perspectives (Education and social work);RDF50;Social sciences;0.4309370219707489;RDF503;Education;0.8175744414329529;RDF504;Sociology and related studies;0.27245986461639404;RDF501;Psychology and cognitive sciences;0.19398579001426697
272;Ecosystem functioning in the landscape: a meta-ecosystem perspective (Evolution and Ecology);RDF10;Natural sciences;0.8596251606941223;RDF105;Earth and related environmental sciences;0.8539127707481384;RDF107;Other natural sciences;0.2967052161693573;RDF103;Physical sciences;0.022586042061448097
273;Multi-Fidelity Zonal Approaches to Multi-Disciplinary Aerodynamic Analysis of Transonic Aircraft;RDF20-21;Engineering and technology;0.8885602951049805;RDF204;Mechanical engineering;0.1578495353460312;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.1378803551197052;RDF212;Other engineering and technologies;0.1302300989627838
274;Defining the functions and mechanisms of centrosomal RNA localization;RDF10;Natural sciences;0.6403127908706665;RDF106;Biological sciences;0.8465777039527893;RDF103;Physical sciences;0.3639576733112335;RDF104;Chemical sciences;0.33843234181404114
275;Collaborative improvement of moral deliberation methods: An exercise in living ethics (Mutidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9052225947380066;RDF504;Sociology and related studies;0.8031737804412842;RDF503;Education;0.33562299609184265;RDF509;Other social sciences;0.1257079541683197
276;The role of GABA signaling in nervous system formation and homeostasis (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.49897539615631104;RDF301;Basic medicine and life sciences;0.40047088265419006;RDF303;Health sciences;0.3198114037513733;RDF305;Other medical sciences;0.2510504722595215
277;Elimination of senescent endothelial cells to prevent vascular dementia in aging atherosclerotic mice (Biological and Clinical Aspects of Aging);RDF30;Medical, health and life sciences;0.5907646417617798;RDF303;Health sciences;0.9196064472198486;RDF301;Basic medicine and life sciences;0.7644962668418884;RDF302;Clinical medicine;0.3928753733634949
278;Understanding and treating osteoarthritic pain in pet animals: An approach based on neurogenomics and neuropeptidomics manipulation (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.8105840682983398;RDF303;Health sciences;0.9725454449653625;RDF302;Clinical medicine;0.769859790802002;RDF304;Medical biotechnology;0.7107788920402527
279;Optimizing risk averse decisions in data-driven problems;RDF20-21;Engineering and technology;0.6796098351478577;RDF202;Industrial, systems and processes engineering;0.2874176502227783;RDF203;Electrical engineering, computer engineering, and information engineering;0.1218424066901207;RDF212;Other engineering and technologies;0.04146227240562439
280;Understanding the genesis of the spliced immunopeptidome (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.722319483757019;RDF303;Health sciences;0.9413313865661621;RDF301;Basic medicine and life sciences;0.6050263047218323;RDF305;Other medical sciences;0.28567078709602356
281;Fundamental drivers of plant spectral diversity (Evolution and Ecology);RDF10;Natural sciences;0.8697398900985718;RDF103;Physical sciences;0.5886083841323853;RDF107;Other natural sciences;0.42026498913764954;RDF106;Biological sciences;0.26549941301345825
282;Systematics, biogeography and evolution of northern floras (Evolution and Ecology);RDF10;Natural sciences;0.8395540118217468;RDF106;Biological sciences;0.89674973487854;RDF105;Earth and related environmental sciences;0.6056095361709595;RDF107;Other natural sciences;0.5521775484085083
283;Development of Additive Manufacturing Superalloys with high ?' volume fraction (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9623591899871826;RDF205;Chemical engineering;0.9222025275230408;RDF206;Materials engineering and resources engineering;0.34919974207878113;RDF202;Industrial, systems and processes engineering;0.05970173701643944
284;Judiciarisation des personnes souffrant de troubles mentaux : une recherche en théorisation ancrée sur la perception des patients judiciarisés et le personnel soignant (Psychosocial, Sociocultural & Behavioural Determinants of Health);RDF30;Medical, health and life sciences;0.6892979741096497;RDF303;Health sciences;0.9657060503959656;RDF305;Other medical sciences;0.12220858782529831;RDF301;Basic medicine and life sciences;0.07409726083278656
285;Methods of initiation and mitigation of thermal runaway in lithium-ion batteries;RDF20-21;Engineering and technology;0.7292636036872864;RDF202;Industrial, systems and processes engineering;0.4241287410259247;RDF204;Mechanical engineering;0.2969599664211273;RDF212;Other engineering and technologies;0.25450897216796875
286;Automated AI-supported methane plume detection from satellite and aircraft images;RDF20-21;Engineering and technology;0.8636549115180969;RDF209;Environmental biotechnology;0.9066944122314453;RDF208;Environmental engineering and related engineering;0.8296990990638733;RDF205;Chemical engineering;0.5255666971206665
287;From domain-specific languages to domain-specific environments (Computer Science);RDF20-21;Engineering and technology;0.9480014443397522;RDF203;Electrical engineering, computer engineering, and information engineering;0.8025168180465698;RDF212;Other engineering and technologies;0.05536170303821564;RDF202;Industrial, systems and processes engineering;0.018564347177743912
288;Magnetic Field Characterization and Mapping for Artifact Mitigation in MRI;RDF20-21;Engineering and technology;0.5863582491874695;RDF207;Medical and biomedical engineering;0.8233283758163452;RDF205;Chemical engineering;0.10734385997056961;RDF212;Other engineering and technologies;0.0799255222082138
289;La médiatisation de l'opinion publique au Canada (Political science and public administration);RDF50;Social sciences;0.5025644898414612;RDF506;Political science and policy administration;0.9631613492965698;RDF508;Media and communications;0.746832013130188;RDF504;Sociology and related studies;0.18381328880786896
290;Entrepreneuring as Relational Process: Tracing the Trajectories of Entrepreneurial Projects (Communications, media studies, gender studies, library and information science, related fields);RDF50;Social sciences;0.5040737390518188;RDF502;Economics and business administration;0.45986437797546387;RDF503;Education;0.39595139026641846;RDF508;Media and communications;0.24912740290164948
291;Physiotherapy care in Emergency Departments for Patients with Musculoskeletal Disorders: A Pragmatic Cluster Randomized Controlled Trial and Cost Analysis (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.9066665768623352;RDF303;Health sciences;0.9592688679695129;RDF302;Clinical medicine;0.8202536106109619;RDF305;Other medical sciences;0.1461481750011444
292;Le numérique et les études médiévales : enjeux pédagogiques et formation par la recherche;RDF60;Humanities and the arts;0.30831244587898254;RDF601;History, archaeology and related studies;0.45184043049812317;RDF605;Other humanities;0.07017629593610764;RDF602;Languages and literature;0.040731094777584076
293;High power density motors for aeronautics manufactured by cold spraying;RDF20-21;Engineering and technology;0.9142982959747314;RDF202;Industrial, systems and processes engineering;0.44219231605529785;RDF204;Mechanical engineering;0.14235109090805054;RDF205;Chemical engineering;0.09816574305295944
294;Cholesterol metabolism and regulation of the senescence-associated secretory phenotype in retinopathy (Systems & Circuits Neurosciences);RDF30;Medical, health and life sciences;0.9617894887924194;RDF303;Health sciences;0.9157335758209229;RDF304;Medical biotechnology;0.2441827356815338;RDF301;Basic medicine and life sciences;0.2218560427427292
295;Second-order Hessian-free methods for statistical learning and stochastic optimization (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9020193219184875;RDF202;Industrial, systems and processes engineering;0.6542875170707703;RDF212;Other engineering and technologies;0.1262994408607483;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.08772001415491104
296;Ecosystemic thinking: integrating ecosystem assessment to the strategic thinking process;RDF10;Natural sciences;0.49071046710014343;RDF105;Earth and related environmental sciences;0.9223425984382629;RDF107;Other natural sciences;0.09195128828287125;RDF106;Biological sciences;0.02673386223614216
297;Brain-body interactions during bipedalism (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.531877338886261;RDF301;Basic medicine and life sciences;0.4239721894264221;RDF305;Other medical sciences;0.25367605686187744;RDF303;Health sciences;0.22841458022594452
298;Multiaxial electro-mechanical tensile tester for stretchable electronics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.9852043390274048;RDF205;Chemical engineering;0.6663610935211182;RDF206;Materials engineering and resources engineering;0.18249835073947906;RDF203;Electrical engineering, computer engineering, and information engineering;0.16404719650745392
299;Development and Update of Quantitative Pharmacology Concepts and Computational Models for a Better Understanding of Drug Fate and Action (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.8314837217330933;RDF303;Health sciences;0.951863169670105;RDF301;Basic medicine and life sciences;0.549323320388794;RDF304;Medical biotechnology;0.37376153469085693
300;Frontières vécues dans les institutions éducatives québécoises. Discours des cégépiennes musulmanes issues de l'immigration à Montréal (Education and social work);RDF60;Humanities and the arts;0.46003779768943787;RDF605;Other humanities;0.13189834356307983;RDF602;Languages and literature;0.09001297503709793;RDF603;Philosophy;0.007968815043568611
301;Non-invasive 4D thoracic imaging infrastructure to support decision-making in the management of lung diseases in intensive care units (ICU) (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.6853429079055786;RDF207;Medical and biomedical engineering;0.9033794403076172;RDF203;Electrical engineering, computer engineering, and information engineering;0.09894658625125885;RDF212;Other engineering and technologies;0.09326425939798355
302;La participation à la société québécoise : exploration de la perception des jeunes issus de l'immigration, de première et de deuxième génération (JIPDG), élèves et étudiants au secondaire et au cegep francophones (Education and social work);RDF50;Social sciences;0.6085418462753296;RDF503;Education;0.9585765600204468;RDF504;Sociology and related studies;0.6160556077957153;RDF509;Other social sciences;0.10847194492816925
303;Reshaping the urban water management paradigm: towards a new decision-support framework for the sustainable design of hybrid systems;RDF20-21;Engineering and technology;0.5872974991798401;RDF208;Environmental engineering and related engineering;0.8198933005332947;RDF212;Other engineering and technologies;0.0854799821972847;RDF202;Industrial, systems and processes engineering;0.07204689830541611
304;L'activité musculaire des pianistes au service de la production sonore et de l'expression musicale (Multidisciplinary or interdisciplinary humanities);RDF60;Humanities and the arts;0.8905438780784607;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.923626720905304;RDF605;Other humanities;0.07633879780769348;RDF603;Philosophy;0.0033439078833907843
305;Extraction, migration et mise en place de granite-pegmatite orogénique: construire les vecteurs d'exploration de métaux critiques;RDF20-21;Engineering and technology;0.6985786557197571;RDF206;Materials engineering and resources engineering;0.9611344933509827;RDF205;Chemical engineering;0.8624096512794495;RDF202;Industrial, systems and processes engineering;0.6733527779579163
306;Mon genou pourrait aller mieux;RDF30;Medical, health and life sciences;0.8124041557312012;RDF302;Clinical medicine;0.3817812204360962;RDF303;Health sciences;0.3600389063358307;RDF305;Other medical sciences;0.11626139283180237
307;Learning sensorimotor maps through curiosity (Biological Systems and Functions);RDF10;Natural sciences;0.7918661832809448;RDF106;Biological sciences;0.9792352318763733;RDF103;Physical sciences;0.37593552470207214;RDF107;Other natural sciences;0.056236349046230316
308;Improving the Quality Assurance of Machine-Learning Software Applications (Computer Science);RDF20-21;Engineering and technology;0.9596062898635864;RDF203;Electrical engineering, computer engineering, and information engineering;0.8551267385482788;RDF212;Other engineering and technologies;0.03390796110033989;RDF202;Industrial, systems and processes engineering;0.016434574499726295
309;Mobilizing evidence into the effective treatment of sexual offenders: A feasibility study;RDF50;Social sciences;0.5048720836639404;RDF505;Law and legal practice;0.9634718894958496;RDF504;Sociology and related studies;0.2577650845050812;RDF509;Other social sciences;0.18550413846969604
310;Simulation of large scale MaaS;RDF20-21;Engineering and technology;0.5334328413009644;RDF202;Industrial, systems and processes engineering;0.4519009292125702;RDF204;Mechanical engineering;0.14312781393527985;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.09636510908603668
311;PRevention of COVID-19 with high dose Oral Vitamin D supplemental Therapy in Essential healthCare Teams (PROTECT);RDF30;Medical, health and life sciences;0.9261105060577393;RDF303;Health sciences;0.8263617157936096;RDF302;Clinical medicine;0.20032291114330292;RDF304;Medical biotechnology;0.18344728648662567
312;Decrypting nociceptive signaling pathways in Caenorhabditis elegans using behavioral analysis and mass spectrometry-based proteomics (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.48586225509643555;RDF207;Medical and biomedical engineering;0.11782565712928772;RDF212;Other engineering and technologies;0.10669058561325073;RDF205;Chemical engineering;0.07403028756380081
313;Suivre les affaires et les auteurs de violence conjugale : vers une meilleure compréhension du cheminement pénal et de la récidive (Law and criminology);RDF50;Social sciences;0.573672354221344;RDF505;Law and legal practice;0.9192084670066833;RDF509;Other social sciences;0.0876418948173523;RDF503;Education;0.06342433393001556
314;Dissection of non-canonical DNA damage response mechanisms controlling the senescence program (Genes, Cells and Molecules);RDF10;Natural sciences;0.666994571685791;RDF106;Biological sciences;0.899739682674408;RDF103;Physical sciences;0.282047837972641;RDF107;Other natural sciences;0.17773951590061188
315;Comment habiter le territoire québécois de façon sobre et résiliente dans un contexte de transition écologique?;RDF50;Social sciences;0.6306208372116089;RDF504;Sociology and related studies;0.8263617157936096;RDF507;Social and economic geography;0.27197620272636414;RDF509;Other social sciences;0.2661188244819641
316;Deafness Induced Brain Reorganization: a research program to examine how deafness modifies cortical functions and affects compensatory vision and auditory performance following cochlear implantation (Behavioural Sciences – Behavioural Studies, Neuroscience and Cognition);RDF30;Medical, health and life sciences;0.9453396201133728;RDF303;Health sciences;0.8392075896263123;RDF304;Medical biotechnology;0.0627892017364502;RDF305;Other medical sciences;0.0361519381403923
317;Multiscale modeling of multiphase flows in chemical engineering processes (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8358968496322632;RDF205;Chemical engineering;0.8419556021690369;RDF202;Industrial, systems and processes engineering;0.09467770159244537;RDF206;Materials engineering and resources engineering;0.03993731364607811
318;Soutien à la mobilisation des milieux scolaires pour la mise en oeuvre de mesures intégrées et structurées favorisant la socialisation des élèves, leur bien-être psychologique, ainsi que la prévention de la violence;RDF50;Social sciences;0.5624826550483704;RDF503;Education;0.9988120794296265;RDF504;Sociology and related studies;0.24730509519577026;RDF501;Psychology and cognitive sciences;0.15533456206321716
319;La Trajectoire du mouvement debussyste (1895-1923) : Style, réception, implantation institutionnelle (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9063372611999512;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9317736029624939;RDF601;History, archaeology and related studies;0.2567388117313385;RDF602;Languages and literature;0.1367812603712082
320;High-order Geometry, Mesh and Adaptivity for Fluid-Structure Interaction Simulations (Mechanical Engineering);RDF20-21;Engineering and technology;0.979894757270813;RDF204;Mechanical engineering;0.9990817904472351;RDF202;Industrial, systems and processes engineering;0.06119922548532486;RDF212;Other engineering and technologies;0.03611792251467705
321;Computational analysis and modeling of ribonucleic acid structure, function, and dynamics (Genes, Cells and Molecules);RDF10;Natural sciences;0.564150869846344;RDF104;Chemical sciences;0.8740772604942322;RDF102;Computer and information sciences;0.8728359341621399;RDF106;Biological sciences;0.7169128060340881
322;Stratégies d'épargne transfusionnelle et de prévention de la pénurie de produits sanguins labiles : de l'utilisation clinique appropriée à l'élargissement du pool de donneurs;RDF30;Medical, health and life sciences;0.8800761699676514;RDF302;Clinical medicine;0.9678385257720947;RDF303;Health sciences;0.9577940106391907;RDF301;Basic medicine and life sciences;0.3916386067867279
323;Relaxation, friction interne et ondes gravitationnelles (Physics);RDF10;Natural sciences;0.6665061712265015;RDF103;Physical sciences;0.9934611916542053;RDF107;Other natural sciences;0.04931359738111496;RDF105;Earth and related environmental sciences;0.003907214850187302
324;Penser la citoyenneté vécue des femmes dans les pratiques participatives du care au quotidien en Amérique latine : Le cas des cuisines communautaires de la ville de Mexico (Political science and public administration);RDF50;Social sciences;0.343726247549057;RDF506;Political science and policy administration;0.9152803421020508;RDF504;Sociology and related studies;0.5146442651748657;RDF503;Education;0.2160942405462265
325;Statistical analysis of microbiome longitudinal data with multiplex networks (Evolution and Ecology);RDF10;Natural sciences;0.54632967710495;RDF101;Mathematics and statistics;0.9700418710708618;RDF106;Biological sciences;0.9220622777938843;RDF107;Other natural sciences;0.22996728122234344
326;Reaction mechanisms of catalytic reactions using earth-abundant metals (Chemistry);RDF10;Natural sciences;0.6319077014923096;RDF104;Chemical sciences;0.9936116337776184;RDF107;Other natural sciences;0.10043660551309586;RDF105;Earth and related environmental sciences;0.06187598034739494
327;Investigation of a novel tumor suppressor mechanism in medulloblastoma;RDF30;Medical, health and life sciences;0.9023555517196655;RDF303;Health sciences;0.9709092378616333;RDF304;Medical biotechnology;0.8316906094551086;RDF302;Clinical medicine;0.6132075786590576
328;Autonomous security for complex systems (Computer Science);RDF20-21;Engineering and technology;0.9543722867965698;RDF203;Electrical engineering, computer engineering, and information engineering;0.9187722206115723;RDF202;Industrial, systems and processes engineering;0.632729709148407;RDF212;Other engineering and technologies;0.05738753080368042
329;Résonance et altération audiovisuelles: pour une pensée sonore de la vidéo et du cinéma expérimental (Fine arts, research-creation);RDF60;Humanities and the arts;0.5127807259559631;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.4679243564605713;RDF603;Philosophy;0.018887342885136604;RDF605;Other humanities;0.010631946846842766
330;Concentration of measure on quantum states (Computer Science);RDF20-21;Engineering and technology;0.8089902997016907;RDF203;Electrical engineering, computer engineering, and information engineering;0.2689894139766693;RDF212;Other engineering and technologies;0.012123756110668182;RDF211;Nano-technology;0.00970847625285387
331;The use of facial information from developmental prosopagnosics to super-recognizers (Biological Systems and Functions);RDF20-21;Engineering and technology;0.6454548239707947;RDF212;Other engineering and technologies;0.10185714811086655;RDF203;Electrical engineering, computer engineering, and information engineering;0.053502149879932404;RDF207;Medical and biomedical engineering;0.04885777458548546
332;Raman spectroscopy platform integrating highly sensitive photonic devices, nanostructured surfaces and machine learning for on-site detection of multiple diseases;RDF20-21;Engineering and technology;0.791424036026001;RDF211;Nano-technology;0.9011405110359192;RDF207;Medical and biomedical engineering;0.6085214018821716;RDF212;Other engineering and technologies;0.11446746438741684
333;Capillary stalling and hypoxic micropockets: two sides of the same phenomena? (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.7988709807395935;RDF303;Health sciences;0.9861913919448853;RDF301;Basic medicine and life sciences;0.5882092118263245;RDF304;Medical biotechnology;0.3748193085193634
334;Crime sans châtiment : compétences et réussite criminelle (Law and criminology);RDF50;Social sciences;0.5846312046051025;RDF505;Law and legal practice;0.8741310238838196;RDF503;Education;0.44852063059806824;RDF509;Other social sciences;0.03753800690174103
335;Crop rhizosphere response to environmental stress (Biological Systems and Functions);RDF10;Natural sciences;0.5240603685379028;RDF106;Biological sciences;0.9706043004989624;RDF105;Earth and related environmental sciences;0.4983673095703125;RDF107;Other natural sciences;0.3999288082122803
336;Towards remission and full recovery from obsessive-compulsive disorder: Investigating the efficacy of Inference-Based Cognitive-Behavioral Therapy when standard treatment has failed;RDF30;Medical, health and life sciences;0.8747926950454712;RDF303;Health sciences;0.8968401551246643;RDF302;Clinical medicine;0.7532852292060852;RDF305;Other medical sciences;0.1460263431072235
337;Soft coral flexibility: its impact on hydrodynamic loads, feeding and a way to measure flow velocity;RDF10;Natural sciences;0.4252391755580902;RDF106;Biological sciences;0.9269676208496094;RDF103;Physical sciences;0.8458787798881531;RDF107;Other natural sciences;0.7191371321678162
338;Sexual selection and the evolution of cognition (Evolution and Ecology);RDF10;Natural sciences;0.6495590209960938;RDF106;Biological sciences;0.3910570740699768;RDF107;Other natural sciences;0.2218560427427292;RDF105;Earth and related environmental sciences;0.026784727349877357
339;Characterization of lincRNA-miRNA networks (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.5119566917419434;RDF212;Other engineering and technologies;0.05992140248417854;RDF211;Nano-technology;0.03803509101271629;RDF203;Electrical engineering, computer engineering, and information engineering;0.03138042986392975
340;Rétroaction corrective écrite : à quel moment et pour qui? (Education and social work);RDF50;Social sciences;0.4933421015739441;RDF503;Education;0.9693242311477661;RDF501;Psychology and cognitive sciences;0.33236458897590637;RDF504;Sociology and related studies;0.22329238057136536
341;EDITH: Efficient Design for Intelligent devices exploiting emerging TecHnologies (Electrical and Computer Engineering);RDF20-21;Engineering and technology;0.9866781830787659;RDF203;Electrical engineering, computer engineering, and information engineering;0.38886457681655884;RDF202;Industrial, systems and processes engineering;0.15247340500354767;RDF212;Other engineering and technologies;0.07524432986974716
342;When Pain Drives you N. U. T. S.: A mixed methods approach to investigating triggers of the stress response and multidimensional pain outcomes in a sample of individuals suffering from chronic low back pain (Psychosocial, Sociocultural & Behavioural Determinants of Health);RDF30;Medical, health and life sciences;0.892334520816803;RDF303;Health sciences;0.96909099817276;RDF302;Clinical medicine;0.50225830078125;RDF304;Medical biotechnology;0.1826440989971161
343;Preclinical development of highly potent and orally bioavailable PCSK9 inhibitors for patients at high cardiovascular risk;RDF30;Medical, health and life sciences;0.8601785898208618;RDF303;Health sciences;0.9408984780311584;RDF304;Medical biotechnology;0.9286032915115356;RDF302;Clinical medicine;0.49536147713661194
344;Targeting 14-3-3zeta to promote human pancreatic beta-cell proliferation (Diabetes, Obesity, Lipid & Lipoprotein Disorders);RDF30;Medical, health and life sciences;0.9275646805763245;RDF303;Health sciences;0.9629876613616943;RDF302;Clinical medicine;0.9037198424339294;RDF304;Medical biotechnology;0.6953898072242737
345;Colloque scientifique annuel de l'Équipe de recherche interdisciplinaire sur les familles réfugiées et demandeuses d'asile;RDF50;Social sciences;0.5508082509040833;RDF504;Sociology and related studies;0.4464193284511566;RDF509;Other social sciences;0.10230471193790436;RDF503;Education;0.10017222166061401
346;Machine Learning in the Presence of Model-Dependent Data (Computer Science);RDF20-21;Engineering and technology;0.8638451099395752;RDF203;Electrical engineering, computer engineering, and information engineering;0.7114810347557068;RDF212;Other engineering and technologies;0.019087431952357292;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.005609132349491119
347;Sustainable mobility in Canadian cities: Towards an integrated measurement and understanding of the performance of land use and transport systems and their impacts on travel behavior (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9466588497161865;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9778410792350769;RDF212;Other engineering and technologies;0.2012631893157959;RDF202;Industrial, systems and processes engineering;0.07436570525169373
348;L'enseignement de l'écriture par les enseignants de littérature et de philosophie du collégial (Education and social work);RDF60;Humanities and the arts;0.8625909090042114;RDF602;Languages and literature;0.9342153668403625;RDF603;Philosophy;0.11299100518226624;RDF605;Other humanities;0.03252822160720825
349;Investigating the metabolic determinants of triple-negative breast cancer progression through chromatin dependencies (Cancer Progression & Therapeutics);RDF30;Medical, health and life sciences;0.9326639175415039;RDF303;Health sciences;0.9767580628395081;RDF304;Medical biotechnology;0.44137388467788696;RDF301;Basic medicine and life sciences;0.3023911118507385
350;Modélisation et mesure des risques financiers (Mathematics and Statistics);RDF10;Natural sciences;0.2978309392929077;RDF101;Mathematics and statistics;0.9958175420761108;RDF102;Computer and information sciences;0.07396338135004044;RDF107;Other natural sciences;0.05948283150792122
351;Ecological and evolutionary drivers of host-symbiont associations in the phyllosphere (Evolution and Ecology);RDF10;Natural sciences;0.904060959815979;RDF107;Other natural sciences;0.2894721031188965;RDF103;Physical sciences;0.27595821022987366;RDF104;Chemical sciences;0.12373574823141098
352;Comment nourrir en santé toujours plus d'humains sans épuiser les ressources terrestres dans un contexte de changements climatiques ?;RDF30;Medical, health and life sciences;0.5984533429145813;RDF303;Health sciences;0.9689150452613831;RDF301;Basic medicine and life sciences;0.6917577385902405;RDF302;Clinical medicine;0.44175201654434204
353;Applications of machine learning in finance and economics;RDF20-21;Engineering and technology;0.781025230884552;RDF203;Electrical engineering, computer engineering, and information engineering;0.2941136062145233;RDF212;Other engineering and technologies;0.07178616523742676;RDF202;Industrial, systems and processes engineering;0.029986506327986717
354;Dynamic Games: Theory, Algorithms and Applications (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9194735884666443;RDF202;Industrial, systems and processes engineering;0.4017391502857208;RDF212;Other engineering and technologies;0.21239535510540009;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.15591201186180115
355;In-vitro Oral, Inhalation, and Dermal Bioaccessibility and Bioavailability of Metal(loid)s from Polluted Soils and Mine Tailings;RDF30;Medical, health and life sciences;0.5730912685394287;RDF304;Medical biotechnology;0.9392480850219727;RDF303;Health sciences;0.9062390923500061;RDF301;Basic medicine and life sciences;0.8911023736000061
356;Electrochemical biosensors for point-of-care diagnostics (Materials and Chemical Engineering);RDF20-21;Engineering and technology;0.8291172981262207;RDF205;Chemical engineering;0.7344053387641907;RDF207;Medical and biomedical engineering;0.6698258519172668;RDF206;Materials engineering and resources engineering;0.1406310349702835
